,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600795.SH,X600886.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600489.SH,X000629.SZ,X000539.SZ,X000825.SZ,X000831.SZ,X600315.SH,X601699.SH,X600660.SH,X002470.SZ,X600352.SH,X600808.SH,X000027.SZ,X600549.SH,X000630.SZ,X000959.SZ,X000983.SZ,X600490.SH,X600578.SH,X600307.SH,X000937.SZ,X600863.SH,X000960.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.032646904597347,0.155425158795375,0,0,0.0647884296387635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442119916870587,0,0,0.00188666131657123,0,0,0,0,0.0539203190041789,0,0,0,-0.015110125337283,0,0,0,0,0,0,0,0,0,0.0221723355846614,0,0,0,0,0,-0.00272708914575773,-0.0136812098699123,0,0,0,0,0,0
X600028.SH,0,0,0.0544550031332981,0.120178744163759,0,0.022047452246018,0,0,0,0,0,0.0301408119608436,0,0,0,0,0.0209753535320434,0,0,0,0,0,0.16423636569033,0,0,0,0,0,0,0,0,0,0,0.0248605815695041,-0.0519543399814968,-0.0169032052462887,0,0,0,0,0,0,0,0,0,0,0,0.145178635500556,0,0,-4.33680868994202e-19,-0.0215183310932384,0.0610555973902309,0,0,-0.0162584266918467,0,0
X601088.SH,0,0,0,0,0.0907403809333016,0,0,0,0.0582411338811971,0,0,0,0,0,0.253967083590006,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0539925795296593,-0.00353662633999552,0,0,0,0,0.0610613099033177,0,0,0,0,0,0,0,-0.00540245861596236,-0.00776582117604022,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.18275589459418,0,0,0,0,0,0,0,0.0315898225123148,0,0.402577707862281,0.200905656313258,0,-0.0100756211593725,0,0,-0.0821179401738035,0.0341569117697553,0,0,0,0,0,0,-0.0648833648587138,0.184098324486111,0,0,0,0,-0.0598759369286631,0,0,0,0,0,0,0,-0.0171136034426752,-0.00903617269065879,0,0,0,0,0,0.0169095267709289,-0.0383820616609094,0,0,0,0,0,0
X600585.SH,0,0.0615646728621764,0.054710918742575,0,0,0.151552283044859,0,0,0.0711328185381862,0,0,0,0,0.119084961627085,0,0,-0.0156139778080659,0,0,0,0,0,0.0381741370227908,0,0,0,0,0.0127914723550461,0,-0.0243532681705894,0,0,0,0,0,0,0,0,0,0,0,0.142024573425905,0,0,0,0,0,0,0,0,-0.00866782836109138,-0.0048701544712304,0,0,0,-0.0296114953549513,0,0
X600019.SH,0,0,0.0964559863353696,0,0.0387266427323109,0,0.0574523875815499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107091497939859,0.131916464103655,0,0.215924040073845,0,-0.109732233244162,0,0.0376170595324315,0,0,-0.0093338457486964,0,0,0,0,0,0.0538342079341112,0,0.0439961140228089,0,0,0.131500260542428,0.152636168904525,0,0,0,-0.00649509486940709,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.26729849570205,0.187390638154991,0,0,0,0,0.0405913058484198,0.0511633446112668,0,0,0,0.0240165107761408,0,0,0,0,0,0,0,0.0739292843433229,0,0,0,0.156469262301778,0,0,0,0,0,0,0,0,0.00755857964253267,0,0,0,0,-0.0386215841356926,0,0,0,0,0,0,-0.0142309896194157,0,0,0,0,0,0
X601991.SH,0,0,0,0.0140697634078357,0,0,0,0,0.0316525337266451,0,0,0,0,0,0.0465762865517867,0.0973491301455802,0,0,0,0,0,0,0.0361754478165366,0,0,0,0,0.0927153592935616,0.0581341968586812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153089857768734,0,0,0,0,0.109765777040075,0,0.0150047512330848,-0.0381296058788354,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.028309947464695,0,0,0,0.322357993529507,0,0,0,0.0358838946132997,0,0.0706758168064938,0,0,0,0,-0.0156726480560344,0,0,0.0460859464758552,0,0,0.134946635029016,0,0.02733666819099,0,0,0,0,0,0,0,0,0,0,0.101050660210873,0.075539429383067,0.0229772866968371,0,0,0,0.011234019483788,0.139469045723495,0,0,-0.00221747111497721,-0.00318180455098768,0,0,0,0.0262516639936058,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.00341027843470912,0,0,0,0,0,0,0,0,0,0.088257538448645,0,0,0.0264171647599982,0,0,0,0,0,0.0484228042488771,0,0.0629260779290072,0.0665314294503492,0,0,0,0,0,0,0,0.209569999506777,0,0,0.0622632317852691,0,0,0.00955428607485018,0,0,0.128341841597107,0,0,-0.0101761212478618,0.00836754657333073,0,0,0,0.016523139088656,0,0
