,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X600188.SH,X002466.SZ,X600010.SH,X601600.SH,X600660.SH,X000301.SZ,X601898.SH,X002271.SZ,X600011.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X601991.SH,X300037.SZ,X000408.SZ,X000786.SZ,X600795.SH,X002080.SZ,X000825.SZ,X600219.SH,X600803.SH,X002353.SZ,X000959.SZ,X600688.SH,X002326.SZ,X600295.SH,X000723.SZ,X000983.SZ,X600352.SH,X000807.SZ,X000932.SZ,X600157.SH,X600141.SH,X601699.SH,X000898.SZ,X000027.SZ,X600027.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0867435496646259,0,0,0,0,0,0,0,0.0813670721482319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0178037968623541,0,0,0.0979740989285004,0,0,0.0443882093542331,0.0801018609332448,0.0639796573059173,0,0,0,0,0,0.0318890387546667,0.04884695063414,0,0.0417409461409379,0,0,0,-0.0332370826409496,0,0,0,0,-0.0654857267257936,0,0
X600028.SH,0.0229121975969271,0,0,0,0,0,0,0,0,0.0474852335038087,-0.0312245201501548,0,0,0,0.0233560439088594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736802242017593,0,0,0,0.118187946376154,0,0,0,0,0,0.0472653147249812,0.045326934244253,0.0228468443462224,0,0.0157487199653974,0,0.0849646038288104,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0257662247473063,0.042983876181203,0,0,0,0,0.12435138022957,0,0,0.0033886120752286,0,0,0,0,0,0,-0.0677439224337422,-0.0948708781791332,0,0,0,0,0,0,0,0,0,-0.0374486019636794,0.111392549695032,0.0201681809135333,0.210196304534453,0,0.0257691724365428,0.184527183699979,0,0,0,0,0,0,0,0,-0.0135731570383164,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0297293880554673,0,0,0,0,0,0,0,0,0,0,0,0,0.23432528823083,0,0,0.0754307721507396,0,0.0298343496233116,0,0.020401027405888,0,0,0,0,0,0,-0.000414828152052158,0,0,-0.0405577870811438,0,0,0,0,-0.00790598938844401,0,0,0.0148704311899855,0,0,0,-0.00756112426658696,-4.33680868994202e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.200807832333832,0,0.289690816482947,0,0,0.5041035821852,0,0,0,-1.38777878078145e-17,0,0.252008899459435,-0.00601162537628135,-0.0576171329929993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102141398893285,0,0,0,0,0.0868641870952219,0,0.0628355031456012,0,0,0,0,0,-0.0858141759102994,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0743282778485174,0,0,0.00574132306996022,0,0,0,0,0,0,0,0,0.0354893351198933,0,-0.0572817307220228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139799966439344,0,0,0,-0.0204127773946271,0,0,0,0,0,0,0,0,0,0,0.628281112771514,0,0.0135884715800775,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221727327376211,0,0,0,0,0,0.0403360466472243,0,0,0,0,0,0,0,0.0621739289306693,0,0,0,0,0,0,0.574855620588767,0,0,0.0291189835100992,0,0,0.00508615179426517,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.167866086265207,0,0,0,-0.012730196653228,0,0.0387948045884762,0.325944659227563,0,0,0,0,0,0,-0.094806239625194,0,0,0,0,0,0,0.16306967431793,0.457419631183733,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255492759795533,0,0,0,0,0,0,0,0,0,0,0,0.0476203245811029,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0250502464137718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277009886679654,0,0,0,-0.127164775520451,0,0,0,0,0,0,0.0889104524968103,-0.319165970713064,0.0254609260407584,0,0,0,-0.0619689206703736,0,0,0,0,0,0,0,0,0.0962164986909774,0,0,0,-0.171988204845051,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.14036153850122,0.0419331243873093,0,0,0,-0.0138668938743794,0,0,0,0,0,0,0,0,-0.058652931859078,0.0297664363628918,0,0,0,0.350526152400378,0,0.147225895262393,0,0.0936356117630339,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.415055222277467,0,0,0,-0.0235373240471048,0,0,-0.0567316141489159,0,0,0,0,0,0
