,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600188.SH,X600795.SH,X600362.SH,X600886.SH,X600111.SH,X600027.SH,X601992.SH,X600688.SH,X600309.SH,X601158.SH,X000898.SZ,X000709.SZ,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X000539.SZ,X000027.SZ,X000825.SZ,X600489.SH,X000629.SZ,X000630.SZ,X600547.SH,X600808.SH,X600549.SH,X601699.SH,X600352.SH,X000959.SZ,X600008.SH,X600578.SH,X000831.SZ,X600660.SH,X600307.SH,X000983.SZ,X002470.SZ,X000937.SZ,X600098.SH,X600315.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.654680044673617,0,0,0,0,0,0,0,0,0.0731822195576344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00900967355753941,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0322697303402605,0.0279879314640058,0,0,0,0,0.00952957349494508,-0.00469667767439648,0.068370588164044,0,0,0,-0.0425299755591128,0,-0.0207121410078602,0,0,-0.0617396346053255,0,-0.0714035994459841,0,0
X600028.SH,0.599579741062307,0,0,0,0,0,0,-0.012512036770804,0,-0.0209229533166196,0,0,0,-0.0993094779462972,0,0,0,0.329457679521099,0,0,0,0,0,0,-0.0423013051284703,0.121641852103935,0,0,0,0,0,0.0629562768748817,0,0.0417886931980545,0,-0.0128938176293288,0,0,0,0,0,0,0,0,0,0,-0.00947578867099657,0,0,0,0,-0.0191585283818777,0,0,0,0,-0.0682387494005919,0,0
X601088.SH,0,0.0764568615663831,0,0,0,0,0.133687490345567,0,0,0,0.158243298035311,0,0,0,0,0,0.0823605556759581,0,0,0,0,0,0,0,0,0.0436796221652504,0,0,0,0,0,0,0.0352109207319187,0,0,0,0,0,0.0175696754720054,0.0362286170167867,0.0902279753187925,0,0,0.116713248377904,0,0.0125877531874473,0,0,0,0,0,-0.0117868167519386,0.00140521432571797,0,0,0,0,0,0
X600011.SH,0,0.0414710343991573,0,0,0,0.109991572976418,0,0,0,0,0.10953845745737,0,0,0,0,0.378294441254007,0,0,0,0,0,0,0,0,-0.138494967911881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418520198703157,0,0,0.0309667836214645,0,0,0,0,0,0,0,0.0163132918984566,-0.0264981165693636,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0538833178810212,0.0698627045933819,0,0,0.0939158542126251,0,0,0,0,0,0,-0.0578158143537192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.48910315274683e-05,0,0,0.031605651049063,0.076791959968367,0,0.0931388598114905,0,0,0,0,0,0,0,-0.0580544873810474,0.0152250190653984,0,0,0,0,0,0
X600019.SH,0,0,0,0.0607966946581345,0,0,0,0,0,0,0.0527445545261819,0,0,0.0488177296419139,0,0.0502159940003771,0,0,0,0,0.316396824323871,0.122037802809804,0,0,0,0,0,0.0838950192784387,-0.0193539256241331,0,0.160421282365812,0,0,0,0,0,0,0.104984856344477,0,0,0,0,0,0,-0.0832213688625087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.336577680871011,0.0433402347802663,0.0586369445607673,0,0,0,0,0,0.0970168953650341,0,-0.00062672944602624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14531932035833,0,0,0,0,0.0824004779983305,0,0,0.110244682527269,0,0,0,0,0,0,0,-0.0162985988986609,-0.0194706477246538,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0870982111461616,0,-8.67361737988404e-19,0,0,0,0,0.00787577316037716,0.00190947941589002,0.0909885165112767,0.0366681073427192,0,0.0507752458175616,0,0,0,0.0251127424098293,0,0,0,0,0,0.0765498077282109,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0941040177372624,0,0.0711749434057132,0,0,0,0,0,0,0,0,0,0,-0.0331487766936508,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0281701690583338,0.000343376177576254,0,0.338932022436403,0,0,0.00760841511314002,0,0,0,0,0.145024175040468,0,0,0,0,0,0,-0.0149931659500487,0,0,0.19343490065058,0,0,0,0,0.0980832286740054,0,0.0294908681338108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019325411443132,-8.67361737988404e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.343503675765755,0,0,0,0,0.178598935489428,0.256463612875986,0,0.189372661256414,-0.0610380501145651,0,0,0.0110356461519504,0,0,0,0.193749690752269,0,0,0,0,0.231702730606899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874134540477482,0,0,0,0,0.18920259320607,0,0
