,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X601600.SH,X600886.SH,X601898.SH,X600010.SH,X600660.SH,X600362.SH,X600801.SH,X600489.SH,X600188.SH,X600111.SH,X600352.SH,X601991.SH,X002466.SZ,X000786.SZ,X600688.SH,X600795.SH,X600529.SH,X600027.SH,X601992.SH,X600299.SH,X600176.SH,X600426.SH,X002409.SZ,X600315.SH,X002353.SZ,X600126.SH,X600612.SH,X002080.SZ,X000723.SZ,X600219.SH,X600516.SH,X000027.SZ,X002075.SZ,X000959.SZ,X000898.SZ,X600486.SH,X000932.SZ,X601158.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0050378307521296,0,0,0,0.12592503440893,0,0,0,0,0,0.0246122630094726,0.0626255816293753,0,-0.0505664585766909,0,0,0,0,0.0392697548297263,0,-0.00401620411058613,0,0,0,0,0,0,0,0.0619351131574463,0,0,0,0.0384851411969654,0,0.0214740623402758,-0.0539025744355152,0,0,0,0,0,0,0,0,-0.00337591168896431,-0.00700041916837419,0,0,0,0,0,0
X600028.SH,0,0,0.0686249778086228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191181677844777,0,0,0,0,0,0.0182313911021023,0.0704868280351264,0,-0.00729188528939952,0,0,0,0.0766200258154976,0,-0.004597638456126,0,0.023879738684232,0,0,0,0.0555681542530058,0,0.0683470245302516,0,0,0,0,0,0,0,0,0,-0.00691593761212793,0.00994843265347584,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0415237812666372,0,0,0,0,0,0,0,0,0,0,0.0578939378382076,0,0,0,0.338957756465682,0,0,0,-0.0142758389475917,0,0,0,0,0,0,0,0.221804960978915,0.111403338463592,0.0134107105739289,0.0302624388591311,0.0135561718001822,0.0288713050059788,0,0,0,0,0,0,-0.0358546345311845,0,0,0,0,0,0.0253714752095117,-0.0343045601954924,-0.00233787704657325,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0419299043238168,0.0162425695020571,0.12277264228889,0,0,0,0,0,0,0,0.526144676365873,0,0,0,0.0148426931330902,0,0,0,0,0,0,0,0,0,0,0.0184324398568322,0,0,0,0.0102562079088078,0.0510482783400536,0.0335679636366001,0.0256805864006743,0,0,0,0,0,0,0,0,0,0,-0.00889482504507588,-0.00666236261307025,0.00667196942179898,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0173320792037952,0.00565745269779495,0,0,0,0,0,0.184112143910191,0,6.93889390390723e-18,0,0,0,0,-0.0254113410316484,0.0502364252041816,0.0368893817249478,0.0870103887689784,0,0,0,0,0,0.145075955764434,0.222485475442055,0.07130133635279,0,-3.46944695195361e-18,0,0,0,0,0,-0.0667306530501231,0,0,0,0,0,0,0,0,0,-0.00249927713394256,0,0,0,0,0,0,0
X600547.SH,0,0,0,0.0427255050743406,0,0,0,0.11940179511378,0,0.160189521428396,0,0,0,0,0,0,0,0,0.523052054431465,0,0,0,0,0.0185777248731598,0,0,0,0,0,0.0298773872663002,0,0,0,8.67361737988404e-19,0,-0.141414420576602,-0.0169984641878085,0.266351276717439,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00253138466117029,-0.00426525637956015,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.131813143463877,0,0,0,0,0,0,0.209355738430793,0,0,0,0,0,0,0,0,0,0,0,-0.0076962932734985,0,0,0,0,0.0394760679913487,0,0,0.0711910738660948,0.00215607132715929,0,0,0,-0.0399567188506214,0,0,0.151402006982173,0,0,0,0,0,0,0,0,0,0,0,0.000629067313262639,-0.00155496026725591,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.471352743957107,0,0,0,0,0,0,0.0367228179212684,0,-0.00680499708637339,0,0,-0.00213968718951908,0.0671017647218933,0,0,-0.0821448371478732,0,0,0,0,0,-0.0363455075854247,0,0,0.0333190837670561,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512455966687597,-0.0161450708238584,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.114782652900223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104095251239871,0,0,0,0,0,0,0.101569491251287,0.0297809991693988,0,0.108952313956115,0.0328924159453232,0,-0.0582254978828845,0,0.00785364418191645,0,0,0,0.26412382324544,0.0197923504809032,0,0,0,0,0,0,-0.0393000784897137,-0.00426678582267119,0.00219180281794373,0,0,0,0,0,0
X002271.SZ,0,0,0,0.219463662504726,0.0855755368870198,0,0,0.0194679069730857,-0.0838364569496822,0,0,0,0,0,0,0,0,0,0,0.101604237802143,0,0,0,0.0657609354943159,0,0,0,0.167081390649316,0,0,0,0,0,0,0.064147654240655,0,0.0350646115113056,0,0,0,0,0,0,0,0,0,0.190226876202161,0,0,0,0,-0.00865611022511041,-0.00823837680727727,0,0,0,0,0,0
