,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600111.SH,X600362.SH,X000539.SZ,X600188.SH,X600583.SH,X002075.SZ,X601158.SH,X600352.SH,X600309.SH,X000898.SZ,X600021.SH,X601992.SH,X000883.SZ,X002353.SZ,X000027.SZ,X002470.SZ,X600808.SH,X600660.SH,X000629.SZ,X600863.SH,X000878.SZ,X000792.SZ,X000060.SZ,X600307.SH,X000959.SZ,X600098.SH,X000825.SZ,X600578.SH,X600489.SH,X601918.SH,X300072.SZ,X600547.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.746142975562319,0.156714000132649,0,0,0,0,0,0,0,-0.0867829131608868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739077039689377,0,0,0,0,0,0,0.0695222550113868,0,0,0,0,0,0,0,-0.0403976647649604,0,0,0,0.00668666446651945,-0.00202157187811524,0,0,0,0,0,0
X600028.SH,0.469145206126287,0,0.13830467862536,0,0,0.0796249642488933,0,0,0,0,0,0,0.0380545942534669,0,0,0.0220921701784826,0,0,0,0,0.0403758827265155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549695281488011,0,0,0.0281699096667745,0,0,0.0124425819200824,0.123154198196793,0,0,0,0,0
X601088.SH,0.0427118462031565,0,0,0.165145318333382,0.00688063439663024,0.116844194470318,0.149534109488025,0.00236284881293249,0,0,0,0,0,0,0,0,0,0,0,0.000899443530182455,0,0,0,0.0138826875241941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200160984770534,-0.00435861938484945,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.102541148252679,0,0.108727400904481,0,0,0,0,0,0,0.202636858278695,0,-0.0716168402637178,0,0,0.0911567285822868,0.236407342104174,0,0,0,0,0,0.250808144377277,0,0,0,0,0,0,0,0,0,0,0,0.0196421044716023,0.0278010927664938,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.204390555456396,0,0,0,0.0730567446146931,0.107120765461242,0,0,0,0,0,0,0,0,0,0,0,0,0.039147666114948,0.0326551316756725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41037390308915,0,-5.55111512312578e-17,0,0,0,0,0,0.00922687412624349,0,0,0,0,0,0
X600019.SH,0,0.0585037062421814,0.15987035933493,0.00151584923266717,0.175712770191101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239775646455106,0,0,0,0,0,0,0,0,0,0.140349876424828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245792282294286,-4.33680868994202e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0348406696469729,0,0.103308153582968,0,0,0,0,0,0,0.174974891394975,0.14955328194413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185872636785761,0,0,0,0,0.270038252005732,0,0.231398525592056,0,0,0,0,0.00947266439280123,0,0,0,0,0,0,0
X600585.SH,0,0,0.0210942902983201,0,0.059278697451331,0.177597094320995,0,0,0,0,0.0302303633045417,0.0114822297760946,0,0,0,0,0,0.0707700513065246,0,0,0,0,0,0,0.10892210644791,0.00136771215919982,0,0,0,0,0,0,0,0.177472867139494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161715518280518,-0.0210504880018143,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0402005239738754,0.0778864939805599,0.000984664707633685,0.0122244789469954,0,0.0726244426161662,0,0,0,0,0,0.0411837960711714,0,0,0,0,0,0.182965133081325,0,4.33680868994202e-19,0,0,0,0,0,0,0.285411112388067,0,0,0,0,0,0,0,0.111569227513523,0,0,0,0,0,0,0.000873383336308342,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.142929530686858,0,0,0,0,0,0,0,0.0910577120336672,0,0,0,0,0.120460744105642,0,0,0,0,0,0,0,0.0566420461927893,0,-0.137320399509692,0,0,0,0,0,0,0,0,0,0.119625013790712,0,0,0,0,0.18912581631789,0,0,0,-0.0205233909627399,0,0,0,-0.0179009250831717,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.184721543249824,0,0.196849580501103,0,0,0,0.213679549371417,0,0,0,0.226900294249775,0,0,0,0,0,0,0,0,0,0,0.168439980387933,-0.0582725929506483,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0659660820776767,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0689007516730103,0.190062407836042,0.190644593472335,0,0,0,0,0,0,0,0.0642464559651794,0,0,0,0,0,0,0,0,0,0,0.0394130789457377,0.109225522186072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103929103537326,0,0.025617200215106,0,0,0,0,0.000890494210649119,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.00480687007675337,0,0,0,0,0,0,0,0,0,0.297400851882412,-0.0710827786581858,0,0,0,0,0,0,-0.0176781976971464,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314809107480659,0,0,0,0.470952727512474,0,0,0,0,-0.0110578310121833,-0.0149119174202707,0,0,0,0,0,0
X000709.SZ,0,0,0,0.0379777448472348,0,0.240266055009582,0,0,0,0,0,0,0,0,0,0.270812551738775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.148605385571331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278167555901794,-3.46944695195361e-18,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.052915417858572,0,0,0,0,0,0,0,0,0.0286157662718256,0,6.93889390390723e-18,0,0,0,0.0521244832307069,0.0708485747773407,0,0,0,0,0,0.00987964991194965,0,0,0,0,0,0,0,0,0.444908820385933,0,0,0,0,0,0,0,0.0457901534166835,0,0.155697940624535,0,0,0,0,-0.00812563153300023,0,0,0,0,0,0,0
X600157.SH,0,0.0198674606376634,0,0,0,0,0,0,0,0,0,0,0,0.0643949839502428,0,0,0,0,0,0,0,0.0928763308638403,0,0,0,0,0.0747073722611966,0,0,0,0.164953380509997,0,0,0,0,0,0,0,0.00308708187838769,0.108767847805187,0,0.122177694960527,0,0.0809280386982555,0,0,0,0,0,0,-0.0101403411491289,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0770922666007644,0,0.091264761809173,0,0,0,0.0269192664607656,0,-2.16840434497101e-19,0,0,0,0,0,0,0.103815191339201,0,0,0,0,0,0,0,0,0,0,0.159411722577745,0,0,0,0,0,0,0,0.0286664613744705,0,0,0,0.132597593430515,0,0,0,0,0,0,0,-0.0134553690393605,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00670695247380266,0,0,0.0238505869989934,0,4.33680868994202e-19,0,0,0,0.0687116637418815,0,0.26633772387946,0,0,0,0,0,0,0,0,0.00259451237401031,0,0.0229464082487433,0,0.282253756725276,0,0,-0.0221251010150541,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0.0274328855621712,0,0,0.150614104662687,0,0,0.0409743914717607,0,0,0,0,0,0.0643357281303266,0,0.180907710530665,0,0,0,0,0,0,0,-0.0472593662353339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130188565516354,0.0308806501402884,0.11339050117379,0,0,0,-0.0797684080951364,0,0
X600188.SH,0,0,0,0,0.020532971711782,0,0.133836910388947,0,0.0333263507969259,0,0,0,0,0,0,0,0.027662745146624,0.0516370581743244,0,0,0,0,0,0,0,0.0973216818717089,0,0,0,0,0,0,0.0657876411759939,0,0,0.0119214123413689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119840485499172,2.16840434497101e-19,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0738268152021899,0,0,0,0.173288910580626,0,0,0,0.335328613552391,0,0,0,0,0,0,0,0,0,0.180052611282063,0,0,0,0,0,0,0,0,0,0,0.00299154395148978,0,0.0710555141172169,0.073575934256374,0,0,0,0.117349041380389,0,0,0.00533434255491413,0,0,0,0,0,-0.0498194882594257,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0.109224581413904,0,0,0,0,0,0,0,0,0.022107524323439,0,0,0,-0.362941767746871,0.169576230208172,0,0,0.0525681553428892,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,3.46944695195361e-18,0.256441103409796,0,0,0,0.0218336710262144,0.0636795155872179,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453614943790909,0,0.123002194564648,0.160807400943237,0,0.0843614092389163,0,0.0723576238806841,0,0.022951012155338,0,0.0429596895046902,0,0,0,0,0,0,0,0,0,0,0.0716158583231088,0,0,0.0231532044573624,0,-0.00570291436676267,0.00131100258964482,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338786795623656,0,0,0,0,0,0,0,0,0,0.267048851921983,0,0,0.021647798285574,0,0.0561985211599045,0,0,0.0722981628589993,0,0,0,0,0,0,0,0,0.00235018411023111,0.0311380907878917,0,0.116442619090481,0,0,-0.0195521160661711,0.00114034479141862,0,0,0,0,0,0
X600309.SH,0,0,0,0.0628900986365512,0.247902170827774,0,0,0.0825675950836575,0,0,0,0,0,0,0,0,0,0,0,0.0436925191084825,0.00345602403051624,0,0,0.248330826778567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773037375525425,0,0,0,0,0.0731979215705801,0,0,0.00703096447786237,0.00963757125269845,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0255805402795282,0,0,0,0,0,0.021498938145966,0.0968131655404833,0,0,0.111656022289101,0,0,0,0,0.110415697318164,0,0,0,0,0,0,0,0.201380977904754,0,0,0,0,0.0228961829075468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109625693668582,0.000589662512496778,0,0,0,0,0,0
X600021.SH,0,0,0,0.0901386359878,0,0,0,0,0,0,0,0.100716926006067,0,0,0,0.0369470260191576,0,0,0,0,0,0,0,0.10840065050997,0,0,0,0,0,0,0,0,0.136214872989072,0,0.0896061756935185,0,0,0,0,0,0,0.0172320666928597,0,0.042801935094745,0,0,0,0,0.128082955539505,0,0,-0.0174354439498983,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0212167916994446,0,0.0444405818196622,0,0,0,0,0,0,0,0,0,0,0.0994709494409562,0,0.162476864400178,-1.38777878078145e-17,0,0,0,0,0,0.172304835395131,0,0.0747603608290919,0.00567798051306798,0,0,0,0,0,0,0.0707380446195293,0.165882005993368,0.00142048723335767,0,0,0,0.152039389570086,0,0,-0.0109916969986717,0,0,0,0,0,0
X000883.SZ,-0.0303997142643826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287440767571486,0,0,0,0,0.118695284354709,0,0,0,0,0,0,0,0,0.0738554364093177,0,0,0,0,0,0,0,0,0,0.0687765824099413,0,0.0462029418775765,0.259069043257483,0,-0.036534672388956,0,0,0,0,0,0,0
