,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600309.SH,X600795.SH,X600688.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X002466.SZ,X600886.SH,X600547.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X601158.SH,X600008.SH,X002460.SZ,X000723.SZ,X000883.SZ,X600299.SH,X002271.SZ,X600219.SH,X600352.SH,X000792.SZ,X600176.SH,X000630.SZ,X600578.SH,X000539.SZ,X000408.SZ,X600583.SH,X000027.SZ,X000786.SZ,X600021.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0588278036638187,0,0,0,0,0,0,0,0,0,0.0214253767141363,0.205746414390249,0,0,0.0453144850890179,-0.02413433420167,0,0.0287549320092514,0,-0.0421374152605418,0,0,0,0.0387189501094409,0,-0.0339932782777389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450032211582818,0.0119424157349791,0,0,-0.0108884987911495,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0433433446522825,0,0,0,0,-4.33680868994202e-19,0,0.0462905320399429,0,0,0,0,0,0.0385815918346269,0,0,0,-0.148653489442589,0,0,0,0,0,-0.0489529719286286,0,-0.083374416122733,0,0.00626819318032937,-0.0366175951875295,0,0,0,0.013697774304658,0,0,0,0.0540105811522244,0,0,0,0,0,0,0,0,0,-0.0795661751896897,-0.00356499912811335,0.00662120414436602,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0032140363615067,-0.0318338837610777,0,0,0.0209782158210431,0,0,0,0,0,0,0.139632627515521,-0.0177515809652581,0,0,0,0,0.0157136314172896,0,0,0,0,0,0,0,0,0,0,-0.0135447487345006,-0.0786389819625949,-0.00753319465958325,0,0,0,0,0,-0.00010344950192343,-0.0327066824200961,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.193637212773727,0,0,0,0,1.73472347597681e-18,0,0.0458322598082283,0,0.0919495317159601,0,0,0,-0.0257052746225916,0,0,0,0,0.277424289204325,0.108844781275526,-0.0538251127163775,0,0,0,0,0,0,0,0.00602162363428801,0,0,0,0,0,0,-0.0206525015629138,0,0,0,0,0,0,0,-0.0170804813690003,0.00947587210494452,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0517786899355496,0,0,0,0,0,0,0,0,0.21762978694316,0,0,0,0,0.0569094346856914,0.30118836999662,0.0452560592043977,0,0,0,0.0721364696687345,0,0,0,0.0286174189221442,0.0468230147666607,0,0,0,-0.158080691920678,0,0,0,0,0,0.105338288904149,0,-0.0740968684259053,0,0,0,0,0,0,0.0377186746090376,-0.0613865793941279,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177528489602929,0,0,0,0.178420596359823,0.301154600614021,0,0,0,0,0,0,0.128131670049977,0,0,0,-0.0241295775412149,0,0,0,0,0.18310017102851,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0933741287508376,0.160471822876217,0,0,0.00155637493351788,-0.0452578190996859,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.00956857375928288,0,0,0,0.0931068316817996,0,-0.053678751728636,-4.33680868994202e-19,0,0.0695914225184801,0,0,0,0,0.0197247323064577,0,0.0499619671469904,0.0875265326281392,0,0,0,0,0.101688723791147,0,0,0,0,0,0,0,0,0,0,-0.0747803288871544,0,0,0,0.0260805290248237,0,0,0,0,-0.0119168748497251,-0.0142224252075808,0,0,0,-0.160247729990516,0,0
X601898.SH,0,0,0,0.0177240572728736,0,0,0,0,0,0,0,0,0,0,0,0,0.0564673503521515,0,0,0,0,0,0,0,0,0,0,0,0,0.162785976632613,0.0171241969346969,0,0,0,0,0,0,0,-0.0411406627659738,0.0129567210600255,0,0.131190338977675,0.0348341745633098,0,0.121715969069128,0,-0.020320508899425,0,0.23520651447487,0,-0.00779673248776347,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0784677171195354,0,-0.0192159781051341,-0.0859949500745326,0.164788821378239,0.200108847350789,0,0.371527094336384,0,0,0,0,0,0.10652255237619,0,0,-0.229987146024158,0,0,0,0,0,-0.0362973638158654,0,0,0,0,0,0,0.0823994996159357,0,0,0,0,0,0,0,0.0629304031823025,0,0.00245459873659703,0,-0.0243130478244266,-0.015909612385382,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0489322427447098,0,0,0,0,0,0,-0.0220769768340223,0,0,0,0.0265779974007501,0,0,0,0,0.0549642560615189,0.00614012187753443,0.0741376517868248,0,0,0,-0.0385363404820274,0,0,0,0,0,0,0,0,-0.0113448188080739,0,0,0,0,0,-1.73472347597681e-18,0.0621604082976444,-0.0184212877320216,0,0,0,0,0.0230485483182152,0,-0.0158621855969702,0,0,0,0,0,0,0
X600688.SH,0,0.160147789694459,0,0,0,0.0155944947377501,0,0,0.0903313656967523,-0.0532211436131524,0,0,0,-0.0419728707825586,0.0508849255160733,0,-0.0805573458053293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.017497628128878,0,0,-0.00977753440915597,0,0,0,0,0,0,0
