,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X600011.SH,X000877.SZ,X600188.SH,X000708.SZ,X600010.SH,X601600.SH,X600547.SH,X000301.SZ,X601898.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X300073.SZ,X600027.SH,X300037.SZ,X600688.SH,X600489.SH,X600801.SH,X002353.SZ,X600352.SH,X000807.SZ,X000825.SZ,X000959.SZ,X000932.SZ,X600486.SH,X601699.SH,X600399.SH,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0442339589959583,0,0,0,0,0,-0.0109875160378651,0,0.0824390543283455,0,0,0.0806868595551924,0,0,0,0,-0.029123119215891,0,0,0.014090842417414,0,0,0,0,0,0,0,0,0,0.112732466272186,0,0.305376223672287,0,0.124153749744346,0,0,0,0,0,0,0,0,-0.0813879851984106,0,0,0,-0.0803632555078834,0.0257448850786755,0,0,0,-0.0493137268280191,0,0
X600028.SH,0.181077223973844,0,0.010813945775374,0,0,0,0,0,0,0,0,0,0.00301384941393249,0,0.0201107562819472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520254081738155,0,0,0.0954851533868599,0,0.0702560910574923,0,0,0,0,0,0,0,0.0715723440838537,0,0,0,0,-0.0293672264642545,0.00576351831197471,0,0,0,0,0,0
X601088.SH,0.0732766910032048,0,0,0,0,0,0,0,0,0.0549316057389195,0,-0.00659124643219517,0.148707244651177,0,0.179009751893277,0,0,0,0,-0.178304131266421,0,0,0,0,0,0.0709459460165448,0,0,0,0,0,0,0,0,0,0,0.223177914301765,0,0,0.054182265381095,0,0,0,0.0426789905722923,0,0,0,0,0,0,0,0,0.0560174824375311,0,0,0,0.0357642754177083,0,0
X600309.SH,0,0,0,0,0,0,0.0108769244950433,0,0,-0.0116351196639058,0.0691647883197506,0.00312361063376903,0,-0.213890672836437,0.061053372291776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747581478623704,0,0,0,0,0,0,0,0,0,0,0,0.0785254722017098,0,0,0,0,0,0.0312587857567116,0,-0.0396085858139616,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0695889266022095,0,0,0,0,0,0.051474328277943,0.0218483132461722,0,0.0205367250204894,0,0,0,0,0,0,0.224412973086893,0,0.104249718036775,0,0,0.0325548314024671,0,0,-0.206014465760844,0,0,0,0,0,0,0.333192716653362,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0155536738205482,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.60146288996054,0.0872265078330107,0,0,0,0,0,0,0,0.0669137998983331,0.0529410015181064,0,0,0,0,0,-0.0912697232834386,0,0,0,0,0,0.0657570350088671,0,0.185729040340178,0,0.17664723288045,-0.0031929634988836,0,0,0,0,-0.0261377286780857,0,0,0,0,-0.116499837770998,0,0,0,0,-0.00704530675900588,0,0,0,0,-0.110419358143293,0,0
X600019.SH,0.0067319406731326,0,0,0,0,0,0,0,0,0.012601770658584,0,0.0322193930283088,0.0631495746046477,0,0.00838637840258485,0,0,0,0,0,0,0,0,0,0,-0.0816249994655294,0,0,0,0,0,0,0,0,0.0604398897450367,0,0,0,0,0,0,0,0.271974436187877,0,0.262455925702168,0,0,0,0,0,0,-0.00850202674263622,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.0669389323178125,0,0.45043388273452,0.0483477364857134,0,-0.234942930079017,-0.044224495528596,-0.123139825104184,0,0,0,0,0,0.362285024995718,0,0,0,0,0,0.0605380016347099,0,0,0.169749656279096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13707800393711,0,0,0,0,0,0,0,0,-0.0433088793877077,0,0,0,0,0,0,0
X600111.SH,0.0222178548311517,0,0,0,0,0,0,0,0,0.593923439981479,0,0.172459598986737,0,0,0,0,0.159320749254794,0,0,0.0746825892705095,0,0,0,0,0,0.0477913201577965,0,0,0,-0.166941870025496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161077939311627,0,0,0,0,-0.054543028710231,0,0
X002466.SZ,0,0,0,0,0,0.487276283903232,0,0.177089008788238,0.141972183648455,0,0,0,0,0,0,0.00920253310024726,0,-0.142994181227803,0,0,0,0,0,0,0,0,0,0,0.281076320237455,0,0,0,0,0.124302512226054,-0.0997407322451013,0,0,0,-0.0346104038129299,0,0,0.0987885149164601,0,0.101002737253679,0,0,0,0,0,0.158841033227244,0,0.00114670172788717,1.35525271560688e-20,0,0,0,0,0,0
