,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X600547.SH,X000301.SZ,X000708.SZ,X600886.SH,X000877.SZ,X600795.SH,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600803.SH,X600176.SH,X601699.SH,X600027.SH,X000983.SZ,X601991.SH,X600160.SH,X000408.SZ,X000629.SZ,X600348.SH,X000786.SZ,X000723.SZ,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X600378.SH,X000933.SZ,X600157.SH,X000807.SZ,X002192.SZ,X600985.SH,X002353.SZ,X600141.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.565483570243632,0,0,0,0,0,0,0.140683236181426,0,0,0,0,0,0,-0.0624766207293527,0,0,0,0,0,0.138809654782878,0,0,0.0354272521083972,0,0.0107532064469259,0,0.0408830769784513,0,0,0,0,0,0,0,-0.0159152674438285,0,0,0.0774514766111214,0,0,0,0,0,0,0.0997152654127294,0,0.0435776202063745,0,0.00322976854266136,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.292917957069927,0,0,0,0,0,0,0,-0.0441153771516317,0,0,0,-0.00379893045720918,0,0,0,0,0,0,0,0,0,0,0,0,0.33821797515783,0,0.119671679331663,0,0,0,0,0,-0.0468168659431368,0,0.0218798045025232,0,0,0,0,0,-0.0326207500920483,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.562508273901442,0,0,0,0,0,0,0,0.00837873285999442,0,0,0,0,0,0,0,0,0,0,0,0,0.0153401646721483,0,0,0,0.0748756050104301,0,0,0,0,0.0223998760213437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333151261280506,0.0138665857320471,-0.0180188847764074,0,0.00719882959292265,0,0.00399481834872809,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108104836726343,0,0,0.182086477148492,0,0,0,0.201446534402621,0,0.194180671602559,0,0,0.0803015502894927,0,0,-0.0530502325569103,0,-0.224583218348672,0,0.151835755793651,0,0.081544964175635,0,0,0.119692313528496,0.0328930824970214,0,0,0,0,0,0.0466379128095619,0,0,-0.0166419599080407,0,0,0,0,0,0,0,0
X600188.SH,0,0.66897644370928,0,0,0,0,0,0,0,0.13199024517231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644653110246322,0,0,0,0.0218668998759327,0.00567060806132921,0,-0.0294532833282869,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.106747693965629,0,0,0,0,0,0,0,0.155966786022145,0,0,0.0609271207435171,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.35804867239843,0,0,0,0,0,0.0136875632075843,0,0,0,0.0990697595674975,0,0,0,0,0,0,0,0,-0.218187525230023,0,0,0,0,0,0,0,0.0930134615855637,0,0,0,0.0318633808919546,0,0.0722065217361297,0,0,0,0,0.0662299677092856,0.160530741789058,0,0.184826931614011,0,0,0,0.0275510757713662,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.589508051173348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476468544611561,0.0410074815161692,0,0,0,0,0.0357063267913879,0,0.192937742119189,0,0,0,0,0.453101338029575,0.0631534969165464,0,0,0,0,0,0,0,0,-0.10139703972588,0,0,-0.0295807283932234,0.00656168686403832,0,0,-0.164938428881834,-0.0266983458319985,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0677263028740501,0,0,0,0,0,0.0982179190378307,0,0.0172850116931266,0.127650245056849,0,0,0,0,0,0,-0.116424102922227,0,0,0,0,0,0,0,0.459947348404012,0,0,0.141764783924525,0,0,0,0.00978849995820151,0,0,0,0.04074196802353,0,0,0,0,-0.00376829497701352,-0.024286962858239,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.217324892202789,0,0,0,0,0,0,0.207327500700008,0,0,0,0,0,0,0,0,0,0.125994352339876,0,0,0,0,0,0,0,0,0,0.27846117356182,0.00492383641012919,0,0.138595116705361,0,0.000931771930549026,0,0,0,0,0.0446214540762533,0,0,0.0154338207057389,0,-0.0224916672748876,0,0,0,-0.00488630866634626,0,0,0,0,0,0,0
X601898.SH,0,0,0.0581824249781051,0,0.151946172276954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101600676855351,0,0,0,0.101659860497526,0,0.132711871326677,0,0.388242678449618,0,0.0197138193396585,0,0,0.0337527265178071,0,0,0,0,0,0.121979735669753,0,0.0111138376029702,0,0.0389517167062455,0,0.00677921541567193,0,0,-0.0354359957096479,0,-0.00191906805403349,0,0,0,0,0,0,0
