,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600886.SH,X600111.SH,X000708.SZ,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X000629.SZ,X600688.SH,X002080.SZ,X002353.SZ,X300037.SZ,X002128.SZ,X600612.SH,X600801.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.997210742857328,0,0,0,0,0,-0.0356163739676293,0.129519564631731,0,0,0,0,0,0,0,0,0,0,0,0.0111783572769615,0,0,0,0,0,0,0,-0.138026326526344,0,0,0,0,-0.0132221751604945,0,0.105082330175057,0,0,0,0,0,0.0792507934937959,0,0,0,-0.0805267915105037,0,0,-0.0529336227713054,0.0997033197868545,0.0381377615084402,-0.0027927223380916,0,0.0409370044250296,0,0,0,0,0
X600028.SH,0.607903602192293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858982764426548,0,0,0,0,0,0.0486072964045517,0.0966969185317334,0,0,0,0.114342968431354,0,0,0,0,0,0,0.021610621320446,0,0,0,0,-0.169054703791567,0,0,0,0,0,-0.0531566283394518,0.00210016718392194,5.42101086242752e-20,0,0,0,0,0,0
X601088.SH,0.023926944891152,0,0,0,0.132941471004422,0.0352357469549996,0,0,0.215279394033958,0,0,0,0,0,0,0,0,0.00756678015964764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438130783183058,0,0,0,0.00503597921801884,0.0668789239806389,0,0,0,0,0.0371854240072086,0,0,-0.000787105338761117,0,0,0,0,0,0
X600309.SH,0.0187713964015047,0,0,0,0.0511232773184481,0.000447242524786511,0,0,0,0,0.2161677015835,0,0.0234633638407076,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0905804700272957,0,0.0964681771384234,0,0,0,0,0,0,-0.0475705888130091,0,0,0.0298120902728183,0,0,0,0,0,0.048553866779037,0,0.0287023922394353,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.080578593336107,0,0,0.141835775604291,0,0,0,0,0,0,0,0,0,0,0,0.14387141281309,0,0,0,-0.0307724535522262,0,0.350358360943747,0,0,0,0,0,0,-0.00258454597804515,0,0,0,0.137462289706939,0,0,0,0,0,0,0,-0.028058206226357,0,-0.174230373757227,0,0,0,0.0219505088593746,-0.0363128003335918,-0.0690405936543373,0,0,0,0,0
X600019.SH,0,0,0,0,0.0961826625215205,0,0,0,0.0220781377496676,0,0,0,0.0949402959715564,0,0,0,0,0.208269853567618,0,0,0,0,0,0,0,0.0894264844553987,0.0250637823688978,0,0,0,0,0,0,0.216777454132899,0.263765462884383,-0.0501478736533518,0,0,0,0,0.236629260662194,0,0,0,0,-0.233990527261877,0,0,0.0978409891493095,0,0,0,0.0703490810113756,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0510882172723337,0,0,0,0,0.0128426688803353,0,-0.0504715307178507,0,0,0,0,0.0233295861217015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549808107995144,0,0.0686402716268079,0,-0.0151090605985324,0,0.0580641712755056,0,-0.0916851355081042,0,0,0,0,0,-0.162172527082667,0,0,0.589759287445629,0,0,-0.0117810645248685,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.146976369015878,0,0,0,0,0,0,0,0,0,0,0.326235214156202,0,0,0,0,-0.0576761227934716,0,0,0,-0.0684949533374876,0,0,0,0,0,0.794532580666164,0,0,0,0,0.0775213736021353,0,0,0,0,0,0,0,-0.0565872746272551,0,0.133241626590197,0,0.012343161656408,0,0,-0.10434635519315,-0.0110288597709928,-0.0204250822862784,0,0,0,0,0,0
X601898.SH,0.0767977125517303,0,0,0,0.157363592774347,0,0,0,0,0,0,0,0,0.0623922963989733,0,0,0.0176292107874059,0,0,0,0,0,0,0,0,0.181739008024328,0.0670284707503945,0.0523138267595791,0.277229003236019,0,0,0,0,0,0,0,0.0081081306350851,0,0,0.0986771385570594,0,0,0,0,0,-0.139678467230316,0,0,0,0,0,0,0.0152368885544785,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0377969230713989,-0.0982715122948769,0,0,0,-0.0851365802055965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664633456076855,0,0,0.545749688913248,0.119805146617156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396187317258916,0.0998299709729302,0.0115568695379719,0,0.00109658513503849,-0.128453278822196,0,0,-0.011370882938909,-0.00841596196036687,0,0,0,0,0,0
