,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X600362.SH,X000792.SZ,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X002460.SZ,X000301.SZ,X002466.SZ,X601699.SH,X600489.SH,X000983.SZ,X600426.SH,X600160.SH,X000877.SZ,X600803.SH,X601991.SH,X000933.SZ,X000807.SZ,X000786.SZ,X000630.SZ,X600985.SH,X600176.SH,X601168.SH,X000408.SZ,X002128.SZ,X600612.SH,X600219.SH,X000932.SZ,X600096.SH,X000883.SZ,X600295.SH,X000027.SZ,X600348.SH,X002271.SZ,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.148493721264217,0,0,0,0.0405167877945232,0,0,0.290216617967747,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0104372928759776,0,0,0,0,0,0,0,0,0.0512526758698363,0,0,0,0,-0.236719863261205,0,0,0,-0.0027425237189309,0,0,0,0,0,0,0,0,0,0,0,-0.0200002100077372,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.144311473460844,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00266135252625087,0,0,0,0.180456163336739,0,0,0,0,0.248622070941483,0,0,0.0806400188549811,0,0,0,-0.0186766575858609,0,0,0,0,0,0,0,0,0,0,0,-0.0723282060621548,0,0,0.00955802125074635,0,0,0,0,0,0,0
X601088.SH,0.0308117787503354,0,0,0,0.223688779804172,0,0.0102141463049275,0.130837355357198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270777471729093,0,0,0,0,0,0,0,0,0,0,-0.0416008631786833,0.0248233437626203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00979413158626576,-0.0433012991119663,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0189475991795131,0,0,0,0,0,0,0,0,0,0,0.0468419690258324,-0.0340689452805029,0,0,0.05812002507206,-0.0974572070658629,0,0,0,0.0956291679794623,0,0,0,0,0,0,0,0,0.378049768360385,0,0.0192689987421397,0,-0.113486377237418,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0263597126362929,-0.0539342355256195,0,0,0,0,0,0
X600188.SH,0,0,0.0230721684158718,0,0,0,0.193164393431023,0,0.0346499273399205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33255195605425,0,0.104930609389622,0,0,0,0,0,0,0,-0.0320927314931387,0.0016300635648474,0,0,0,0,0.170592107074891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0312455573750164,0,0,0,0,0,0,0.0539317670677916,0.0984297144121608,0,0,0,0.0472456878537509,0,0,0.105845264165222,-0.00323899586485334,0,0,0.0174076023285548,0,0,0.0825387568277127,0.0328502095780874,0,0,0,0,0.140936834018508,0,0,0,0,0,0,0,0.0572776063502999,0,0,-0.182021800917479,0,0,0,0,0,0,0,0,0,0,-0.00701388961738038,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.333185974215261,0,0,0.356612118822826,0,0,0,0,0,0,0.118573645715187,-0.0697677478637274,0,0,0,-0.0894712605922638,0.104365419536925,0,0,0,-0.00541104827699602,0,0,-0.208719513450052,0,0,0,0,0.582283604154286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132379661205286,0,0,0,0,0
X600011.SH,0.0914594987503655,0,0,0,0,0,0,0,0,0,0,0,0,0.551918396775914,0,0,0.0441367750070364,0,0,0.0437301989686989,-0.0558276171066435,0,0,-0.00876632374765276,0,0,0,0,0,0,0.243905690525478,0,0,0,0,0,0.0443156480384388,0.00291549868834449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X600547.SH,0,0,0,0,-0.261161171560435,0,0,0,0,0,0,0,0,0,0,0,0.0443791244217678,0,0,0,0,0,0,0,0.630699620004037,0,0,0,0,0,0,0.102647966550567,0,0,0,0.0434884646938461,-0.0312327069966532,0,0,0,0,0,0,0,0,0,0,0,0,0.125784075777607,0,-0.00841845570020014,0,-0.0491914511217685,0,0,0,0,0
X601600.SH,0.0515689598811511,0,0,0,0,0,0,0,-0.0480032738838819,0,0,0,0,0,0,0,0.129275851431336,0,0,0.219021086658466,-0.0868020736407645,0,0,0,0,0,0,0.0316150276869068,0,0,0,0.0725232895055911,0.249649590503674,0,0,0,0.0811491023239672,0.215375695005078,0.00313570432007173,0,0,0,0,0,0,0,0,0,0,0.0679320073166128,0,0,0.0368903106421691,0.224152498922812,0,0,0,0,0
X600585.SH,0,0,0,0.331899574839372,0,0,0.0478039797174812,0,0.0551943667650787,0,0,0,0,0,0,0,0,0.103843549721256,0,0,0,0,-0.00631675597357953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133401802010691,-0.0443804936492576,0,0,0,0,0.0171119283919217,0,0,0,0,0,0,0,0,0,0.00683491759196234,-0.137223297744101,0,0,0,0,0
X600660.SH,0.0992928328692749,0,0,0,0.0123753668183734,0,0,0,0,0,0,0,0,0,0,0,-0.0454403697693658,-0.00859690033858647,0,0,0,0,0,0,0,0,0.1401063086201,0,0,0,0,0,0,0,0,0,0.0578222261139316,0,0,0,-0.0291101026579302,0,0,0,0,0,0,0,-0.0938965418687196,-0.051311060107367,0,0.0347873831574484,0.00208416122170085,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.051548363179364,0,0,0,0,0,0,0,0,0.410285238650065,0,0,0,0,0,0.049471237137602,0,0,-0.0238682880019087,0,0,0,0,0,0,0,0,0,0,0.0203845324978847,0,0,0,0.0288440248015528,0,0,0,0,0,0,0,0,0,0.0665155682756763,-0.00982800859019732,0,0,-0.00893950516450689,0,0,0,0,0,0,0
X600795.SH,0.0471769587153451,0,0,0,0,0,0,0.291686928566653,0,0.0138282944173686,0,0,0.201585924650413,0,0,0,0,-0.0183221570545908,0,0.27801783220393,0,0,0,0,0,0,0,0,0,0,0.0613999361064792,0.054557024289482,0,-0.000314717627550065,0,0,-0.0209963921580092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523790940767159,0,0,0,0,0
X600362.SH,0.0134728910168318,0,0,0.117647768558292,0,0,0,0,0.208840840121982,0.00152241723256232,0,0,0,0,0,0,0,0,0,0,0.0372834310340793,0,0,0,0.17278579601776,0,0,0,0,0,0,0,0.063381658968332,0,0.381282729705335,0,0,0,0.118482198397656,0,0,0,0,0,0,0,0,0,0,0,0,-0.059726888960496,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129329493184872,0,0.0595192513626879,0,0.286311127933428,0,0.122356313165516,0,0,0,0,0,0,0,0,0.0450337553166239,0,0,0,0,0.00653329430754248,0.054971913689935,0.0327311704921848,0,0.00668815682777019,0,0,0.093392335259009,0,0,0,0,0,0,0,0,0.0188707627123835,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.0782329728502168,0,0,0,0.110691819552988,0.195601606352219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080149895870085,0,0,0,0,0,0.2200502110218,0,0,0.0155811962960915,0.221590381242333,-0.0136524320488962,0,0,-0.0100487325754167,0,0,0,0,0,0.000357287058382658,0,0,0,3.46944695195361e-18,0,0,0,-0.0620137673757646,0.0361730479647878,0,0,0,0,0,0
X600010.SH,-0.077116722080347,0,0,0,0,0,0.17423001257822,0,0,0,0.292943066439562,0,0,0,0,0,0,0,0.556530592945502,0,0,0,0,-0.0826589535532002,0,-0.0432320854753557,-0.0462682965236165,0,0,-0.047175165245648,0,0,0,0,0,0,0,0,0,-0.0426321777892635,0,0,0,0,0,0,0,0,0,0.0547134385468945,0,0.0184113151415267,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,-0.0632942711153819,0,0,0,0,0,0,0,0.240994122637069,0,0.556813382260935,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.158160027713749,0,0,0,0,0.051434266045222,0.0268216108604795,0.0276017225970005,0,0,0,0.00550062486487151,0,0,0,0,0.138357021220159,0,0,0,-0.00670741608680913,-0.0361092730017664,0,0,0,0,0
X600027.SH,0,0,0.0995557581605141,0,0.0445024120446653,0,0,0.557487277111452,0,0.036760007541942,0.13341598743551,0,0,0,0,0,0,0,-0.231164897236267,0,0.0328031262998235,0,0,0,0,0,0,0,0,0,0.195238245327651,0,0.211094825784188,0,0.157690257954246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461108397469263,0,0,-0.450858727285634,0,0,0,0
X002460.SZ,0,0,-0.07837488601444,0,0,0,-0.0011807647642549,0,0,0,0,0,0,0,0,0.00305408778224563,0,0,0.0179534192071316,0,0,0,0.861048114837497,0,0,0,0,0,0,0,0.0419884276257602,0,0,0,0.0520957041796629,0,0.0673048768741503,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00145452600789914,0,0,5.42101086242752e-20,-0.0347522933170109,0,0,0,0,0,0
