,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600010.SH,X600111.SH,X600362.SH,X600489.SH,X002460.SZ,X000708.SZ,X600160.SH,X600803.SH,X002466.SZ,X600027.SH,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X002128.SZ,X601699.SH,X000408.SZ,X600176.SH,X000877.SZ,X000630.SZ,X601168.SH,X600096.SH,X600985.SH,X000933.SZ,X600378.SH,X002353.SZ,X002271.SZ,X600995.SH,X600352.SH,X000883.SZ,X000027.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.144923127651694,0,-1.35525271560688e-20,0,0,0,0,0.00193218387617048,0,0,0,0,0,0,0,0,0.18919347098164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359485245945183,0.0999439034518364,0,0,0,0,0.228983689994825,6.93889390390723e-18,0,0,0,0,0,0,0.0698968342275617,0,0,0,0,0,0,0
X601088.SH,0.0921857349774109,0,0,0,0.23858101243003,0,0,0.0280634072195139,0,0,0,0,0,0,0,0,0,0,0,-0.102990604990906,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0443152838778633,0,0,0,0,0,0,0,0,0,0,0.160377341516465,0,0,0,0,0,0,0,0,0,0,0,-0.0304751845884985,0,5.42101086242752e-20,0,-0.0107491227231011,0,0
X600028.SH,0.423564417978575,0,0,0,0.267659543925146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708822762983176,0,0,0.127163302800429,0,0,0,0,0,-0.0690849717555479,0,0,0,0,0,-0.0569926166549123,0,0,0,0,0,0,0,0,0,0,0.199093065256421,0,0,0,0.0162075979650572,0,0,0.00213569746926778,0,0
X600309.SH,0,0,0,0,0,0,0.00431331929042373,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.117090751154905,0,0,0.0891617639533633,0,0,0,0,0.0483399397526565,0,0.361099192431364,0,0,0.129695973778948,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.122705866866466,0.0305129851724633,0,0,0,0.0139429849444862,0,0,-0.103551005752549,-0.0317541070822139,0,0,0,0,0,0
X601898.SH,0.336689813861889,0,0,0,0,0,0,0,0.0374502486540158,0,0,0,0,0,0,0,0,0,0,0,0.00793016778539532,0,0.0885933355325556,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121621790467185,0,0,0,0
X600188.SH,0,0,0,0,0.0417156730920616,0,0,0,0,0,0,0,0,-0.211742402785088,0,0,0,0,0,0,0,0,0,0,0.091286970064522,0,0,0,0,0,0,0.110390041858419,0,0.555878482701404,0,0,0,0,0,0,0.0525343997148755,0,0.204245180918925,0,0,0,0,0,0.100010892462039,0,0,0,0,0.185303682713823,0,0,-0.0587531858776835,0,0
X600660.SH,0,0,0,0.187120114054469,0,0,0,-0.210611389608884,0,0.088362128172614,0,0,0,0,0,0,0.535728960516259,0,0.0183528303820054,0,-0.484016664219419,0.0404167593046366,0.0732569010479436,0,0,0,0,0.283847154688652,0,0,0,0,0,0,0,0,-0.0540474871448856,0,-0.313969449504197,0,0,0,0,0,0,0,-0.0484285850041498,0,0,0,0,-0.0389663502822131,-3.46944695195361e-18,-0.125966752014839,0,0,0.0178710821489373,0,0
X600019.SH,0,0.284735146671652,0.0718875547928183,0,0,0,0,0,0.0199308125193996,0,0,0,0.227206940860228,0,0,0,0,0,0,-2.77555756156289e-17,0.346103966220411,0,0,0,0,0.00440979239934348,0,0,0,0,0.0362305044657146,0,0,0,0,0,0.0245919389479625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522619843359736,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.145762959612615,0,0,0,0,-0.0797943380539019,0,0,0,0.160176666747652,0,0,0,0,0,0,0,0,0,0,0,0.0899946720193099,0.050346624217139,0.108043819401095,0,0,0,0,0,0,0,0,0.265202293926452,0,0,0,0.0560256046252806,0,0,0,0,0,0,0,0,0,0,0.0133327263788825,0,0,0,0,-0.141560274510541,0,0
X601600.SH,0,0.0579477587205369,0,0,0,0,0.0427346291307774,0,0,0,0,0,0,0,0,0,-0.0214774975208366,0,0,0,0,0.00644962371231466,0,0,0,0,0,0.0208893856256719,0.0896591881714642,0,0.126974261060642,0,0,0.241339454148936,0.0999622947526646,0,0,0,0.433009447376825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370088380509435,0,0
