,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X002466.SZ,X000786.SZ,X600111.SH,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X601991.SH,X600803.SH,X000027.SZ,X600795.SH,X000408.SZ,X600219.SH,X600352.SH,X600489.SH,X600801.SH,X000932.SZ,X000825.SZ,X000807.SZ,X000898.SZ,X600688.SH,X000959.SZ,X300037.SZ,X002353.SZ,X601699.SH,X600315.SH,X002080.SZ,X600486.SH,X600157.SH,X000830.SZ,X600299.SH,X600027.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0356045036835872,0,0,0,0.0058520382483668,0.0354325916960449,0,0,0.0952396163191428,0.0251725425433205,0.14071156402002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490804053854571,0,0,0.031416969742051,0.0604555649042687,0,0,0,0,0,0,0,0,0,0,-0.0143177716469611,0,0.00987624087404648,0,0,0,0,-0.00149654050977858,0,0
X600028.SH,0,0,0.0497502477618105,0,0,0,0,0,0,0.00663731340434713,0,0,0,0,0,0,0,0,0.0428733768310241,0.0158416764173309,0.083746692049409,0,0,0,0,0,0.00393640979379315,0,0,0,0,0,0,0.0503259980839155,0,0.00366219975068519,0.0753123263629658,0,0,0,0,0,0.0530123447001121,-0.109062778142442,0,0,0.107060274008505,0,0,0,0,0.101738271852796,0,0,0,0,-0.0250697000237504,0,0
X601088.SH,0,0,0,0.0666687597893247,0,0,0,0,0,0,0,0,0,0,0,0.0151417015043961,0,0.176391554758105,0,0.157957875404457,0,0,0,0,0,-0.00336258961107985,0.0085778660568364,0,0,0,0,0,0,-0.0286008423300018,0,0,0,0,0.0280968586330658,0,0,0,-0.0194683605115364,0,0,0,0,0,0,0,0,0.0264206451862137,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0473722946007742,0,0,0,0,0,0,0,0,0.216651065126745,0.0746384372246404,0,0,0.197635318497146,0,0,0,0,-0.131818340101795,0,0,0,0,0,0,0.0990498327837669,0,0.0385334660992588,0,0,0,0,0,0,0.0254583242061806,0.0245012707854057,0,0.11542621286768,0,0.167281915019225,0,-0.054179115868703,0.0698353535521022,0,0,0,0,0,0,-0.00771838340080954,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.035891078577185,0,0,0,0,0,0,0,0,0,0.00755475757769328,0.00227228797538416,0.0149694746633967,0,0,0,0,0,0,0,0.00327114965533502,0.05934889639448,0,0,0.126674130978846,0.00689349687333052,-0.0329839655882068,0,0,0,0,0,0,0,0,0,0.0140918835230382,0,0.0819107478782979,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.110274264707485,0,0,0,0,0,-2.77555756156289e-17,0,0,0.0499285729649325,0,0,0,0,0,0,0,0.04036631445448,0,0,0.0382895763813419,0,0,0,0,0,0,0.0804524681888074,0.245422429440848,0.122660435575851,0.0683247597307615,0,0,0,0,0,0,0,-0.0207113007727969,0,0,0,0,0,0,0,-0.0321500955980247,0,0,0,0.0161760244101198,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.196565777508505,-0.0417311663450971,0,0,0,0,0.0424656262973746,0.577201275482573,0,0.115164773729569,0,0,0,0,0,0,0,0,0.00345221777739639,0,-0.0339403530891634,0,0,0,0,0,0,0,0,0,0,0,0.063512495209102,0,0,0,0,0,0.0745780219602907,0,-0.131205940925113,0,-0.142177598204099,0,0,0,0,0,0.0201238590695538,0,0
X002271.SZ,0,0,0,0,0,0,0.103306355814217,0,0,0,0,0,0,0,0,0.0593569123954303,0,0,0,0,0.000417819817718832,0,0,0,0,0,0,0,0.129542129003178,0,0,0,0,0,0,0.019571108397282,0,0,0,0,-0.0476873860520187,0,0.145535328859365,0,0,0,0,0,0,-0.0361195041881095,0,-0.0757940162704418,-0.033901566537982,0,0,0,-5.42101086242752e-20,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.107213188206621,0,0,0,0.126475242111213,0.174249531420336,0.138412934788939,0,0,0,0,0,0,0.0277817412405775,0,0,-0.0640131135108477,0,0,0,0,0,0,0,0,0,0,0,0,0.124977571813146,0,0,0,0,0,0,-0.177061248111474,0,0,0.151193126807578,0,0,-0.0690817737965726,0,0,0,-0.0267765728080638,0,0
X000708.SZ,0,0,0,0.0584295281470931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134767490335456,0,0,-0.00340905089634057,0,0,0,0,0,0,0.117769873403121,0,0,0.13998110298845,0,0.0684150374576729,0,0,0,0.160956382878629,0.0334146086953128,0,0,0,0.132248019332389,0,0,0,0,0,0,0,0,0.00527208681967196,0,0
