,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X000786.SZ,X002271.SZ,X600795.SH,X600352.SH,X002466.SZ,X601991.SH,X002353.SZ,X600688.SH,X600176.SH,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600583.SH,X600426.SH,X600516.SH,X600299.SH,X600489.SH,X000898.SZ,X601158.SH,X000932.SZ,X600219.SH,X000883.SZ,X000709.SZ,X600612.SH,X000792.SZ,X000553.SZ,X002080.SZ,X600486.SH,X000027.SZ,X000630.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0067860734150879,0.111596332787228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395001039613931,0,0,0,0,0,0.0225460435959201,0,0,0.0423012763804294,0,0,0,0,0,0,0,0,0,0,0.140434157587854,0,0,0,0,0,0,0,0,0,0,0.031446509360499,0,0
X600028.SH,0.0426275293334027,0,0,0,0,0,0,0,0.0478336297114161,0,0,0,0,0,0,0,0,0,0.0606053417177145,0,0,0,0.0104770719815594,0,0,0.316641361438691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585186498952605,0,0,0,0,0,0,0,0,-0.00963677011273362,-0.00430481939583109,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0805535929020915,0,0,0,0.00453668205322618,0.026488931270281,0.0821746897485087,0,0,0,0,0.0347074135243111,0.237182967316717,0,0,0,0,0.0251155896980113,0,0,0,0,0,0,0,0.108499515887261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055588269034844,0,0,0,0,0,0,0,0,0,0,0,0.00184740399806487,0,0
X600585.SH,0,0,0,0,0.0210720961841635,0,0,0,0,0.00335846220194061,0,-0.0556118570396748,0,0,0,0,0.490291787269029,0,0,0.0270078967581888,0,0,0,0,0,-0.0495857353352819,0,0,0,0,0,-0.0243143127871187,0.0491717194101093,0,0,0,0,0,0,0,0,0,0,0,0,0.0567537081373503,0,0,0,0,0,0,0.0404588540493237,0,0,0,0.0724854217948025,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0283225452354059,0,0,0,0,0,0.0934107616579962,0.172319438705327,0,0,0,0,0,-0.142233732667667,0,0,0,0,0,0,0,-0.0495672480021019,0,0,0.0800819605255326,0,0.0210011765443599,0,0,0,0,0,0,0,0,0,0.224305817557204,0.0656943105100099,0,0,0,0,-0.0231903920044284,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0122555946776588,0.0152947417144707,0,0,0.110842087480442,0,0,0.0831311613016504,0.0975174315945582,0.0900599219115732,0,0,0,0,0.0747665575149655,0,0,0,0,0.0889524371988993,0,0,0,0,0,0,0,0,0,0,0,0.303096209058059,0,0,0,0,0,0,0,0,0,0,0,0,-0.0039481371648207,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738357286471499,0,0,0,0,-0.0539065682752124,0,0,0,0.0779756035772468,0,0,-0.182282749060726,-0.00421893444438261,0,0.0524158921514936,0,0.0537248890778032,0.896000112012547,0,0,0,0,0,0,0.196906846303291,0,0,-0.0692059966568053,0,0,0,0,0,3.46944695195361e-18,0.0124264037349175,0,0,0,0.0131370079653343,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0296247113465578,0,0.110420864850014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276415447118061,0,0,0,0.0423161056352022,0.0667718567309845,0,0,0,0,0,0,0,0.10549849421975,0,0,0,0,0,0.134308208905207,0.0699839160083131,0,0,0,0,0,0,-0.0117012885143452,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.189679645776739,0,0,0.0855294354868337,0,0,0,0,0,0.291232353456083,0,0,0,0,0,0.145412850977615,0,0,0,0,0,0.278356005026634,0,0,0,0.0661387728574285,0,0,0,0,0,0,0,0,0,0,0.0645800083544166,0,0,0,0.181892038750184,0,-0.110535702819457,0.125648458273998,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.127285074673966,0,0,0.371711908613047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122265362087555,0.0400598456867973,0,0,0.090060280740514,0,0,0,0,0,0,0,0,0,0.0740469118630703,0,0,0,0,0.0862602088864674,0,0.0910898873903744,0,0,0,0,0.128573152761633,0,0
