,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600886.SH,X600111.SH,X000708.SZ,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X000877.SZ,X601699.SH,X600489.SH,X600803.SH,X600027.SH,X000983.SZ,X000807.SZ,X601991.SH,X600176.SH,X000786.SZ,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X300037.SZ,X600612.SH,X600688.SH,X000629.SZ,X600801.SH,X600157.SH,X000959.SZ,X600096.SH,X002128.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.95395220895168,0.201414790969548,0,0,-0.0809449549223179,0,-0.0328401948858449,0,0,0,0,0,0.0253974239249279,0,0,0,0,0,0,0,0,0,-0.172110527313939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862118820515046,0,0,-0.0746198515822811,0.225780077832282,0,0,0,0.0232376122830163,0,0.0161068180403849,0,0,0,0,0,0
X600028.SH,0.495279559799753,0,0,0,0,0.116851424439908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615923452148844,0.01936020378573,0.0848546382782292,0.0744387995039686,0,0,0.0823493855496787,0,0,0,0.0249910311992471,0,0,0,0,0,0,0.0261233890708071,0,0,0,-0.0676233835198457,0,-0.142302660782513,0,0,0.00452714281088444,-0.00191817549423092,0,0,0,0,0,0
X601088.SH,0.0826376357832396,0.0472851673877429,0,0,0.0875575633132965,0,0,0,0.246247083402775,0.038401425110344,0,0,-0.0185191644892523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830587190531592,0.0348599374465685,0,0,0,0.153899130201475,0,0,-0.0810858052952322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442604792842607,-0.000694614067664093,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.195485082021073,0,0,0.0256206195330937,0,0,0.0843240199516483,0,0.0107785733379295,0,0,0,0,0.0272090155490907,0,0,0,0.0130055057673745,0.00867878503549029,0,0,0,0,0,0.0574272726811833,0,0,0,0,0,-0.0868044756288567,0,0,0,0,0,0,0,0.175494525411413,0,-0.0310051793093095,0.0192616769933421,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.111039256391444,0,0,0.286921925265317,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.1186193912911,0,0.39214127290629,0,0,-0.218861611781777,0,0,0,0,0.100105142065913,0,0,0,-0.0477720218162076,-0.0251682218624256,0,0,0,0,0,0,0,0,0.0117309144892449,-0.0272622603351774,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.107155467112792,0,0,0,0,0,0,0,0,0,0,0.192410413244491,0,0.261745366474125,0,0,0,0,0,0,0.0102250452131469,0,0,0,0,0,0,0,0,0.286713307200133,0.0980422713539194,-0.00233795306255534,0,0,0,0,0.349735956042821,-0.127084002978007,0,0,0,0,0,0,0,0,-0.189884564181279,0,0.0128248123675225,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0263207099138568,0,0,0,0,0.034904686510038,0,-0.0873107083186824,0,0,0,0,0.0420111275295345,0,0,0,0,0,0,0.10657126155031,0,0,0,-0.0432796741548991,0,0,0,0,0.0924432631063636,0,0,0,0,0,-0.133691441516252,0,-0.0468331715252331,0,0,0,0.554355067223992,0,0,0,0,0,-0.00864090671425775,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.139249606490824,0,0,0,0,0,0,0,0,0,0,0.165554223587952,0,0,0,0,0,0,0,0,0,0,0,0,0.17066109575874,0,0,0,0.00110703150432657,0,0,0.0960499148108551,0,0,0,0,0,0.209230449034173,0,0,0,0,0,0,-0.201454455889723,0,0,0,-0.0170677717369573,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.141572988637907,0,0,0,0,0,0,0,0,0.0824497494242942,0,0,0,0,0,0,0,0,0,0,0,0.338025987536859,0,0.127068544202537,0,0.0739821095295098,0,0,0,0,0,0,0.0760042604503056,0,0,0.0303914059419364,0.0844961391665394,-0.0793164933830735,0,0,0,0,0,0,0,0,0,-0.00143190956979956,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.015581724630647,-0.102270477639266,0,0,-0.158281054583244,0,0,0,0,-0.0417920141103872,0,0,0,0,0,0,0,0,0,0.0141854686749363,0.555190668301193,0.217203911575755,0,0.0384147870457772,0,0,0,0,0,0,0,0,0,0,-0.0682093328718119,0,0,0,0,0,0,0,0,0,0,-0.00118978402530788,-0.0126518247032874,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.210542218037679,0,0,0,0,0,0,0,0,0,0.178135650541271,0,0,0,0,0,0.188272966726229,0,0,0,0,-8.67361737988404e-19,0,0,0.3225149236056,0,0.0170654153956998,0,0,0.0383636683095357,0.0814093925790531,0,0,0,0,-0.00473585534819819,0,0,0,0,0,0,0,0.0537818474856906,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0105905839299273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362737204869458,0,-0.0298213819607436,0,0,0.14062977388963,0.142048031714192,0.00182336258816945,0,-0.0404798045602602,0,0,0.0704680157637085,0.0870127470044086,0.0473090314598661,0,0,0,0,0,0,0,-0.0480863111407217,-0.0029411031706692,0.0313604138609556,0,0.224300472254702,0,0,0,0
X002460.SZ,0,0,0,0,0.194281411640822,-0.113652577083661,0,0,0,0,0,0,0,0.871817264371265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119896372179858,0,0,0,0,0,0,0,0,0,0,0,0,0.11665029074349,-0.0770304420594038,0,0,0,0,0,0,0,0,0,-0.0177263492871499,-0.00366529929474716,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.745777424297397,0,0,0,0.0825519745163812,0,0,0,0,2.71050543121376e-20,0,0.127670761089307,0,0,0,0.0224014168575924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431706501066483,0,0.0683912539699771,0,0,0,-0.17552727205149,0,0,-0.0141624365840999,0.0206535177283453,-0.0534947827723033,0,0,0,0,0
