,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X002466.SZ,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X601991.SH,X002271.SZ,X600489.SH,X000786.SZ,X000408.SZ,X600985.SH,X600160.SH,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X300037.SZ,X600348.SH,X600612.SH,X601168.SH,X600219.SH,X002128.SZ,X600157.SH,X600688.SH,X000629.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0793604770875375,0.35140902110792,0,0,0,0.0894729872678931,0,0,0,0,0,-0.250365507888912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842713932586791,0,0,0,0,0,0,0,0,0,0,0,0,0.233672609544426,0,0,0,0,0,0,0,0,0,0.0112010529213066,-0.313297237290494,0,0,0.165215947658858,0,0
X601088.SH,0.0640247997528313,0,0.133750438035589,0,0,0.173828490117125,0.0216021584819034,0,0,0,0,0,0,0,0,0,0,0,0.186311821641425,-0.051060684556636,0,0,0,0,0,0,0,-0.182969219229412,0,0,0,0,0,0.0143743279272365,0,0,0,0.088342166180751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000895440790235175,0.016779549370684,0,0,0,0.0412310627767702,0,0
X600028.SH,0.638643231953509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0649483033856769,0,0,0,0,0,0.0792945478139834,0,0,-0.00913365682848527,0,0.0912006077680491,0.114253924208033,0,0,0,-0.13088197700624,0,0,0,0,0.0359984361176317,0.0116268954536924,-0.0370282031286737,0,0,0,0,0,0,0,0,0,-0.0109899688865476,0,0,0,0,0,0,0
X600309.SH,0,-0.146450916241044,0,0,0.130335936462658,0,0,0,0,0,0.136132951427778,0,0,0,-0.051377750866391,0,0,0,0,0,0,0,0,0,0,0,0.180579406619704,0.131147387256061,0,0,0,0,0,0,0.364095608220515,0,0,0,0,0,0.317451611673972,0,-0.0980828316672585,0,0,0.226823486066688,0.254727962081617,0,0,0,0,-0.0520134338343376,0.0478613765527769,-0.109937263712489,0,0,-0.12149134284988,0,0
X600188.SH,0,0,0,0,0,0.0597269826149116,0,0.125119756878777,0,0,0.0697676882532907,0,0,0,0,0,0,0,0.240468061191927,0,0,0,0,0.0277248167589542,0,0,0,0,0,0.0344102203308309,0.0565235676182558,0,0,0.0989983703353683,0,0,0,0.0453606082685454,0,0.00375760624962148,-0.0210356572527841,0.115216617178171,0,0,0,0,0,0,0,0,0,0,-0.00433323660238764,0,0,0,0,0,0
X601898.SH,0.0625386819617471,0.0091182135492328,0,0,0.396846367115554,0,0,0,0,0,0,0.149862249962106,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.140488150130013,0,0,0,0,0,0,0,0.0675751563356171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816388817186767,0.00316067824217936,-0.0127461920949616,0,0,0,0,0,0
X600011.SH,0,0.0998323206106909,0,0.0181467066629241,0,0,0,0,0,0,0.00573449478239772,0.154952331293302,0,0,0,0,0.0949667313851478,0,0,0,0,0,0,0,0.411330493911379,0,0,0,0,0,0,0,0,-0.0768681947336683,0,0,0,0,0.0507653396736146,0,0.010269821421932,0,0,0,0,0,0,0,-0.0282707301310577,0,0,-0.00256696571472207,0.00339533451303741,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0527933262982625,0.171725477125638,0,0,0,0,0,0,0.0243014340416426,0.0731201533010553,0,0,0,0.216269933133987,0,0,0,0,0,0,0,0,-0.190844397343809,0,0,-0.0749109173686897,0,0,0.383773139315408,0.0322594829505692,-0.0540716115363529,0,0,0,0,0.125920357163675,0,0,0,0.0227074318317687,0,0,0,0.324108275743233,0,0,0,-0.0225810173376541,0.00186963122494242,0.0873125062972631,0,0,0.0279055726705012,0,0
X600585.SH,0,0,0,0.126026622294141,0,0,0,0,0,0,0,0,0,0,0.0376030703929257,0,0,0,0,0,0,0,0,0.0409235572727158,0,0.146609647929269,0,0,0,0.160639452735537,-0.109401632104229,0.0670697954074262,0,0,0,0,0,0.123027263030832,0.0583986698181603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460633448979289,-0.0159474722873953,0,0,0.0352060114064762,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.235142417307653,0,0,0,0,0,0,0,0,0,-0.0334440098033182,0,0,0.235874997709467,0,0,0,0,-0.0204253867021592,0,0,0.00440401659234389,-0.0706038909011541,0.31229275470468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128860568462332,0.0346319279104774,-0.0113572752137247,0,0,0,0.179371718778124,0,0
