,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X000792.SZ,X600688.SH,X600583.SH,X601158.SH,X600547.SH,X600352.SH,X000898.SZ,X000831.SZ,X600489.SH,X000709.SZ,X000883.SZ,X002353.SZ,X000539.SZ,X000027.SZ,X000630.SZ,X600008.SH,X000825.SZ,X600549.SH,X600660.SH,X000629.SZ,X600808.SH,X600315.SH,X600578.SH,X002470.SZ,X600021.SH,X000983.SZ,X600863.SH,X601699.SH,X600307.SH,X600098.SH,X000960.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.519228328977246,0,0,0,0,0,0,0,0,0,0.150651446949168,0.162843366602145,0,0,0,0,0.0323787090129886,0,0,0,0,0,0,0,0.0358355705024473,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0345129095164119,0,0,0,0,0,0,0,0,-0.00859385671663363,0,0,0,0,0,0,0
X600028.SH,0.479177907552732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432446517768717,0,0,0,-0.110686198947495,0,0,0.0203830629351133,0.0226156825743337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308906051610441,-0.0152581929936381,0,0,0,0,0,0
X601088.SH,0,0.0793824988363441,0,0,0,0.0474588082754223,0,0.101965556994144,0,0,0,0.111517170770363,0.0985915015957033,0,0,0,0.0497427206325715,0,0,0,0,-0.0155947472913966,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0151220811391115,0,0.031085518502942,0,0,0,0,0.39182937552523,0,0,0,0,0,0,0,0,0.00284240071896604,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.117443565632714,0,0,0,0,0,0.0183639704955448,0.163124065951083,0,0,0.106680624125956,0.0143158746576219,0,0,0.21196167182248,0.119348294475084,0,0,0,0,0,0,0.0969836995052791,-0.130227850742443,0,0,0.0616118732415959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00952308933054415,0,0,0,0,0,0
X600585.SH,0,0.116423781284475,0.00792963397619705,0,0,0,0.0512807475491566,0,0.0862227829015283,0,0,0,0,0,0,0,0.0306404451936751,0,0,0,0.0712368478873833,0,0,0,0,0,0,0,0,0,0,0.0296643719191899,0,0,0,0,0.253567620619705,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.212640070753699,0,0,0,0,0.00251544845037544,0,0,0,0,0,0
X600019.SH,-4.33680868994202e-19,0,0,0.0232044672822867,0,0,0.172618843469865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521088666593442,0.302405059301172,0,0,0.297196520436394,0,0,0,0,0,-0.00972152761739787,0,0,0,0,0,0,0,0,0,0,0,0,0.0119916029563269,0,0,0,0,-0.069567622861949,-0.016888029164983,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.107385053289935,0.14060742115027,0,0,0,0,0.0557341072431396,0,0,0,0,0.0591799250961288,0.5593929550819,0,0,0,-0.228347163644977,0,0,0,0,0,0.00262668728479778,0.054098194400123,0,0.0725066553609715,0,0,0,0,0,0,0,0,0.0285559858489059,0.0120078729264265,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.144965586249363,0,0.0661582851600676,0.0188707415185431,0,0,0.00204837788871876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165985243857193,0,0,0.0106772486948719,0,0,0.319378727454758,0,0.179223271346235,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.28679411003006,0,0.0574978367045587,0,0,0.0632191823808449,0.0490049789043343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451090452319478,0,0,0,0,0,0,0,0,0.0683413732585623,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0472190050652178,0,0,0,0,0,0
X600795.SH,0,0.0670929127192372,0,0.191999452509142,0,0,0.0225633866615093,0,0,0,0.0602911139668608,0,0.302321566235366,0,0,0.0567610069853292,0,0,0,0,0,0,0,0,0,0,0,0.0890857614388507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117064612070084,0,0,0,0,0,0
