,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X600027.SH,X002466.SZ,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X600426.SH,X600219.SH,X600176.SH,X002128.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X600157.SH,X601168.SH,X000933.SZ,X600985.SH,X002353.SZ,X600352.SH,X600299.SH,X600378.SH,X002271.SZ,X000883.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.247903571850694,0,0,0,0.0942115889263986,0,0,0,0,0,0,0,0.112511959452804,0,0,0,0,0.232852600196052,0,0.250577758877738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539273620659837,0,0,0,-0.0272288615751122,0,0
X601088.SH,0,0,0,0,0,0.452495916637697,0,0,0,0,0.0652027892297381,0,0,0,0,0,-0.0991432659838103,-0.0118071607413891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124139035590053,0,0,0,0,0.00457379067839866,0.0573900341038379,0,-8.67361737988404e-19,0,0.0111136090400275,0,0,0,0,0,0,0,0.0153114236871616,0.000663079817856385,0,0,0,-0.0209118825310468,0,0
X600028.SH,0.0365677672733057,0,0,0,0,0.0539978386677196,0,0,0,0,0,0,0,0,0.0572678057967118,0,0,0,0,0,0,0,0.00507290163115158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340509315577958,0,0,0,0,0,0,0,-0.0713135982890152,-0.00649344455753624,0,-1.73472347597681e-18,0,0,-0.0445470681731804,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776330092730148,0.100673048433391,0,0.0697629874902068,0,0,0.065615173507349,0,0,0.0986717947829715,0,0,0,0,0,0,0,0,0,0,0.336389150374874,0,0.0648924666602989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000999949538901167,0,0,0,-0.00554531808911146,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521283033365149,0,0,0,0,0,0.165258222329781,0,0,0,0,0,0,0,0.296935520170618,0,0,0,0,0,0,0,0,0,0,-0.116507645754018,0,0,0,0,0,0,0,-0.0371730554473056,0,0,0,-0.0204721066682162,0.0241135020604544,0,0.0742526814919858,0,-0.00468356298763963,0,0
X601898.SH,0,0.647349629438877,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.028441140913479,-0.0630288988528696,0.232836620438194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131607881655485,0,0,0,0,0,0,0,0,0,0.0495738131459169,-0.0177664280190236,-0.0131989116976178,0,0,-0.013545273635324,0,0
X600019.SH,0.264322836423633,0,0,0,0,0,0,0,0.212561680608384,0,0,0,0,0,0,0,0,0,0,0.123948536672623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410732896288203,0,0,0.096252722684485,0.101446525582986,0,0,0,0,0,0,0,0,0,0,0,0.00158887068213719,0,0,0,0,-0.00645044731212861,0,0
X600188.SH,0,0,0,0.252091022545799,0,0.254646231100904,0,0,0,0,0,0,0,0,0,0,0.0765586100520476,0,0,0,0,0,0,0.115188066046263,0.00672774273634302,0,0,0,0,0,0.0776875516017958,0,0,0,0,0,0,0,0,0.0601004730300453,0,0,0,0,0,0,0,0,0,0,0,0,0.00538621329374947,0.0212627513580497,0,0,-0.079263410050794,0,0
X601600.SH,0,0,0,0,0,0,0.21194555260036,0,0,0,0,0,0,0,0,0,0,0,1.22165710353419,0,-0.094895721134143,0,0,0,0,0,0,0.0899866538808669,0.0342719506775524,0,0,0.0678406308634863,0,0,0,0,0,0,-0.288043011312512,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170909973542149,0.00991566238194836,0,0,0,-0.0336444773106831,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574000101765256,0,0,0,0,-0.101238122746957,0.0544752020709536,0,0,0,0,0,0,0.108754141167093,0,0,0,0,0,0,0.112124686429191,0,0,0,0.334226267550798,0,0,-0.10510872766638,0.418161321183903,0,0,0,0,0.0227404093391215,0,0,0,0.050932239082227,0,0,0,0,0.0154721776902167,0,0
