,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X002466.SZ,X600801.SH,X600362.SH,X600188.SH,X002271.SZ,X600352.SH,X000786.SZ,X600795.SH,X601991.SH,X600688.SH,X000723.SZ,X601992.SH,X002353.SZ,X600111.SH,X600176.SH,X600027.SH,X600516.SH,X600489.SH,X600299.SH,X600426.SH,X600583.SH,X000898.SZ,X600219.SH,X601158.SH,X000792.SZ,X000932.SZ,X000401.SZ,X600160.SH,X000709.SZ,X000553.SZ,X000883.SZ,X600612.SH,X000630.SZ,X000629.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.00230797437840863,0,0.1680871930518,0,0.0783133009439144,0,0,0,0,0,0,0,0,0.131881835426484,0,0,0,0,0,0,0,0.0940266974446749,0,0,0,0,0,0,0,0.0655803666720813,0,0,0,0,0.161152214811332,0.136229309957868,0,0,0,0,-0.0144759353034066,0,0,0,0,0,0,0
X600028.SH,0.40033889187382,0,0,0,0,0,0,0,0,0.00350725877845381,0,0,0,0,0,0.036323125651584,0,0,0,0,0,0.00627228204766033,0,0,0.103161054003074,0,0,0,0,0,0,0,0,0,0,0.0371825135395882,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0120495297973738,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.159940516389569,0,0,0,0.00842777393629403,0,0,0,0,0,0.000203878867758683,0,0,0.281963546074016,0,0,0,0,0,0,0.11642257633069,0,0,0,0,0,0,0,0,0,0.0765166540575465,0.00905470343618145,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551970494028227,0,0,0,0.00111473931289301,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.00762989524421134,0,0,0,0,0,0,0.504011560524208,0.04625008880909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330154743227266,0.0838407757979527,0,0,0,0,0,0,0,0,0,0,0.0223238730550334,0,0,0,0.0166318760349629,0,0
X600309.SH,0,0,0,0,0,0.14509401969712,0,0,0,0,0,0,0,0.0835994772324491,0,-0.0562308499621159,0.125576113986265,0.170891551739852,0,0,0,0,0,0,0,-0.151933686194145,0,0,0,0,0.12302340900316,0,0,0,0.113935258799917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475508703999815,-0.013024575658181,8.67361737988404e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0524090522108517,5.42101086242752e-20,0,0.140431784237908,0,0,0,0.0387087469515298,0,0,0.115073809411478,0,0,0,0,0,0,0,0.13054686879748,0,0,0,0,0,0,0,0,0,0.0390415032240504,0.243080535048723,0,0,0,0.116655462836868,0,0,0,0,0,0,0,0,0,0,-0.00108126334391439,0,0,0,0,0,0
X600547.SH,0,0,-0.0528109927826217,0,0,0,0,0,0.023250580765888,-0.0899608641095239,0,0,0,0,0,-0.00963999961237842,0,0,-0.143942275878121,0.0358330515365464,0,0,0,0,0,-0.0579637183391059,0,0,0,0,0,0,0.91602179987543,0,0.0410377070402043,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.23643902050731,0,0,0,0.0294522376249947,0.0277150957604108,0,0,0,0,0.0357319736796823,0,0
X600011.SH,0,0,0,0,0,0,-0.0116328373002127,0,0,0.00143263908879917,0,0,0,0,0,0,0,0,0,0,0,0,0.338700760449857,0,0.120515466210981,-1.73472347597681e-18,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0776479706908542,0,0,0,0,0.179883152925365,0,0.0366804934540848,0,0.11884893776522,0,0,0,0,0,0,0.00518578551758353,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.177783731598733,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0947891099191674,0,0,0,0,-0.0547560373474973,0.192387866078201,0.0865626219529581,0.0330024403043529,0,0,0,0,0.398165151198537,0,0.303651633551492,0,0,0,0,0,0,0,0,-0.00101512217769364,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0852490960157,0,0,0.147091789314576,0,0,0,0,0.104130300982459,0,-0.227670318050766,0,0,0,0,0,0,0,0.0560853335712024,0,0.022480389397036,0,0,0,0,0,0,0,0.496907109842837,0.121872310144326,0,0,-0.228565670103503,0,0.0628580103289064,0,0,0,0.0578540194284245,0,0,0,0,0,0,0.0386104220903039,0,0,0,0.0679442587210454,0,0
