,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600027.SH,X600111.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600021.SH,X600309.SH,X000898.SZ,X601158.SH,X600352.SH,X000539.SZ,X000629.SZ,X000792.SZ,X600489.SH,X600547.SH,X600808.SH,X600660.SH,X000825.SZ,X000027.SZ,X000060.SZ,X002353.SZ,X600863.SH,X600578.SH,X600307.SH,X600008.SH,X000831.SZ,X000012.SZ,X000959.SZ,X000630.SZ,X600549.SH,X002470.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.519957317829093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00250162594043112,0,0,0,0.00274575435181366,0.176118429518366,0.017484681567624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648803015665757,0,0,0,0,0,0,0,0,0,0.0152359574667314,0,0,0,0,0,0
X600028.SH,0.664518850073669,0,0,0,0,0,0,0.0826595059854476,0,0,-0.011893096930262,0,0,0,0,0,0,0.0570482106589508,0,0.056120684369882,0,0,0,0,0.043172023553344,0,0,0,-0.00871518844936265,0,0,0,0,0,0,0,0,0,0,0,0.0116877635920261,0,0,0,0,0,0,-0.0410736261154654,0,0,0.0079531993151375,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.373017442974054,0,0.209780064136167,0,0,0,0,0,0,0,0.0420972136335045,0,0.0045202366464462,0,0.0196120349921726,0,0,0.0836709872845524,0,0,0,0,0.0613309644184282,0,0.0459381113461034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.60855065011778e-05,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.120995452094014,0,0,0.0087123238248096,0,0.184350924574092,0.10466071131831,0.0273683969295293,0,0,0.328593047592345,0,0,0,0,0.0102390734070831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152492498085077,0,0,0,0,0,0,0,0,0.0386282393991177,0,0,0.0131942287830667,0.0201392144719419,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.234658469572358,0,0,0,0,0.0129458799615925,0,0,0,0,0,0.0664829932850534,0.151022303020648,0.0648632967981672,0,0.252372074270666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0803921876927227,0,0,0,0,0,0,0,0.0019192048567297,-0.00875572499324839,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0235788550050506,0,0,0.2494939686211,0,0.160733965469619,0,0.0814540322902187,0,0,0.00194916581091448,0,-0.0863937181651426,0,0.0320472474837589,0,0,0,0,0,0,0,0,0,0.127672948412773,0,0.0569446101505446,0,0,0,0.251681421380488,0,0,0,0,0,0,0,0,0,0.0353034319728166,0,0,0,0.00342526779113712,0,0,0,0,0,0
X600585.SH,0,0,0.372343342212434,0,0,0,0,0,0,0,0,0,0.122802665133215,0,0,0,0,0,0,0.0693518743687669,0,-0.0455382877077291,0.1464942998804,0,0,0,0,0,0,0,0,-0.0215759089225326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605763547368134,0,0,-0.0190905885056701,-0.00302597129396243,0,0,0,0,0,0
X601600.SH,0.26107268989046,0,0.148731981268363,0,0.128958464497227,0,0,0,0,-0.132444409160576,0.154168224496101,0.106492164977141,0.00482458522104855,0,0.0301748338595176,0,0,0.0439814174149665,0,0,0,0,0,0,0,0,0,0.112538743803575,0,0,0,0.057488120182848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398618280244884,0.0119615497065527,0,0,0,0.0211512778319952,0,0,0,0,0,0
X601898.SH,0,0,0.150665331487907,0,0.163139738219683,0,0,0.16207526261033,0,0,0.0933439973311857,0,0.0391781118614955,0,0,0,0,0,0,0,0,0.00637028445993962,0,0.125240745597266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053367785015872,0,0,0,0,0,0
X600010.SH,0,0,0,0.271457908665483,0.0619546039182312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261892857388827,-0.0592330241531491,-0.0827526277575603,0,0,0,0,0,0,0,0,0,0.140766443801837,0,0,0,0,0,0,0.207774757132172,0,0,0,0.0130570813810978,0,0,0,0,0,0,0.0583139720924553,0.0466456844389678,0,0,0,0,0,0
