,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X000301.SZ,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600219.SH,X600176.SH,X600011.SH,X000786.SZ,X600886.SH,X000723.SZ,X000932.SZ,X600803.SH,X000825.SZ,X000959.SZ,X601991.SH,X000408.SZ,X600795.SH,X000807.SZ,X000898.SZ,X600399.SH,X002080.SZ,X300037.SZ,X000831.SZ,X600352.SH,X600486.SH,X002409.SZ,X601699.SH,X600489.SH,X600801.SH,X000630.SZ,X000027.SZ,X600808.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0258931218911288,0.0354045962937838,0,0.0133234508814834,0,0,0,0,0,0,0.0400943625673508,0,0,0,0,0,0,0,0.0907723388549731,0,-0.0592503525500849,0,0.0540525863511865,0,0,0,0,0,0,0,0,0,0,0,0,0.0196626174083507,0,0,0,0.0496357760875535,0,0,0,-0.00647926412868142,-0.0292403302209596,0,0,0,0,0,0
X600028.SH,0.228215238610181,0,0,0,-0.0788101218201725,0,0,0,0,0,0,0.0582465922179929,0,0,0,0,0,0,0,0,0,0,0.0415684955670253,0,0,0,0.0192300660815676,0,0,0,0.0151435257410776,0,0,0,0.0506079579080282,0,-0.0166212260068562,0,0,0,0,0,-0.0178606844083893,0.00946590006734756,0,0.0211508563810632,0,0,0,0,0,0,0.0464439592989785,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0111035335410629,0.0195291018510455,0,0,0,0,0,0,0,0,0,0.0364260196629423,0.0499568551936629,0,0.181695810743116,0,0,0,0,0,0.093456319025228,0.0725818715780454,0.0373932380602485,0,0,0,0,0,0,0,0,0,0,0,-0.0759752159352894,0,0,0,0,0,0,0.0843533724840747,0,0,0.0143213191638668,0.0214227241356289,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0969992057781645,0,0.0809459144908139,0.0536199744803876,0,0,0,0,-0.011489853215265,0,0,0,0.184001699455866,0,0,0,0.0278641738812211,0,0,0,0,0,0,0,0,0,0,0,-0.0891841420351505,0,0.0126918054307705,0,0,0,0.0306361543479653,0,0,0,0,0.0654749199416065,0,0,0,0.0040784936617785,0.000526131766630412,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.240703031822906,0,0.00140683455033695,0,0,0,0,0,0,0,0,0,0,0,0,0.124233146502332,0,0.0271887991952149,0.0405252945444842,0,0,0,0,0,0,0.148753692099622,0,0,0,0,0.0364688886308124,0,0,0.0980183326829847,0,0,0,-0.283934643331689,0.0997337196564333,0.0382193675629201,0.497372159190526,0,0.00155466693326386,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673492209014704,0.0338094869932441,0,0,0,-0.00228338606727826,0,0,0.0649471284413573,0.022782858304958,0,0.102417956242737,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0209783985896977,0,0,0,0,0,0,0,0,0,0.475811317476887,0,0,0,0,0,0.0047798651316936,0.0155473946897926,0,0,0,0,0,0
X000792.SZ,0,0,0,0.138758492440587,0.0391715564953814,0,0,0,0.0368383212775921,0,0,0,0.0190445460417387,0,0.0427613497019063,0,0,0.0901544260740059,0.0496323298113558,0,0,0,-0.135020136806967,0,0,0,-0.175451271119409,0,0,0.107740083729197,0,0,0.0606363647623491,0,-0.284853399155254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998825385407371,0.03385134077708,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862116512484177,0,0,-0.0469436153012573,0,0,0,0,0,0,0,0,0,0,0,0.0267020922759365,0.0632872574129048,0,-0.0366368903076351,0,-0.0113993413650152,0.303777340806081,0,0,-0.0615494238353106,0,0,0,-0.0660965845010971,0,0,0,0,0,0.160478402204674,0,0,-0.0126763837440314,0,0,0,0,-0.161260308795327,0,0
X600111.SH,0,0,0,0,0,0,-0.124220940591323,0,0,0,0,-0.0168184797173639,-0.00174857100655349,0,0,0,0,0.226369009338977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197231328097971,0,0.113765837587231,0.234766334285526,0,0,0,0,0,0,0,0.200543980484652,0,0.600257851162433,0,0.0313691396189776,0.0608883208922585,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0881699271175625,0,0,0,0.391865832898196,0,0,0,0,-0.109813624337941,0.20149762665376,0.471244572342828,0,0,-0.00689718624413166,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0256748929031215,0,0.215244795860174,0,0,0,0.024501820213064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.188474598919771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082742025733832,0,0,0,0.0996721258168579,0,0.0272886854215239,0.0191041332975163,0,0,0,0,0.166588067741276,0,0.048309295701421,0,0,0,0.0886311538665825,0,0,0.0666405923727436,0,0.0841118782477399,0,0,0,0,-0.0624292360854348,0,0,0,0,0.0989252991569333,-0.135194679760784,0,0,0,0,0,0
