,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X600157.SH,X600547.SH,X600362.SH,X600886.SH,X600188.SH,X002466.SZ,X601992.SH,X600623.SH,X600489.SH,X600309.SH,X600299.SH,X600660.SH,X000792.SZ,X300072.SZ,X601158.SH,X600583.SH,X000883.SZ,X600549.SH,X002075.SZ,X000723.SZ,X000709.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002407.SZ,X000027.SZ,X002460.SZ,X000630.SZ,X000761.SZ,X002470.SZ,X000012.SZ,X000060.SZ,X000983.SZ,X600021.SH,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.104123854863238,0,0,0,0,0,0.0695888305661507,0,0,0.0320765999701265,0,0,0,0,0,0,0.147764272323741,0,0,0,0,0,0,0,-0.02717480145067,0,-0.0449903916590992,0,0,0,0,0,0,-0.00252492841039201,0,0,0,0,0,0,0,0.00993989658380447,0,0,0,0.0118802848025431,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.12933680453028,0,0,0,0,0,0,-0.0210521491451042,0,0.0580116270578641,0,0.0644592633777087,0,0,0,0,0.0723860335029086,0,0,0,0,0,0.127181385436291,0,0,0,-0.0733053457829115,0,0,0,0,-0.00996581734365957,0,0,0,0,0,0,0,0,0,0,0,0,0.0145218234822188,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.262409718623927,0,0,0,0,0.0190064789493161,0.0349736477219158,-0.0306949929078051,0,0,0.0262939740478763,0,0,0.00189093626759383,0,0,0,0,0,0,0,0,0,0.0363341476580838,0,0.0618933179797865,0,0,0,0,-0.00459960623182649,0,0,0,0,0,0,0,0.0200385571786705,0,0,0,0,0.0167712013760286,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.16282577237335,0,0,0,0,0,0.0424579179529892,0.0214753040108117,-0.0538642853951526,0,0.141408468910555,0,0.0211743384735737,0,0.0254279957844078,0,0,0,0,0.000259844883572929,0,0.164068885441126,0,0,0,-0.0311549387707181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292660655904536,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0952265160608898,0,0,0,0.417204837758226,0,0.0160619614090892,0.0801462652873836,0,0.0192972133012057,0,0,0.00267963119219047,0,0,0,0,0,0,0,0,0,0.0242843524269434,0.0330592437719121,0.0876884275201739,0.0473274470659948,-0.065027500798219,0,0,0.0260992532945089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.258218956737549,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0572505389032162,0,0,0,-3.46944695195361e-18,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.153764181743072,0,0,0.0484848595765662,0.0462044637735286,0,0.0781590785154252,0,0,0.172135940240792,-0.0421161963151942,0,0,0,-0.00983239295281951,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0286303140787989,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.134605613796954,0,0,0,0,0,0,0,0.163363835387953,0.0693145960814256,0.0810637382733835,0,0,0,-0.147909713132833,0,0,0,0,0,0.0160328043503475,0,0,0,0,0,0.130496001329282,0,0,0.139536871822509,0.0247825060532429,0,0,0,0,0.240458492530116,0,0,0,0,0,-0.171055480377699,0,-0.0228370203971639,0,0,0,0,0.0347571535895744,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0414742591818828,0,0,0,0,0.00801075980667347,0,0,0,0.117712869819437,0,0,0,0,0,0,0,0,0.290877789859241,0.0990813268688021,0,0.225074531007351,0,0.0579421197441773,0,0,0,0,0,0,0,0,0.0268054827127445,0,0.0400526739864865,0,0.00824667998993665,0,0,0,0.0335814917135957,0,-0.040704772540797,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0482282809412814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173508435416462,0.0217042159140845,0,0,0,0.0279029576800078,0,0.0656528903568317,0,0,0,0,0,0,0.020593435024069,0,0.0436013172044213,0.0278921747781758,0,0,0.217963042340547,0,0.0510985367262806,0.0539129879661827,0,0,0.00105508482814725,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04658235736154,0,0,0,0,0,0,0,0.0304696119859692,0,0,0,0,0.0351659788928652,0.024714986698535,0,0,0,0.0995600394507086,0,0.0790184530113884,0,0.0782214271283226,0,0.138860054502533,-0.00604258908288399,0,0,0,0,0,0,0.20443054379039,0,0,0,0,0,0,0.0111078137585484,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.00807875423976377,0.0253838024341487,0,0,0,0,0,0.0694437195400455,0.0126396886252941,0,0,0,0,0.00607019260448917,0,0,0,0,0.0604561169168036,0,0,0.0470356507420932,0,0.106297403250589,0,0,0,0,0,0.00277988454818754,0,0,0,0,0,0,0.0133509881941277,0,0,0,0,0,0,0,0,0.014103841772305,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.06594949949397,0,0,0,0,0,0,0,-0.0578754092930753,0,0,0,0,0,-0.0148230451590957,0,0,0,0,0,0.0516038754593721,0,0,0,0,0,-0.00299313187363157,0,0,0.0899631995001579,0,0.0287571403713526,0.11530910158507,0,0,0,0,0,0.0433082514703605,0.121993044048655,0.0996782145055981,0.00265331107495247,0.0329821343112853,0,-1.73472347597681e-18,-0.0572735585297675,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0379987427567043,0,0,0,0,0,0.0197686816886551,0,-0.0153357821680854,0,0.0406720896903481,-2.16840434497101e-19,0.0569621923854152,0,0,0,0,0,0,0,0,0.0569056278853004,0.0548817275596915,0.0125556917011577,0,0,0,0,0,0,0,0,0,0,0,0.0262651999786616,0,0,0.0555286376844685,0,0,0.00830814041760039,0,0,0.0461366401461655,0,0,0,0,0,0,0
