,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X000708.SZ,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X600027.SH,X000723.SZ,X002271.SZ,X000786.SZ,X600489.SH,X600516.SH,X002466.SZ,X002353.SZ,X000898.SZ,X002460.SZ,X600176.SH,X601158.SH,X600299.SH,X600612.SH,X000709.SZ,X000883.SZ,X600426.SH,X600219.SH,X600583.SH,X000629.SZ,X000027.SZ,X000792.SZ,X000630.SZ,X600315.SH,X000553.SZ,X601699.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0438933725373616,0,0,-0.0161859733549386,0,0,0,0,0,0,0.0401647084183693,-0.0180088257879783,-0.0258474818079708,0,0,0.0494048322498074,0,0,0,0.0477213392820409,-0.0290508193125766,0.108048229432995,0,0,0,0,0,0,0,0,0.0413991951964043,0,0,0,0,-0.0198162785312819,0,0,0,0,0,0,-0.0141261594627204,-0.0103856268046903,0,0,0,0.00587852906710116,0,0
X600028.SH,0,0,0.0144390676183335,0,0,0,0,0,0,0,0,0.00340640249300937,0,0,0,0,0,0,0.140213600438287,0,0,3.46944695195361e-18,0,0,0.11284681834947,0,0,0,0,0,0,0,0,0,0,0,-0.000454089265027214,0,0,0.0698435584366205,0,0.057141115301771,0,0,-0.00737583582830032,0,-0.0324652229584487,0,0,0,0,0,0.00651019938871476,0,0,0,-0.0123975064593036,0,0
X601088.SH,0,0,0,0.22399604718721,0,0.30782186025052,0,0,0,0,0,0.0666535050658627,0,0,0,0,0,0,0,0,0,-0.0649242830332691,0,0,0,0.084922703171123,0.154664888640685,-0.00835451192923856,0,0.00277336937769769,-0.074915822623987,0,0,0,0,0.0143910321236194,0,0,0,0,0,0,0,0.00210109127160889,-0.0847217863077361,0,0,0,0,0,0,-0.0172508277321275,0,0,0,0,0.00916650974959323,0,0
X600585.SH,0,0,0,0,0,0,-0.0546261228233213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564691955458185,0,0,0,-0.0187063137773921,0.0657650555689247,0,0,0,0,0,0,-0.102803439930349,0,0,0,0,0,0,-0.0515202857474647,0,0,0,0,0,0,0,0,-0.111768699487247,0,0,-0.00498216503527709,-0.00887371266243863,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0228049964012052,0,0,0,0,0,0,0.0851470561005395,0,0,0,0.0246588475036529,0,0,0,0,0,0,0.0741935134697372,0,-0.118953275601326,0.0682503976455516,0.0452210914189671,0,0,0.118006368091207,0,0,0,-1.0842021724855e-19,0,0,0.0161910702391545,0,0,0,0,0,0,0,0,0,0,0,-0.0282285846605884,0,0,0,0,0.0092312166908653,0,0
X600019.SH,0,0,0.169109759364252,0,0,0,0,0,0,0,0,0.0722908713429556,0,0,0,0,0,0,0.00619143266149905,0,0,0,0,0,0.0467515001706633,0,0.101849152423515,0.0237657538326558,0,4.33680868994202e-19,-0.0149703036579666,0,0,0,0,0,0,0,0,0,0,0.181976596471624,0.0367620768684375,0,0.011849693307377,0,0,0,0,0,0,-0.00879579441771869,0,0,0,0,-0.0290404265018802,0,0
X600547.SH,0,0,0,-0.0122097946531939,0,0,0,0.0359526488529814,0,0,0,0.0336967311845115,0,0,0,-0.567904253386694,0,0,0.0633019852409179,0,0,0,0,0,0,0,0,1.24914156957724,0,-0.048177063119543,0.130555219200087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400743004131068,0,0,0,0,0,0,-0.00610917656509415,0,0,0,0,0.040808916234915,0,0
X600011.SH,0,0,0,0,0.097247077954853,0,0,0,0,-0.0472446153395745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252149691575408,-0.113606748152262,0.114562105318782,0,0,0,0,0.0456687973623255,0,0,0.207687679345624,0,0,0,0,0,0,0,0,0,0,0.0391360498209153,0,0.113052196208077,0,0,0,0,0.0164867135776224,0,0,0,0,0.00781576619414933,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0807085198411842,0,0,0,0,0,0,0,0,0,0,0,0,0.116551143970919,0,0.130221594026079,0,0,0,0.019066413930452,0.0356599633327672,0,0,0.0180268539783806,0,0,0.0164349967108864,0,0,0,0,0,0,0,0.038620844355049,0.00703999682105341,0,0,0,0,0.105427972879456,0,0.003564339899998,0.00303183728489219,0,0,0,-0.0398995893468922,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373609418474132,0,0,0,0,0,-0.175928621128137,0,0,0,0,0,0,0,0,0,0,0,0.0201327845932605,0,0,0.180116608696827,0,0,0,0,0,0,0,0,0.02060635484851,0,0.0664879354816427,0,0,0.050423322991627,0,-0.00317993397017117,-0.0182810692751421,0,0,0,0.0146146452803084,0,0
X601600.SH,0,0,0,0,0,0,0.0139928163515987,0,0,0,0,0,0,0,0.037433493574225,0,0,0,0,0,0,0,0,0,0.117148862243905,0.0349546954095862,0,0,0.0595347718340807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272195353227257,-0.0105064954169404,0,0,0,0,0,0,0,0.0282921365748906,0,0,0,0.00626777372427595,0,0
X000708.SZ,0,0,0.480414409518813,0,0.116665648500955,0,0.243831783215622,0,0,0,0,0,0.106406773111976,0,0.323201206163978,0,0,0,0.0506754398279237,0,0,0,0,0,-0.0803338466101198,0.00326222425037666,-0.0445012350177354,0,0.0420753531227456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246173608286219,-0.000283102021513437,0,0,0,0.0272974819347341,0,0
X600886.SH,0,0,0,0,0,0,-0.172097228761914,0,0,0,0,0.16215957270285,0,0,0,0,0,0,0,0,0,0.173248144155425,0,0,0.0468736297847621,4.33680868994202e-19,0,0.0668766263962195,-0.22949774721609,0.0813677192914144,0,0,0,0,0,0,0.00635969099821923,0,0,-0.00920614065673764,0,0,0,0.0723083762046864,0,0,0.136646192541337,0,0,0,0,0.00374526578931365,0,0,0,0,0.096470573421591,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.196821983161774,0,0,0,0,0,0,0,-0.00241091501474498,0,0,0,0,0,0.0182059989682905,0.14538160210943,0,0,0.112067627764525,0,0,0,0,0,0,0,-0.0857389355802945,0,0.0341976289068901,0,0,0,0,0.0185790867888122,0,0,0,0,0,0,0,0.00542523607108995,0.0042089385990581,0,0,0,0,0,0
