,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X000301.SZ,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000786.SZ,X000983.SZ,X600801.SH,X600096.SH,X000723.SZ,X600803.SH,X601991.SH,X600486.SH,X000408.SZ,X601699.SH,X600219.SH,X600027.SH,X000932.SZ,X600141.SH,X600295.SH,X000807.SZ,X002080.SZ,X600489.SH,X600157.SH,X000830.SZ,X000630.SZ,X300073.SZ,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.111867231519867,0,0,0,0,0,0,0,0,0.153469154039973,0,0,0,0,0,0,0,0,0,0,0,0,0.0442492695534531,0,0,0,0,0.13659203084145,0.0149849574716047,0,0,0,0,0.0151716949802837,0,0,0,0,0.0672924826741573,0,0.0315937775695551,0,0.0474884404254498,0,0.124318292661885,0.0646982014798065,0,0,0,0,0,-0.0185535312852939,0,0,0,0,0,0
X601088.SH,0.289694621816476,0,0,0,0,0.177430047639871,0,0,0,0,0.232494936675278,0,0,0,0,-0.155505282397046,0,0,0,0,0,0,0,0,0,0.0781723119157092,0,0,0,0,0,0,0,0,0,0.019782734022383,0,0,0,0,4.33680868994202e-19,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,-0.00609639806560989,0,0,0,0,0,0
X600028.SH,0.0837362742761459,0,0,0,0,0,0,0,0,0,0.039914605021341,0,-0.0575622300406782,0,0,0,0,0,0,0.0532972443907091,0.0301750441804384,0,0,0.0797807858724075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255018209432414,0.047668890054152,0,0,0,0,0,0,0,0.0219921270615722,0,-0.00138709425048527,-0.0140031631435568,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226847743666084,0.131587715809544,0,0,0.156269841676244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370819446643105,0.0119922657591945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.00920452874340402,0,0,0,0,-3.46944695195361e-18,0,0,0.0657077425834162,0,0,0,0,0,0,0,0,0.139703126242811,0,0,0,0.0420708895203459,0,0.366357245867491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259771575406989,0.0167249695232775,0,0,0,0,0,0
X600188.SH,0,0.836265722087973,0,0,0,0,0,0,0,0,0,0,-0.0171765660401255,0.127565047151734,0,0,0,0,0,0,0.229116072711787,0,0,0.240810211969792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0546957698277316,0,0,0,0,0,0,0,0,0,0.051633718171255,0.0727473803640404,0.00627619331530335,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.366475271976323,0,0,-0.00336379172184296,-0.0321391922722011,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221267785376355,0,0.024909198412353,0,0,0,0,0,0,0,0.309253288375991,0,0,0,0,0,0,0.200087105042497,0.0691382721495845,0,0,0,0,-0.00800954993822287,-0.134295295546318,0,0,0,0,0
X002460.SZ,0,-0.0511399040277875,0,0,0,0,0.112994390677488,0,0,0.433730776557793,0,0.203370854291104,0,0,0,0,0,0,0,0,0,0,0,-0.0710217542832378,0,0,-0.0168972979957755,0,0,0,0,0,0,0,0,0,0,0,0.0870557440633292,0,0,0,0,0,0,-0.028132337463655,0,0.204716219305844,0,0,0,-0.0826379074118679,-4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0601138605489179,0,0,0,-0.0111006387238046,0,0.0141749988877659,0.0954834942629095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078145814948818,0.0535910081542217,0.000406599340096708,0,0,0,0,-0.0718671589595866,0,0,0,0,0.510876083100292,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143435740031628,0,0,0,0,0,0,0
X002466.SZ,-0.101496894933685,0,0,0,0,-0.0196494233462057,0,0.922798162830974,0,0,0,0,0,0,-0.100156768915033,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202738183932548,0,0,0,0,0,0.0443411908083651,0.142634157172691,0,0,0,0,0.0380000772593768,0,0,0,0,0,0,0,0,0,0,0.0620259973928355,-0.0601803046152316,0,0,0,0,0,0
