,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X600362.SH,X000792.SZ,X600795.SH,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X002460.SZ,X000301.SZ,X600489.SH,X600160.SH,X002466.SZ,X601699.SH,X600426.SH,X000983.SZ,X000877.SZ,X601991.SH,X600803.SH,X000630.SZ,X000807.SZ,X000786.SZ,X000933.SZ,X601168.SH,X600985.SH,X600176.SH,X000408.SZ,X002128.SZ,X600219.SH,X600612.SH,X000932.SZ,X600096.SH,X000883.SZ,X600295.SH,X002271.SZ,X000027.SZ,X600348.SH,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.148725557380989,0,0,0,0.0394988209831752,0,0,0.291520007472421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938727090917509,0,0,0,0,0,0,0,0,0,0.0524777681699355,0,0,-0.237481301196833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000997036904010254,-0.0211417530553244,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.133748811714407,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00593947954910869,0,0.173142209640765,0,0,0,0,0,0,0,0.238832042971905,0,0.0828815134112271,0,0,0.0109099712325786,0,-0.0378379258155917,0,0,0,0,0,0,0,0,-0.0661592180330543,0,0,0,0,0.0110862529368343,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.167792237807296,0,0.0724284883270219,0.125810262870781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251237068314243,0,0,0,0,0,0,0,0.0175734303252031,0,-0.0288944525722973,0,0,0,0,0,0,0,0.0250397864030829,0,0,0,0,0,0.00850018889401256,-0.0344234245979225,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0832476893633047,0,0,0,0,0,0.0660323306191249,0,0,0,0,0.123723326800769,-0.0284221260903809,0,0,0,0.107039949859967,0,-0.132063654025628,0,0,0,0,0,0,0,0,0,0,0,0.276635618157761,-1.35525271560688e-20,0,0,-0.0663802445994549,0,0,0,0,0,0,0,0,0,-0.0172643042680566,-0.0685013889279548,0,0,0,0,0,0
X600188.SH,0,0,0.0287967177854248,0,0,0,0.176303190006684,0,0.0612912945382721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34095832289105,0,0.0977119990671244,0,0,0,0,0,-0.0129401215611279,0,0,0,0,0,0.190109810007634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0193849787276277,0,0,0,0,0,0,0.0856285301652101,0.0793431090956955,0,0,0,0,0,0.0465002560040358,0.0965318922391631,0,0,0,0,0,0.0289180284677456,0,0,0.0705481708211595,0,0,0,0,0.137446046721084,0,0,0,0,0.0630893532977477,0,0,0,0,0,-0.162074799788711,0,0,0,0,0,0,0,0,0,-0.00840120011616144,1.73472347597681e-18,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.308305200661422,0,0,0,0.184452545478001,0,0.0844901707483842,0,0,0,0.344876384482726,-0.362606756753341,0,0,0,0,0,-0.0724428591121881,0.144523271555636,0,0,0,0,0,0,0,0,-0.0207788670915939,0,0.569033276798332,0.120929867788872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220154373435296,0,0.163212627002577,0,0,0,0,0
X600011.SH,0.116841186588546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51238654743298,0.0767409641780267,0,0,0.0557161810476039,-0.054589855522694,0,0,0,0,-0.0239573911857792,0,0,0,0.2387775963837,0.000139815192178701,0,0,0,0,0,0,0.0354697971742725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320402802044166,-1.73472347597681e-18,0,0,0,0,0
X600547.SH,0,0,0,0,-0.295628512937503,0,0,0,0,0,0,0,0,0,0,0,0.0813072872567906,0,0,0,0,0,0.666953409945968,0,0,0,0,0,0,0,0,0,0,0,0.137565347803275,0,0.0794588299121827,-0.0537790408481684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593763119011257,0,0,0,0,0
X601600.SH,0.0657565019523526,0,0,0,0,0,0,0,-0.0352528560402304,0,0,0,0,0,0,0,0.0795479028082014,0,0,0.199295422793976,-0.12778552671878,0,0,0.035398171191878,0,0,0,0,0.107225430518682,0,0,0,0.343426136121948,0,0,0.189731897434058,0,0.0382767121756912,0.0239709544717781,0,0,0,0,0,0,0,0,0,0,0.0713517839985681,0,0,0.0338116022191396,0.240135295085799,0,0,0,0,0
