,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X600362.SH,X600489.SH,X600010.SH,X600176.SH,X601600.SH,X600352.SH,X601991.SH,X600188.SH,X600111.SH,X600426.SH,X600795.SH,X600299.SH,X600027.SH,X600688.SH,X601992.SH,X002080.SZ,X000932.SZ,X002466.SZ,X002353.SZ,X000301.SZ,X600219.SH,X600315.SH,X600529.SH,X600486.SH,X000723.SZ,X600612.SH,X002250.SZ,X002075.SZ,X002409.SZ,X000027.SZ,X601158.SH,X000898.SZ,X000883.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0290505053509849,0,0,0,0,0,0,0,0.075690523716498,0.118622676072338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414311089305726,0,0.0626387076826271,0.0259155561307161,-0.0520269074336464,0,0.0199620837210258,0,0,0,0,0,0,0,0,0.0346390246323473,-0.0135979380725992,-0.00784719958140402,-0.00113134372635115,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.000256888606755622,0.0443584210595578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590548171183232,0,0,0.122675814414206,0,0.0232557261604117,0,-0.00320630466265377,0,0.00217867659433785,0,0,0,0,0,0,0.0844802390191497,0,0.0415628260907752,-0.0140879931835257,0,0.00832443165659759,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0568500003925695,0,0,0,0,0.0880873381837492,0,0.0424102547364543,0,0,0,0,0,0,0.0292306140935738,0,0,0,0.00634018415024746,0,0,0,0,0.017654359037923,0,0,0,0,-0.0140731865834571,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.243453506878582,0,0,0,-0.0172103403722726,0.0106264704192239,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527912189850388,0,8.67361737988404e-19,0,0,0.120607949987824,0.27881311539281,0,0,0,0.00601825011932203,0,0,0,0,0,0,0,0,0.0455642761047248,0,0,0.0497115682368428,0,0,0,0,0.0167925368041464,0,0,0,0,0,0,0,0,0,0.00279557258620379,-0.00384730764126144,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0877140439925324,0,0.051891317186245,0.0242942504119304,0,0,0,0,0,0.183366497858374,0.0173362153096626,0,0,0.0561542509590784,0,0,0,0,0.253440367751054,0,0,0,0,0,0,0,-0.0514204903558517,0.0206575070774346,0,0.0345204614197247,0,-0.0307182326170196,0.041016135943518,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229168063384785,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0164800532473128,0,0,0,0,0,0,0,0,0,0.65262539092308,0,0.0292086334786582,0,0.0778480790245819,0,0,0,0,0,0.0298249870376279,0,0,0,1.0842021724855e-19,0,0,-0.0324168653462615,0,0,0,0,0,0,0.0486437327190316,0,0,0,0,0,0,0,0.0777573716665364,0,0.0093610614025091,-0.013444154333165,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0939131534208002,0,0.0182078902488248,0,0,0,0,0,0,0,0.0362718304686785,0.0841073759700049,0,0,0.0308401372309272,0,0,0,0,0,0,0,0,0.100485498345056,-0.0742392819777662,0,0.0169363518782401,0,0,-0.00401744027573939,0,0.0946451926548899,0,0,0,0.0896695841094714,0,0,0.0743723210396296,0,0,0,-0.0175364867601916,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0863114695644466,0,0,0,-0.0318717715182535,0,0.150434547840501,0.00981122397539714,0,0,0.117342972413071,0,0,0,0,0,0,0,0.156808625818505,0,0.0370698626474208,0,0,0.0957966627171234,0,0,0,0,0,0,0,0,0,0.116428883913458,0,0,0,0,0.238453464372245,0,0,0,0,0,0,0,0,0,-0.0105494036628008,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0896381937617351,0,0,0,0,0,0,0,0,0,0,0,0,0.145081437742047,0,0,0,0.157349992089689,0,0.312744300618309,0.0754656375846559,-0.0700423352745817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201984767523963,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.00384726499411775,0,0,0,0,0.0283748352124919,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903587344303531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597162670852802,0,0,0,0,0.00857042974369333,0,-0.202508642507289,0,0,0,0,0,0,0,0.20765088518464,-0.0133386684923131,0,0,0,0,-0.0455930519930195,0,0.0677428904745287,-0.00359926577012078,0,0,0,0.178456946936582,0,0
X600660.SH,0,0,0,0,0.284698394817767,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0388160511284596,0,0.0562950487696662,0.0593123892258427,0,0,0,0.163837165481719,0,0,0,0,0,0,-0.135839388842103,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0280534809301435,0.0266184767813204,0,0,0,0,0.0552313260217854,0,-0.00726576393163288,0.024031968523749,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0750974339790925,0,0,0.302526726874864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117805042420337,0,0,0,0,0,0.0633722916104395,0,0,0,0,-0.0266299541735703,0.348906273256637,0,0,0,0,0.0539613772331397,0,0,0,0,0,0.134494686225899,0.176867361812176,0,0,0,0.0580877914066007,0,-0.0284098433349024,0.0135178396713646,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0914836478454424,0.029406418327303,0,0,0,0,0,0,0,0.166250514312895,0,0,0.259311343415258,0.0834267259337059,8.67361737988404e-19,0,0.126902887285721,0,0,0,0,-0.0845392866792341,0,0,0.0463773758811741,0,0,0,0,0,0,0,0,0,0,0.00213247331989441,0,0,0,0,0,0.0281729267407632,-0.0108526837011448,0,0,0,0,0,0
