,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X000792.SZ,X601158.SH,X600583.SH,X600157.SH,X000898.SZ,X000709.SZ,X600352.SH,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000630.SZ,X000539.SZ,X600008.SH,X600660.SH,X600808.SH,X000825.SZ,X000027.SZ,X600021.SH,X000629.SZ,X600549.SH,X002470.SZ,X600578.SH,X600307.SH,X600315.SH,X601699.SH,X600098.SH,X000983.SZ,X600863.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.543123986329259,0,0,0,0,0,0,0,0,0.0935226373000733,0.0697114021573725,0.136993934923176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183612599359968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040568378256946,0,0,0,0,0,0
X600028.SH,0.277964033115031,0,0,0,0,0,0,0,0,0,0.135270098663309,0,0,0,0,0,0.317564656211015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128272382827152,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516806905918103,-0.00566057529977299,0,0,0,0,0,0
X601088.SH,0.0557283804828831,0,0,0.130897621887498,0,0,0.0917145927912965,0,0,0,0,0,0.0999432762074691,0,0,0,0,0.105849896021848,0,0,-0.0102723644465913,0,0,0,0,0,0,0,0,0.0371139429601641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327001991330309,0,0.0803144554314347,0,0,0.000970351036033432,0,0,0,0,0,0
X600019.SH,0,0.0400990916148646,0,0,0,0,0,0,0,0,0,0.121186564247699,0,0,0,0,0.17223153993646,0,0,0,0,0,0,0.365021988907411,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0319044111632751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151802429424982,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.146867317711664,-8.67361737988404e-19,0,0,0.179156040129014,0.115720849663914,0,0,0.196309804414528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17195667368348,0,0,0,0,0,0,0,0,0,-0.00542805000152764,0,0,0,0,0,0
X600585.SH,0,0,0.0677874572307858,0,0,0,0,0,0,0,0,0,0.0254705150882881,0,0,0,0.115114588694925,0.00973923694961271,0,0,0,0.0663587224570752,0,0,0,0,0,0,0,0.0361707422463082,0,0,0.0174172177329274,0.0315161301569816,0,0,0.0748707117928087,0,0,0,0,0,0,0,0.134061089090335,0.219627465433005,0,0,0,0,0,0.00606254440712559,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.158835757972918,0,0.0469082669116582,0,0,0,0,0,0.0122673784943196,0,0,0,0.00353442989014476,0,0,0,0.0447721386679989,0,0,0,0,0,0,0,0.0292703837693197,0,0,0,0,0,0,0,0,0,0.057574535538305,0,0.0482446501116612,0,0.473584864040978,0,0,0,0,-0.0031056639682793,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.106655598834892,0,0,0,0,0,0,0,0.06568602423092,0,0,0,0,0,0,0,0,0,0,0.34117940642348,0,-0.0183656818003475,0,0,0,0,0,0,0,0,0,0.153954293727448,0,-0.0505380766346153,0,0.215113044858965,0,0,0.0556444397965495,0.223353327971586,0,0,0,0,0,0,0,-0.0229208046865637,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.102402069608505,0,0,0.104261688951393,0.344022059902245,0,0,0,0,0.0653701467614204,0,4.74866957210704e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230757494066666,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237095137960733,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.311282820291759,0,0.173494484464054,0.12005766052263,1.73472347597681e-18,0,0,0.120859672512606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997491581363217,0,0,0,0,0,0.0269843203394335,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123476844716792,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0658337731388639,0,0.09938945464797,0,0,0.199408070233741,0,0,0,0.139498594617779,0,0,0,0,0,0,0,0.192752305410866,0.118086019021792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00388534398837277,0,0,0,0,0,0
X600886.SH,0.160293596157326,0,0,0,0,0,0,0,0.016903784851807,0.187338539850323,0,0,0,0,0,0.0656065481084654,0,0.0742394766135029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171320499426819,0,0,0,0,0.174167478126764,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329313415680986,-0.0111399106167744,0,0,0,0,0,0
X600188.SH,0.234937262559065,0,0,0.0326335390561332,0,0,0,0,0,0,0,0,0,0,0,-0.046985226650412,0.0283988992331964,0,0,0,0.095120242094252,0,0,0,0,0,0,0,0,0,0.236478714066589,0,0.0687134984593827,0,0,0,0,-0.0455787962699894,0,0,0,0,0,0,0.336153300453913,0,0.248437186362204,0,0,0,0,0.0109581934209339,0,0.0316835724242211,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.00764045669023488,0,0,0.00756685727635974,0,0,0,0,0,0.0766084490734841,0,0.0815774007805785,0,0,0.0337465700827731,0,0,0,0,0,0,0,0,0.102069572075031,0,0,0,0,0,0,0,0,0,0,0.0662190511328807,0,0,0,0,0.201034403325772,0,0,0,0,-0.0102235564561,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0102458883984961,0,0,0,0,0,0,0.208287006572055,0.204217267075989,0,0,0,0,0,0,0,0.0267881717389476,0,0,-8.67361737988404e-19,0.0899617315263727,0,0,0,0,0,0,0.0984748466820586,0,0.147801045088604,0,0,0,0,0,0,0,0,0,0,0.0201913159689389,0.0161732159905535,0,0,0,0,0,0
