,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600027.SH,X600157.SH,X600188.SH,X600021.SH,X600583.SH,X000883.SZ,X601992.SH,X601158.SH,X600352.SH,X600309.SH,X000709.SZ,X000898.SZ,X000539.SZ,X002470.SZ,X600489.SH,X000792.SZ,X000027.SZ,X600547.SH,X000825.SZ,X000629.SZ,X000060.SZ,X600808.SH,X600660.SH,X002075.SZ,X002353.SZ,X600008.SH,X600549.SH,X000831.SZ,X600578.SH,X600863.SH,X002004.SZ,X000959.SZ,X000012.SZ,X000630.SZ,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.622986150834512,0,0,0,0,0.075370840767559,0.085735259343854,0,0,0,0,0,0,0,0,0,0,0.0109627542510897,0,0,0,0,0,0,0,0,0,0.0397281778355208,0,0,0,0,0,0,0,0.0773883016542117,0,0.0390272767657799,0,0,0.00736167826503246,0,0,0.00750361879225577,0.107646946202963,0,0,0,0,0,0,0.000668076459255805,0,0,0,0,0,0
X600028.SH,0.70223137529178,0,0,0.0375457043259854,0.00978326814952593,0.0124359304001565,0,0,0.0244327119521374,0,0,-5.42101086242752e-20,0,0,0,0,0.0159314926459916,0,0,0,0,0,0.0338285186243088,0,0,0,0,0,0.0383188607525929,-0.00357269435470733,0,0,0,0.0493207323367311,0,0,0,0,0,-0.0265221834864574,0,0,0,0,0,0.00662516710578884,0,0,0,0,0,-0.00302075302076993,-0.00159495959540126,0,0,0,0,0,0
X601088.SH,0,0,0,0.033656993476491,0,0,0,0.143757966220183,0.209422322416265,0,0,0,0,0.00353824153131654,0,0,0,0,0,0.00364534136826357,0,0,0,0,0,0.0744444231355996,0.123395320978697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113856328798153,-0.00244545050381346,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0886583791036782,0,0,0,0.0816915547090515,0,0.0939578003526324,0,0,0.117799743624174,0,0.0559467332322537,0,0,0.0561365566565676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474893664207569,0,0,0.0211896758620565,0,0.0218418973802708,0,0,0,0,0.181507258905551,0.152185392379983,0,0,0,0,0,0,-0.0103053914589182,-0.00916866289835221,0,0,0,0,0,0
X600019.SH,0,0,0.0441149684469949,0,0,0,0.0216247667391136,0,0.232697618877758,0,0,0,0,0.114607976335864,0,0,0,0,0,0,0,0,0,0,0,0.199048257706696,0.218150742558248,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,-0.00465741936798732,0,0,0,-0.00463602390608858,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.198688610201441,0,0,0.0680930915076519,0,0,0.0625360430058435,0.0780906138669774,0,0,0,0,0,0.0737965543201648,0,0.132381043787285,0,0,-0.0235260309651791,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0323765094172745,0,0,0,0,0,0,0,0.295109922467499,0,0,0,0,0,0,0,0.0219828391743779,0,0,0,0,0,0
X601600.SH,0,0,0.349374410668414,0,0,0.0525984450649746,0,0,0,-3.46944695195361e-18,0,0.0311229467370982,0.24468745179872,0,0,0,0,0,0.0147171234390458,0,0,0,0,0.0105356420923547,0,0,0,0,0,0,0,0,0,0,0,0,0.0895853465941555,0,0,0,0,0,0,0,0,-0.0593777779299382,0,0,0,0,0,-0.0153985050261192,0.0556661221685495,0,0,0,0,0,0
X600585.SH,0,0,0.312729490334593,0,0,0,0.00141156081331871,0,0,0,0.00417983438354979,0,0,0.142565477819846,0,0,0.0695332694858011,0,0,0,0,0.132160552667075,0,0,0.0265384269281782,0,0,0,0,0,0,0,0,0,0,0.0303984153195492,-0.0474040395808045,0,0.0436278786613703,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00634630804120173,0,0,0,0,0,0
X601898.SH,0,0,0.379311806449773,0,0.123962000168312,0,0.0394909682385669,0,0,0,0.0293970957430078,0,0,0,0,0,0,0,0,0,0,0.0948595716839671,0.135902811269283,0.0107639259984817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744852446123374,0,0,4.33680868994202e-19,0,0.064850333597201,0,0,0,0,0,0.0145829181693972,0.0522758337938848,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204162285465203,0.210776080242406,0,0,0,0,0.180956033855133,0.060549946401912,0,0,0,0,0,0.115998561645807,-0.103848514189457,0,0,0,0.106724125989388,0.167514865047439,0,0,0,0.0937821026935213,0,0,0,0.0257433338027558,0.0607458370137399,0,0,0,0,0,0
