,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600188.SH,X002466.SZ,X600362.SH,X600660.SH,X600547.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600886.SH,X600111.SH,X600516.SH,X000786.SZ,X000898.SZ,X600176.SH,X000553.SZ,X000792.SZ,X600352.SH,X000709.SZ,X600027.SH,X600299.SH,X000825.SZ,X600489.SH,X002271.SZ,X000408.SZ,X601158.SH,X601699.SH,X002470.SZ,X600219.SH,X600157.SH,X600315.SH,X000883.SZ,X600549.SH,X600583.SH,X000630.SZ,X600808.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.383666551514332,0.00576420682007883,0,-0.0225507358961535,0,0,0,0,0,0,0,0,0,0.0345369717089167,0,0,0.135731323605648,0.015072800631104,0.0656225037171998,0,0,0,0,0,0.0330432533011182,0,0,0,0,0,0,0.0326060511410069,0,0,0,0,0,0,0,0,0,0,0,0.108217550860228,0,0.0358567680067913,0,0,-8.67361737988404e-19,0.0131508462881406,0.0506288800239427,0,0,0,0,0
X600028.SH,0.562855124168473,0,0.195579254942825,0,0,0,0,0,0,0,0.0218320821734847,0,-0.0610341691492328,0,-0.0701063083596635,0.0902329936324771,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00374693106804383,0,-0.0557485360938826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225724744372681,0,0,0,0,0.00543807494636438,0.0136014902587736,0,0,0,0,0,0
X601088.SH,0,0.133979005756109,0,0.15617641163192,0.0817435934446407,0,0,0.0122985842881105,0,0,0,1.73472347597681e-18,-0.00533442594179959,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0302494997142862,0,0,-0.0636437059764956,0,0,0,-0.137726533922973,0.0265144554630519,0,0,0,0,0.352989934023061,0,0,0,0,0,0,0,0,0,0,0,0.00695292408463777,-0.0328659133614901,0,0,0,0,0,0
X600019.SH,0,0.0885234694434835,0.10914438603716,0,0.212154526687495,0,0,0,0,0,0,0.0281737003938957,-0.0309961748220656,0,0,0,0,0,0,0,0,-0.0484895476090515,0,0,0.03064095382012,0,0,-0.0826343478437489,0,0,0,-0.0348475219484817,0.0955012508404715,0,0,0,0,0.168249884313161,0,0,0,0,0,0,0,0,0.20446398847367,0,0,0.0165710605058321,-0.0201371482120344,0,0,0,0,0,0
X600585.SH,0,-0.0446462460150565,0.253368855744033,0.580167055500149,0,0,0,0,0,0,0,0,0.123209881814031,0,0,0,0,0,0,0,0,0.0370957952507705,0,0.0698372908016568,0,0,0,-0.128953880238158,0,0,0,0.254441902044308,0,0,0,0,0,0.0805447502362626,0.0465051137076858,0,0.00838270034785018,-0.00592329363015117,0,0,0.0149681216385977,0,0,0.0937427591993181,0,-0.00871405642373666,0.0929634038044705,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.081124974081264,0,0,0,0,0,0,0,0,0,0,0.0196084966871456,0,0.186312790000204,0.0367449097175254,0.0096101858174288,0.0762438613096968,0,0,0,0.039648838900524,0,0,0,0,0,0,0,0,0,0.119138291688251,0,0.0464550032281764,0.0597428031070069,0,0,0.0294849129612897,0,0.0702671888623553,0,0,-0.00329497612945836,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.255922088807809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172305444930227,0,0,0.0372927523931359,0.120012007628578,0,0,0.0422728658833548,0.090097723102736,-0.00912770747529164,0,0,0.281927769358819,0,0,0,0.0195446041989215,0,0,0.188688205236008,0,0,0,0,0,0,0,0,0,0,0,-0.0164053173481397,-0.0187280575941357,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.210739759057774,0,0,0,0,0,-0.210789576751419,0,0,0,0,-0.0889948270374153,0,0,0,-0.221209724821049,0,-0.212019896822634,0,0,0,0,0,0.418937965507656,-0.246920161279839,0,0,-0.373584988222307,0,0,0,0,0,0,0,0,0.0346875006933119,0,0.101756272768645,-0.356738369093136,-0.318044109799801,0,0,0,0,0
X601898.SH,0,0.0399235937604037,0,0,0,0,0.0386553033260116,0,0,0,0,0.0803297368789334,0,0.344040789151998,0,0.00541560732026956,0,0,0,0,0,0,0,0,0,0,0,0.0659950111159233,0,0,0,0,0,0,0,0,0,0,0.0766571888923865,0,0,0,0,0.118045663815735,0,0,0.166982479971999,0,0,0.0089419127952017,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0371539568340592,0,0,0,0,0,0.00620743690507434,0,0,0,0,0,0.0146641706537425,0.0539459530222702,0,0.0694682840817963,0.0638248100234097,0,0,0,0,0.0184098759642757,0,0,0.286635633073761,0,0.0434872485090884,0,0.0747589213387635,0,0,0,0,0,0,0,0,0,0,0,0.0469731199533188,0,0,0.0128965141034301,-0.00262310711308139,0,0,0,0,0,0
