,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X600157.SH,X600352.SH,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000539.SZ,X000630.SZ,X000629.SZ,X600660.SH,X600008.SH,X000825.SZ,X600808.SH,X600219.SH,X000027.SZ,X002470.SZ,X600549.SH,X600578.SH,X600315.SH,X600307.SH,X600098.SH,X600021.SH,X000060.SZ,X601699.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.408384170760776,0,0,0,0,0,0,0.00774565118808667,0,0,0.282748133777359,0.091396752390757,0,0.00901422582097066,0,0,0,0.00572844836374383,0,0,0,0,0,0,0,0.0687703719337216,0,0,0.066975951249108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367882301973596,0,0,0,0,0.0149549035233035,0.00927533148891885,0,0,0,0,0,0
X600028.SH,0.460865848346481,0,0,0.158801664254816,0,0,0,0,0.125324675015765,0,0,0,0,0,0,0,0,0,0,0.044869011338391,0,0,0,0,0,0,0,0,0.0491018523452365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104899196328971,0,0,0,0,0,0,-0.000336414377314744,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.095909964605975,0,0.170119717000114,0,0,0,0,0.185659171093774,0,0,0,0,0.0441265924705323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359808926337335,0,0.357709887381588,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.209850811507173,0,0,0.113948260029483,0,0.142666085504772,0,0,0,0,0.21391468889218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,6.93889390390723e-18,0,0,0,0.198001625990919,0,0,0,0,0,0,0,0,0,0.00703879167801644,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.107829849171638,0,0,0.17347415939866,0,0,0,0.0843763043844398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361261080626138,0.0468816563959012,0,0,0,0,0,0.189168955329587,0,0,0.128482932722639,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0168390641109205,0,0,0,0,0.0392483126661827,0.055914430528547,0,0,0,0,0.138424106168837,0,0.26893049729322,0,0,0,0,0,0,0.183931366396596,0,0,0,0,0,0,-0.0636852255008989,0,0,0,0,0,0.0886955936454291,0,0.0409342669212244,0,0,0,0,0,0.007867997669788,0,0,0,0,0,0
X600010.SH,0,0,0,0.0830312062006189,0,0,0,0,0,0,0,0,0.0451028129676389,0,0,0,0,0,0,0.0356943944965241,0,0.486147077733889,0,0,0,-0.0531123393975999,0,0,0,0.141112448004742,0,0,0,0,0,0.17347871975,0,0,0,0,0,0,0.374618260678156,0,0,-0.0749302224480665,0,0,0,0,0.019458132846755,-0.0167885375242567,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0650675908357436,0.164585429375855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415097908743845,0.00836641683586194,0.00562824499963332,0,0,0,0,0,0.10172772541741,0,0,0,0.0932535253717468,0.396334882493439,0,0,0,0,0,0,0,0,0
X601600.SH,0,0.0404893393897952,0,0,0,0,0,0.138589875549211,0,0.0531240404394216,0,0.131328628381039,0,0,0,0,0.223906936224357,0,0,0,0,0,0,0.134789875003563,0,0,0,0,0,0,0.00149523490158443,0,0.190390738218002,0,0,0,0.00941422116477973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0381570105713985,0,0.215154277656638,0,0.122403579973114,0,0,0,0,0,0.300067382945907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953302227879562,0,0.0708287643789125,0,0,0,0,0,0.178494915012806,0,0,0,0,0.0518141066599462,0,0,0,0,0,0,0
