,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X002466.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X601699.SH,X600801.SH,X000723.SZ,X600096.SH,X601991.SH,X000408.SZ,X600486.SH,X600295.SH,X000932.SZ,X600219.SH,X000959.SZ,X600027.SH,X000630.SZ,X000807.SZ,X600141.SH,X600985.SH,X600489.SH,X000830.SZ,X600157.SH,X002080.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.107481148828348,0,0,0,0,0,0,0,0.0779708939688651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150607480611347,0.0962707200823821,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.138468002993087,0.0752678188796802,0.0526986443945264,0,0.14990353485596,0.0172282609743723,0,0,0,0,0,-0.0212614117773972,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.100640662522024,0,0,0,0.252942404009184,0,0,0,0,0,-0.124695638744039,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.00102080337998824,0,0,0,0,0,0,0,0,0.0465812635792162,0,0,0,0.338879695405227,0,0,0,0,0,0,0.0250847868463813,0,0,0,0,0,0,0
X600028.SH,0.0739869987013363,0,0,0,0,0,0,0,0,0.0221081489684335,0,-0.0587592985134538,0,0,0,0,0,0,0,0.061008003141571,0.0412387294820383,0,0.0228519667588914,0,0,0.0340962430454366,0,0,0,0,0,0,0,0,0,0,0.0418842803290245,0,0,0,0,0.0338824422960455,0,0,0,0,0,0,0,0,0,0,-0.0157228710378291,0,0,0,0,0,0
X600309.SH,0,0.0166443474762095,0,0,0,0,0,0,0,0,0,0,0.0473092860004675,0,0,0.0459547447241694,0.179853583001626,0,3.46944695195361e-18,0,0.184443073081746,0,0,0,0,0,0,0,0.0762231807337626,0,0,0,0,0,0,0.0442393424061017,6.93889390390723e-18,-4.33680868994202e-19,0,0.0460472385165704,0,0,0,0,0,0,0,0,0,0,0,-0.0111574215129275,0.0208795022815779,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.00817625470776251,0,0.00796423499769701,0,0,-3.46944695195361e-18,0,0.088859272308631,0.042036881302681,0,0,0,0,-0.0662814705133937,0,0,0.171459772613841,0,0.00104625127362637,0,0.104762115731433,0,0,0.302234994974376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166815585927787,0,0,0,0,0,-0.0356456420692351,0.0129885408948342,0,0,0,0,0,0
X600188.SH,0,0.15574347335497,0,0,0,0,0.0626486826471802,0,0,0,0,-0.0335309973443838,0,0,0,0,0,0,0,0,0,0,0.0983738073379153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399598697435442,0,0,0,0,0,0.161231849292494,0,0.592368661527722,0,0,0,0,0,0.019929195721531,0,0.0661997267625403,0,0,0,0,0,0
X002460.SZ,0,-0.0753099474896122,0,0,0,0,0,0.0817494878537466,0,0,0.00847283966810683,0,0,0.531949617549367,0,0,0,0,0,0,0,-0.100009321533925,0,0,0,0,0,0,0,0.0221619750257999,0.260589435515268,0,0,0,0,0,-0.0442818195315692,0,0,0,0,0,0,0,0,0,0,0,0,0.267178602380172,0,-0.0295835823883594,-0.0152068250668182,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.0994780868822229,0,0,0,0,-0.00729254226138508,-0.132199129343774,0.307127975794073,0,0,0,0,0,0,0,0,0,0,0,-0.0286699490702063,0,0,0.0657272517334412,0,0,0,0.00563467714952775,0,0,0,0,0,0,0,0,0.233022346569327,0,0.264511128819487,0,0,0,0,0,0.125948565855778,0,-0.0104628756075201,-8.67361737988404e-19,-0.0702195388791311,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0449236861445432,0,0,0,0,0,0.052646089976724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131310823926329,0,0,0,0,0,0,0,-0.0558487831655361,0,0.339539079946611,0,0.181136366239498,0,0,0.017006271359795,0,0.0679682992549691,0,0,0,0,0,0,-0.000119270593737211,0,0,0,0,0,0,0
X601898.SH,0,0.158825546099702,0,0,0,0,0,-0.0403118375951243,0,0,0,-0.0375495804873251,0,0,0,0,0,0.0822761594169552,0,0,0,0,0,0,0,0.229675483335496,0,0,0,0,0,0,0,0,0,0,0.0416926833187358,0,0,0,0,0.17327897434641,0,0,0.237954642632072,0.0107300778110892,0,0,0,0,0,-0.0259246260187375,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.222005513473622,0,0,0,0,0,0,0,0,0,0,0,0.365096697201695,0.0849080014013309,0.106276677954864,0,0,0,0,0,0,0,0,0,0,0.0297437992481239,0,0,0,0,-0.0986587537854858,0,0,0,0,0,0.141616951148233,0,0,0,0,0,0,0,0,0,0.0258339133693357,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180994373185998,0,0,0,0,0,0,0,0.00049654561065835,-8.67361737988404e-19,0.0051587983013658,0,0,0,0.634073763501269,0,0,0,0,0,0,0,0,0.343517198534022,-0.116826983162987,0,0.0313556226368106,-0.0417607856677916,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.00711332542012645,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384484413305219,0,0,0,0,-0.0289474447512789,0.300395686493438,0,0,0,0,0,0,0.116541485545329,-0.168021700694148,0,0,0.153081507570685,0.0329277645898294,0,0,0,0,-0.00949765425961764,-0.0303831587861815,0.0524837916740268,0,0,0,0,0,0
X002466.SZ,-0.0457672140828741,0,0,0,0,-0.0134182279929685,0.917169634444262,0,0,0,0,-0.0197419414873963,0,0,-0.129750991843375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168445876243861,-0.130464943112485,0,0,0,0.0573630647385797,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098546958603416,-0.0915937451748472,0,0,0,0,0,0
