,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X600660.SH,X000723.SZ,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X600176.SH,X600111.SH,X600516.SH,X002466.SZ,X000709.SZ,X000786.SZ,X002460.SZ,X600299.SH,X002271.SZ,X000629.SZ,X600219.SH,X002110.SZ,X600489.SH,X601158.SH,X600985.SH,X600808.SH,X000990.SZ,X000883.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600157.SH,X000027.SZ,X600583.SH,X601699.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0684101000356065,0,0,0.0502317049642209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130073237978981,0,0,0.0104573725397798,0,0,0.000483889241768504,0,0.0584029827483989,0,0,0,0,0,0,0,0,0,0,0.0822534024122592,0,0,0,0,0,0,0.00161790532356707,0,0,0,0,0,-0.000445420625816442,0,0,0,0,0,0,0
X600028.SH,0,0,0.180246524713007,0,0,0.0504394902277107,0,0,0.00630783851906912,0,0,0.00532546995511231,0,0,0,0,0,0,0,0.0450874507243094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016321211224171,0,0,0,0,0,0,0.0567379415921497,0,0.0765573245938196,0,0,-0.043671353252395,0,0,0,-0.00968737038078353,0,0
X601088.SH,0,0.0233794149547743,0,0.327296758011317,0,0,0,0,0,0,0,-0.154029139467445,0,-0.0118929496428427,0,0,0,0.105842829333892,0,0,0,0,0.060596598570608,0,0,0.112930680103435,0,0,0,0.00292224492986379,0,0,0,0,0,0,0,0.12009237589911,0,0,0,0,0,0,0,0.021328190453221,0,0,0,0.00821590228753607,0,0.0131942921898079,-0.041234223711168,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.138399993644828,0,0,0,0,0,-0.00107601401693731,0,0,0,0,0,0,0,0,0,0,0.490747398017475,0,0,0,-0.0035264388805511,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226482454454932,0,0,0,0,0,0,0,0,0,0.0116790546872164,-0.0173112410728203,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362800090532693,0,0,0,0,0,0.0923975744247677,0,0,0.220875440876778,0,0,0,0,0,0,0.0514493879466428,0,0.0501250997858489,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.000700706030746674,0.101378473364709,0.0479634639896751,0,0,0,0,0.0103245826024921,-0.019319276947736,0,0,0,1.73472347597681e-18,0,0
X600309.SH,0,0,0,0.0152417230175805,0,0,0,0,0,0,0,0.0761346549396227,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592968928148652,0,0.110979067589318,0,0,0,0,0,0.217774736757841,0,0,0,0.033011698990781,0,0,0,0,0,-0.0607760068175307,0,0,0,0.264657686938246,0,-0.005167887254964,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132057346062627,0,0,0,0,0.380482292806714,0,0,0.4070555285967,0,0,0,0,0,0,0,0.0965574766460254,0,0,0,0,0,0,0,0,0,0,-0.0376542670246489,0,0,0,0,0,0,0,0,0,0,0.0324368811114366,0,0,0,0,0.0602887753080502,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639808635777155,0,0,0,0,0,0.0426799323103843,0,0,0,0,0.11356483593654,0,0,0.0498013044086952,0.271597038887152,0,0,0,0,0,0,0,0,0,0,0.170058230723074,0.0870810385412606,0,0,0,0,0,-0.0402108151461537,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0441262468527416,0,0,0,0,0,0.00479477115699101,0,0,0,0,0,0.153068076680932,0,0,0,0,0,0.194558820111573,0,0,0,0,0.0339678496996378,0,0,0,0.319881416127067,0,0,0,0,0,0,0,0.0836911728320546,0,0,-4.33680868994202e-19,0,0,0,0.0375164499961889,0,-0.0149721642945875,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141396962094383,0,0,0,0,0,0,0,0,0,0,0,-0.0755852349441977,0,0,0,0,0,0.118589864794826,0,0,0,0,0.510488777132304,0,-0.0451450159866249,0,0.00452024096596805,0,0.0895415409019437,0,0,0.0876325806842744,0,0,0,0.0114809164295278,0,0,0,0,0,0,0.0127801171813254,0,0
