,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X601898.SH,X600111.SH,X000708.SZ,X600660.SH,X600010.SH,X000301.SZ,X600886.SH,X002271.SZ,X000877.SZ,X600362.SH,X600426.SH,X600795.SH,X600803.SH,X600027.SH,X600176.SH,X600489.SH,X601991.SH,X601699.SH,X000983.SZ,X000807.SZ,X600160.SH,X600995.SH,X000786.SZ,X000629.SZ,X000933.SZ,X600219.SH,X002080.SZ,X300037.SZ,X000932.SZ,X000723.SZ,X600378.SH,X600688.SH,X000408.SZ,X600096.SH,X000831.SZ,X000630.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.186044269609406,0,0,0,0,0,-0.0702953354431467,0,0,0,0,0.0902658790284535,0,0,0,0,0,0,0,0.0645940423974707,0,0,0,0,0.00246396248865436,0,0.0449377168891498,0,0,0.0673638175805929,0,0,0,0,0.0791374790319468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464995131540019,-0.050963835468492,0,0,0,0,0,0
X600028.SH,0.36442337380371,0,0.16251247889905,0,-0.0305037976437532,0,0,0,0,0,0,0,0.0885613300442859,0.123065174342587,0,-0.0130712968991134,0,0,0,0,0,0,0,0.0881561981158294,0,0,0,0,0,0,0,0,0,-0.0661359131858421,0,0,0,0,0,0,0,0.109416349190148,0,0.102130157196357,0,0,0,0,0,0,0,0.0326260949352152,-0.0523370805408699,0,0,0,0,0,0
X601088.SH,0,0.132332507977527,0,0,-0.194055263564919,0,0,0,0,0,0,0,0,0.23108564367482,0,0,-0.218637625317446,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0477112152269484,0.115309556163727,0,0,-0.0114374349669385,0,0.0635330885213305,0,0.118023323461439,0,0,0,0.111056844684168,0,0.00720636807373382,0,0,0,0,0.0806954015108362,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0705712974497217,0,0,0,0.0766719840464016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279819340130833,0,0,0,0,-0.043847802314068,0.224442615364141,0,0.0852335878443773,-0.0382428115747362,0,0,0,0.106442800683585,0,0,0,0,0,0,0,0.0358393658652276,-0.0551808234354503,0,0,0,0,-0.0429663963597062,-0.0349074248339195,0.0441584318362952,0,0,0,0,0,0
X600188.SH,0,0,0.421686809759319,-0.0474341112625057,0,0,0,0,0,0,-0.00606962715210453,-0.103516887132538,0,0,0,0,-0.451572643644504,0,0,0,0.066702275927048,0,0,0,0,0,0,0,0,-0.153617696516737,0.133006067992602,0,0.0847354138139665,0,0,0,0,0.220193612838193,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014413180197091,0,0,0,0,0,0,0
X600019.SH,0.191213747121767,0.193007493412116,0,0,0.124548018757637,0,0,0,0,0,0,0,0.106674302746493,0,0,0.0157006807795066,0,0,0,0,0.020830515426523,0.288719158062841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0604963323801652,0,0,0,0,0,0,0.0295850758585326,0,0,0,0,-0.0127860849017817,-0.0101798191450567,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116897336850491,0,0.103827439751118,0.421125236002611,0,0,0,0,0,0.0135203509560379,0,0,0,0,0,0,0,0,0,0.0850118857650584,0,0,0,0.04251338430283,0,0,0,0,0.0612762829285696,0,0,0,0,-0.0021624158901933,0,0,0,0,0,0,0
X600011.SH,0,-0.00605118284606397,0,0,0,0,0,0,0.0823144861474526,0,0.0128635902919404,0,0,0,0,0,0,0,0,0,-0.0722976452731133,-0.0329237499648146,0,-0.0129208189303111,0,0,0.401520027779057,0,0,0,0,0,0,0,-0.0754357742753094,0,-0.158718194424987,0,0,0,0,0,0,0.098132390506751,0,0,0,0,0,0,0,0,0.00565440518681928,0,0,0,0,0,0
X002460.SZ,-0.021869866095031,0,0,0,0,0,0,0,0,0.729410502790033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037119167035797,0,0,0,0.000952194770361204,0,0.0694124999438568,4.33680868994202e-19,0,-0.125523761957225,0,0,0,0,0,0,0,0,0,0.0729681815462729,0,0,0.0195193630128705,0,0.00632659006436629,0,-0.0169422954414008,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.540438319200242,0,0,0,0,0,0.0905755898477357,0,0,0,0.0301106277541938,0,0,0,0.0658362407605668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148117615302644,0,0,0.0414244322939468,0,0,0,0.0512571908354037,0,0,0,0,0,0,-0.00158357611429897,-0.0155404847875571,0.00418618674126186,0,0,0,0,0,0
