,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600027.SH,X600157.SH,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X002466.SZ,X601992.SH,X600547.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X600489.SH,X600549.SH,X600583.SH,X300072.SZ,X601158.SH,X002075.SZ,X000883.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X000027.SZ,X002470.SZ,X002407.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X000983.SZ,X600021.SH,X600176.SH,X000060.SZ,X600098.SH,X000761.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0562687102421616,0,0,0,0.00263012265769083,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0896245920973288,0,0,0.127432529406163,0,0,0,0,0,0,0,0,-0.0347005707484413,0,0,-0.0100238893200986,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0172421737525377,0,0,0,0,0,0
X600028.SH,0.143561476511378,0,0,0,0,0,0,0.0897775782363964,0,0,0,0,0,0,-0.0208189069513355,-3.46944695195361e-18,0.151423205717091,0,0,0,0,0,0,0,0,0.0353202253081598,0,0,0.12211660402351,0.00757923455815141,0,-0.0115368675348734,0,0,0,0,0,-0.0437356409660297,0,0,-0.00620478915069033,-0.0470741000295118,0,0,0,0,0,0,0,0,0,0.017255640821887,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.223817534943087,0,0,0,0,0,0.0432396669710156,0,0,0,0.166423246109781,0.0591370109773076,0.0794477549803309,0,0,-0.102671171660052,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0939895450243837,0,0,0,-0.0416355840812731,0,0,0,0,0,0.0530639616568246,0,0,0,1.0842021724855e-19,-0.00476164653073133,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0749539258960718,0,0,0,0,0,0,0,0,0,0,0.117506498615527,0,0,0,0,0,0,0.0305128558169557,0.01769150903213,0,0.0229627889706425,0,0,0.114176639396453,0,0,0,0,0,0,0,0,0,0.0144952469984771,0,0,0,0,0,0,0,0,0,0,0,-0.0204220908079813,0.0137190105939465,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.130604815064063,0,0.36209202528481,0,0,0,0.0445025259222627,0.121959788270247,0,0.0180489905174437,0,0,0.0436176920522056,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353410182622923,0,0,0.0572034735625586,0,0,0.0198089935207815,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153161446806664,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0695663209110393,0,0.0534956138559132,0,0,0,0,-0.000109850677043342,0,0,0,0.0154847932198334,0,0,0,0,0,0,0,0,0.0539781612948873,0,0,0.0940138036923475,0,0,0.107186743697906,0,0.20014331751797,0,0,0,0,0,0,0,-6.93889390390723e-18,1.73472347597681e-18,0,0,0,0,0,0,-0.0120190384413624,0,0,0,0,0,0,0
X600585.SH,0,0,0.311092669426893,0,0,0,0,0,0,0,0,0.12371981602058,0,0,0,0,0,0,0.0548654280498424,-0.116623246972196,0,0,0,0,0,0,0,0.109066108163117,0,0,0,0,0,0,0.167864488987675,0,0,0,0,0,-4.33680868994202e-19,0.13283517996888,0,0,0,0,0,0,0,0,0,-0.0169375081739336,0,0.253883619136622,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.087836603269445,0,0,0,0,0,0.145543865887235,0,0,0,0,0,0,0,0,0,0,0,0.0053284207605222,0,0.348706315148256,0.199560886936265,0.0423963364568008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534267587265132,0.0694016525261239,0.056736867242491,0,-0.0708350724723262,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0476578352251965,0,0,0,0,0,0,0,0,0,0,0,0.00750695472482356,0,0,0,0,0.106497108014929,0,0,0.0503135019480799,0,0.0802962923911502,0,0,0,0,0,0,0,0.105860344173042,0,0,0,0.0115016535315995,0,0,0.175524263809466,0,0.0780209190070959,0.00653879980435338,0.0187411933579181,0.0234897313498007,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0891113265377276,0,0,0,0.159450447745898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096482767901696,0,0,0,0,0,0,0,0.204237979548383,0,0,0,0,0,0,0,0,0,0,0,0.23338403188827,0,0,0,-0.00284021607832399,0,0,0,0,0,0,0
