,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X600886.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600362.SH,X600795.SH,X600426.SH,X600803.SH,X600176.SH,X601699.SH,X600027.SH,X601991.SH,X600489.SH,X000983.SZ,X000807.SZ,X600160.SH,X600995.SH,X000786.SZ,X000933.SZ,X600219.SH,X000629.SZ,X300037.SZ,X000932.SZ,X600378.SH,X600688.SH,X000723.SZ,X002080.SZ,X600096.SH,X000630.SZ,X000408.SZ,X600352.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.318318423666836,0,0,0,0,0,-0.0604820269530515,0,0,0,0,-0.0128532246689953,0,0,0,0,0,0,0,0,0,0.0606819224437592,0,0,0,0,0.0458717109852919,-0.019933564925339,0,0,0,0.0678289076611578,0,0,0.0564648572929086,0.0944856544980104,0,0,0,0,0,0.101841372844925,0,0,-0.0541344780060549,0,0,0,0,0,0.0330282135424054,-0.0181657283124109,0,0,0,0,0,0
X600028.SH,0.443543445182211,0,0.174346343237045,0.00202318499335744,-0.0867717950449856,0,0,0,0,0,0,0.169513347326854,0,0.0164889825766783,0,0,0,0,0,0,0,0,0,0,0.0909591517389823,0,0,0,0,0,0,0,0,0,0,-0.11798087247457,0,0,-0.022459504065637,0.0406459706938662,0.0788663218772739,0.0984069444731666,0,0,0,0,0,0,0.141926091278235,0,0,0.0213053999064276,-0.0385776780888843,0,0,0,0,0,0
X601088.SH,0,0.158114035717378,0,0,-0.158921501476998,0,0,0,0,0,0,0.350040582490514,0,0,0,-0.0789128100541622,0,0,0,0,0.101847321596323,6.93889390390723e-18,0,0,0,0,0,0.111736714704013,0,0.170971961348295,0,0,0,0,0,0.0395277416130447,0,0,0,0,0,0.0243799316041484,0,0,0,0,0.0656111106786016,0,0,0,0,0,-0.00245363201269913,0,0,0,0,0,0
X600309.SH,0.0298661476486671,0,-1.73472347597681e-18,0,0.0853230549065927,0,0,-0.0480780635934242,0,0,0,0,-0.0601823067539437,0,0,0,0,0,0,0,0,0,0,0,0.328133215529084,-0.0218195923163913,0,0,0,0.20026328767265,0,0,0,0,0,0,0.0693752133781241,0,0,-0.0263392294841772,0.0450618157695784,0,0,0,0.0315010264007316,0,0,-0.0473081425253779,0,0,0,-0.0263645735854802,0.0530988781616029,0,0,0,0,0,0
X600188.SH,0,0,0.306938026722736,0,0,0,0,0,0,0,-0.0794661727790372,0.0771312015207362,0,0,0,-0.374105230503311,0,0,0,0,0,0.0774773805620171,0,0,0,0,0,0.159611997379776,0,-0.040413177093656,0,0,0,0,0,0,0.291019298443083,0,0,0,0,0,0,-0.000628250200149054,-0.00919473714116418,0,0,0,0,0,0,-0.0519080611396309,0.0450377895962229,0,0,0,0,0,0
X600019.SH,0.146225826180862,0.208470767099159,0,0,0.148654738389763,0,0,0,0,0,0,0,0,0.0590073767177818,0,0,0,0,0.0678579001496744,0.0631457207550806,0.333415124391721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378874602619155,0,0,0,0,0,0,0,-0.0246010493114928,0,0,0,0,0,0
X600585.SH,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333508463228304,0.0582820055350435,0,0,0,0,0.0400581576737186,0.00422934093633774,0,0,0,0,0,0,0,0,0.0531336697794922,0,0.0298568998673396,0.0304026158514931,0,0,0,0,0,0,0,0,0.019785794168727,0,0,0.011554217531437,0.0125708906262657,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155866330983666,0,0,0,0,0.0273003738422282,-0.177618078332194,0,0.452051458888658,0,0.0544070233333989,-0.0991187805130248,0,0,0,0,0,0,0,0,0,0.0621654078493877,0,0,0.099206027409515,0,0,0,0,0,0.077624183473475,0,0.011906297605857,0,0,0,0,0,0
X002460.SZ,0,-0.0509333146297485,0,0,0,0,0,0,0,0.738404706902662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419994470310947,0.0629030494052204,0,0,-0.165830717661256,0,0,0,0,0,0,0,0,0,0,0.00035937072344744,0.0239250522027153,0,0,0,-0.00603062792941845,-0.00335401148641311,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.015284012269676,0,0,0,0,0.52516732719372,0,0,0,0,0,0,0,0,0,0.147713442038792,0,0,0,0,0,0,0.0157939281422549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644270560864728,0,0,0.105830903149797,0,0,0,0,0,0,-0.0185005114371031,2.16840434497101e-19,0,0,0,0,0,0
