,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X601991.SH,X600547.SH,X600660.SH,X600188.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600299.SH,X601992.SH,X600111.SH,X600516.SH,X600808.SH,X600176.SH,X000709.SZ,X002466.SZ,X000629.SZ,X002460.SZ,X600352.SH,X002110.SZ,X600489.SH,X000825.SZ,X600801.SH,X300072.SZ,X600339.SH,X601158.SH,X600219.SH,X600426.SH,X600583.SH,X000553.SZ,X601699.SH,X000786.SZ,X000883.SZ,X000932.SZ,X000408.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.170788070482307,0,0,0,0.0331289974794884,0,0.0732135958620108,0.329013287590174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221575179225368,0,0,0.210696515583269,0,0,-0.0761800309860118,0.218534043821222,0,0,0,0.0305169812544337,0,0,0,0,0,0,0,0,0.00428051995985821,0.0357974227665032,0,0,0,0,-0.0282285343661597,0
X600028.SH,0,0,0,0.285997884173273,0,0.0141418157498115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813782799906273,0,0,0.293180465472441,0,0,0,0,0,0,0,0,0,0.108652602149011,0,0,0,0,0.0160003789654456,0,0.118535247630359,0,0,0,0,-0.0610118122264356,0.0218884226770072,0.042807253489876,0,0,0,0,0,0
X601088.SH,0.18251848707941,0,0,0,0,0,0,0.0348816309421277,0.0999812292363913,0,0,0,0,0.0509120706823685,0.0622105342416794,0,0,0.0289954270925427,0,0,-0.0226112041050222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902928989283263,0,0.00224892513373021,0,0,0,0,0,0.212087626099459,0,0,0.0571482084168077,0.00362090108822252,0,0,0,0.010545565330711,0,0,0,0,0,0
X600019.SH,0,0.053463305762386,0,0,0.0644010137701913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612022751950129,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0572130747871043,0,0,0,0,0.016608624206253,0,0,0,0,0,0.119465482113371,0,0,0,-0.00111980726933619,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0235455714363367,0.031873877015669,0,0,0,0,0,0,0,0,0,0,0,0.180176640106382,0,0,0,0,0,0,0,0,0,0.0516338329385645,0,0,0,0,0,0.504854468285446,0,0.0581651841792195,0,0,0.0352641828511531,0.141702830194272,0,0,0,0,0,0,0,0,0.0158100567327221,0.004919676171043,0,0,0,-0.0172813026731944,0,0
X600011.SH,0,0,0,0,0.00887231170931168,0,0.0411813210853745,0.00771779066840886,0,0,0,0,0,0,0,0.0517181690572013,0,0,0,0.759485665170089,0,0,0,0,0,0,0,0,-0.02080147704376,0.0203392247027231,0.0909531126329306,0,-0.103067299740493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121988637570715,0.0276303965654178,0,-0.0488200871248192,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264795349101253,0,0,-0.221527551592987,0,0,0,-0.348348897745817,0,0,0,-0.035299867353569,0.0241119279473235,0,0,0,0,0,0.432920905721643,0,0,0,0,0,0,0,0,0,0.0313708816198841,0.0517501365242368,0,0.162374806419138,0,0,-0.776067861714379,0
X600010.SH,0.107549820766738,0,0,0,0,0,0.0140996680140562,0,0,0,0,0,0,0.205354836943507,0,0,0,0,0,0,0,0.155121758559709,0,0.0757156083538456,0,0,0,0.0853318399817781,0,0,0,0,0,7.88710956740558e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,-0.0428857161575976,0,0,0,0,0,0
X601898.SH,0.00304159857838591,0,0.266215050616401,0,0,0,0,0,0,0,0.369010566347643,0.130935144882778,0,0.383070601901966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132818101707217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198833465142106,0,0,0,0,0,0,0,0,-0.0253361755035405,-0.0177770519253579,0,0,0,0,0,0
X600688.SH,0.150556521232226,0.0436638986029966,0,0,0,0,0,0,0.0721829499253658,0,0,0,0,0,0.0501016481023124,0,0,0,0,0,0,0,0,0,0.102853684034243,0,0,0.0113581090971032,0,0.034990064128771,0,6.93889390390723e-18,0,0,0,0.0178366945372632,0.0219673424686704,0,0,0,0,0.108434953307795,0,0,0,0,0,0,0,-0.00115125319807533,-0.00126337140152572,0,0,0,0,0,0
X601991.SH,0,0.0383160958043651,0,0,0,0,0,0,0.139802630146394,0,0,-0.00581278888283653,0,0,0.159866392447855,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0343838444946256,0,0,0,0,0.0240553720038105,0,0,0,0,0,0,0.089866828273862,0,0,0,0,0,0,0.0349103973232934,-0.0216596805003535,-0.00868429277626261,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0569014841402001,0,0,0,0,0,0,0,0,0.0585269721041708,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436815152343563,0.040669756915125,0,0,0.698732450815961,0.194644569558368,0,0,0,0,0.0220138934694174,0,0,0,0,0.0298334411116652,0,0,0,0,0,0.0320889749898031,-0.0225512762439753,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0594956444681688,0,0,0,0,0,0.102325179389004,0,0,0,0,0,0,0,0,0,0,0,0.12163862985324,0,0,0,0.250281087953001,0,0,0,0,0,0,0,0.071000787742615,0.0544105624101156,0,0,0.161337942013122,0.126496669651951,0,0,-0.00868089547302328,0,-0.0896881746080433,0,0,0.0447052330840401,-0.0156931597657874,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0341074574800228,0,0,0,0,0,0.117351671671212,0,0,0,0.0211592422322213,0.176515996418718,0,0,0,0,0.000285625464313551,0,0,0,0.0325372563357703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543576478076533,0,0,0.165173614303137,0,0,0,0.0116567537517052,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0177745210391028,0,0,0,0.163754978987533,0,0,0,0,0.0166294349821707,0,0,0,0,0,0,0,0,0,0,0,0.0950878889985045,0,0,0.00645803212399075,0,0,0.0294358755085923,0,0,0,0.0131259658277329,-2.16840434497101e-19,0,0,0,0.399958989033299,0.010929878211508,0.00503835030255814,0,0,0,0,0,0,-0.0013974279919174,-0.0290439708324549,0,0,0,0,0,0
X600886.SH,0,0.199868481282121,0,0,0,0.175725089299228,0,0,0,0,0,0,0.0779128521555623,0,0,0,0.0494203123418834,0,0,0.0448515274053573,0,0,0,0,0,0,0,0,-0.0138647939413889,0,0,0,0,0.0622772322431021,0,0,0,0,0.125219804989884,0,0,0,0,0,0,0,0,0,0,0.00278276971783935,0.00950344575109079,0,0,0,0,0,0
X600795.SH,0,0.0575243885636326,0,0.00812943649741662,0,0,0,0,0,0,0,0,0,0,0.0925019792757793,0,0,0.123275315995842,0,0.1458518668074,0.0225151019765937,0,0,0,0,0,0,0.0527669021697986,0,0,0,0,0,0,0,0,0.052040943812198,0,0.0324181946082313,0,0,0,0,0,0,0,0,0,0,-0.0136454601456325,-0.0219469667891777,0,0,0,0,0,0
X600362.SH,0,0,0.102258948444294,0.111183879951823,0,-0.0123038601199206,0,0,0,0,0,0,0,0,0.245919529766339,0,0,0,0,0,0,0,0,0,0,0.0195651684804931,0,0,0.0496023384930517,0,0.150009055816855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144124300807922,0,-0.00681743319800353,-0.0228769616872485,0,0,0,0,0,0
X000898.SZ,0,0.0104795879834086,0,0.414373842221154,0,0.0541933985225521,0,0,0,0,0,0,0,0.132321315798009,0,0,0,0,0,0,0,0,0,0.0454890137806823,0.243609662645416,0,0,0,-0.0663933940497406,0,0,0,0,0,0,0,-0.0842156591366845,0,0,0.14748372421919,0,0,0,-6.93889390390723e-18,0,0.0788340916236059,0,0,0,0.0194499020494264,-0.0105106481536096,0,0,0,0,0,0
X600027.SH,0,0,0.171604720640497,0.273638767093467,0,0.472720951715699,0,0,-0.0274375704059173,0,0,0,0,0,0,0.0240915499253332,0.34073303273272,0,0.00039889181441341,0,0,-0.132258447789179,0,0,0,0,0,-0.0962884238754084,0,0,0,0,0,0,0,0,0,0,0,0,-0.216704250346043,0,0,0,0,0,0,0,0,-0.00531866388800928,0,-0.0997805880989075,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,8.67361737988404e-19,0,-0.137749052535312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224855796836099,0,0,0,0,0,0,0.194113436858316,0,0,0,0,0.147569704766201,0.0517983510907825,0,0,0.0726496870579085,0.0276990677250197,0,0,0,0,0,0,0,0,-0.0429059240125582,-0.0341624334008445,0,0,0,-0.196648637267981,0,0
X601992.SH,0,0,0,0,0,0,0,0.210061502033388,0,0,0,0,0,0,0,0,0,0,0,0,0.0481550934778589,0,0.0481047423739497,0.0783486927877363,0,0,0,0,0,0.0405200206541806,0.121132756432432,0,0,0.0401880776646901,0.121676964413529,0,0,0,0,0,0,0,0.046831619201982,0,0,0.0573863617016132,0,0,0,-0.0311404440896807,-0.0346844119008112,0,0,0,0,0,0
X600111.SH,0.0235442331582741,0,0,-0.239435362604422,0.336281138541226,0,0,0,0,0,0,0,0,0,0.243709806394587,0,0,0,0,0,0,0,0,0,0,0.10046120901539,0,-0.00101409493466399,0,0,0.0790824933670343,0,0,0,0.110328919425958,0,0,0,0,0,0.100040056743553,0,0,0,0,0,0,0,0,0,0.0225471250743969,0,0,0,0,0,0
X600516.SH,0,0.299502545974385,0,0,0,0,0,0,0,0,0,0,0.0648105008375997,0,0,0,0,0,0,0,0.141865942198911,0,0,0,0,0,0,0,0.0112859005435552,0.212540732671956,0.104305175668684,0,0,0,-0.0844348602264249,0,0.0351605959769708,0,0,0,0,0,0,0.213908765282447,0,0,0,0.154006785563813,0,0.000426290197539897,-0.0445026496952667,0,-0.215063916846388,0,0,0,0
X600808.SH,0,0,0,0,0,-0.00716703273953145,0,0,0,0,0,0,0,0,0,0,0,0,0.684930955836101,0,0,0,0,-0.0460484053583022,0,0,0,0,-0.0759373472490264,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0956571329791661,0,0,0,0,0,0.267871973221787,-0.057324153237623,0,0,-0.017234705817012,0,0,0,0,0.154773159364186,0,0
X600176.SH,0,0,0,0,0,-0.0147549602481214,0,0,0,0,0,0,0,0,0.00529041236074616,0,0,0,0,0,0,0,0.0514725395083975,0,0,0,0,0,0,0.0256694454849894,0,0,0,0,0,0.118768739797074,0,0,0,0.28918351538406,0,0.492572154694636,0,0.0428187914185255,0,0,0.066701319605474,0,0,-0.00510425537638628,-0.0398679384670711,0,0,0,0,0,0
X000709.SZ,0,0.0626112927705442,0,0,0.117843412547337,0,0,0,0,0,0,0,0,0,0.200747868247427,0,0,0,0.128878744870802,0,0.0153352403357678,0,0,0.103886202047094,0,0,0,0,0,0,0,0,0,0.0621076304805766,0,0.0688696686349191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0053356189187744,-0.00473959482885411,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0375783502158197,0,0,0,0.0744795245031356,0,0.402641111289792,0,0.144301808378601,0,0,0,0,0,0,0,0,0.0359540843853181,0,0,0.065392335179067,0,0,0.604632620616589,0,0,0,0,-0.137101984287126,0,-0.0571590353101668,0,0,0,0,0,0,0,0,0,0,0,0,0.000639188610323706,0.0176591073824352,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,-0.541135733849083,0,0,0,0,0,0,0,0.157807905360447,0,0,0,0,0,0.0846080672744326,0,0,0.0782074496482995,0,0,0.888542109391425,0,0,0,0,0.0838308907293365,0,0.0635172897784265,0,0,-0.0740400159568856,0,0,0,0,0,0,0,-0.805847627196614,0.13600452485733,-0.334774114292956,0,0,-0.000509437989613786,0.000192889759785236,0,0,0,-0.589950981609606,0,0
X002460.SZ,0,0.162302338402805,0,0,0,0.0056559490440846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236088221732099,0,0.738522930442597,0.00580988870503,0,0,0,0,0,0,0.00324990502886066,0,0,0,-0.072540948789266,0,0,0,0.174646066191726,0,0,0.128358068875469,0,0,-0.0530724279275236,-0.0649032349188476,0,-0.178590389590987,0,-0.075921926743864,-0.138277401239093,0
X600352.SH,0,0,0,0,0,0,0.110971633078349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350530799686352,0,0,0.120128236583654,0,0,0,0,0.0472176177659255,0,0,0.0253862867560851,0.0156087497537426,0,0,0,0,0.0384357014234125,0,0,0,0,0,-4.33680868994202e-19,0,0,0.00945335618561299,-0.0380189141116502,0,0,0,0,0,0
X002110.SZ,0,0,0,0.304140272656052,0,0,-0.0534357310391215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485155361807322,0,0,0,0,0,0,0.0314417090114378,-0.068690755993015,0,0,0,0,0.193252149815513,0,0,0,0,0,0,0,0.022504950512588,0,0,0.52004816461883,0,0,0,0.0146037742235338,-0.0291537664159969,0,0,0,0,0,0
X600489.SH,0,0.0443812720160912,0,0,0,0,0,0,0.0641642749317915,0,0,0.586775807963181,0,0,0.0792415456726007,0,0,0,0,0,0,0,0.0496495561435857,0,0,0,0,0,-0.00412261759659511,0,0,0,0,0,0,0,0.112203376132971,0,0,0,0,0,0,0,0,0.0397081970911173,0,0,0,-0.015972430177523,-0.0126946558597457,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0.101030693285664,0.0954292067709395,0,0,0,0,0.888137055156588,0.331361340448765,0.0309079780627886,0,0.138674259005958,0,0,0,0,0,0,0,0,0,0,0,0,0.122482496801874,0.0636133712053861,0,0,0,0,-0.0842513180249468,0,0,0,0,0,0,0,0,-0.0509034539790789,0,0,0.455318688421293,0,0,-0.0401259965995201,0.00969856564304329,0,-0.120950762598666,0,0,0,0
X600801.SH,0,0,0.169771593666479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390320133291777,0,0.173384509945227,0,0,-0.11543196799406,0.0759138625355331,0,0,0.0957445845839865,0,0,0,0,0,0,0,0.365209046275258,-0.0182887161664074,0.0203005698354623,0,0.454613925867343,0,0,0,0,0,0.00153628213884835,0.0156176662215458,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,-0.137883727267501,0,0,0,0,-0.127163090756342,0,0,0,0,0,0,0,-0.0164217402418161,-0.411662153117499,0.434510912696901,0,0,0,0,0.312060958741524,0,-0.0800956224615762,0.164512531495256,0,0,0,0,0,0,0,0,0,0,0.108800839636153,0.0398339618478198,0,0,0,0,-0.309390927459256,0,0,-0.686941223157149,-0.0505752171394126,-0.0055196648151834,0,0,0,0,0,0
