,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X600010.SH,X600111.SH,X000786.SZ,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X000027.SZ,X600803.SH,X601991.SH,X600219.SH,X600801.SH,X600795.SH,X600352.SH,X600489.SH,X000807.SZ,X000898.SZ,X000932.SZ,X600688.SH,X600315.SH,X000825.SZ,X000408.SZ,X000959.SZ,X600157.SH,X002353.SZ,X000883.SZ,X002080.SZ,X600027.SH,X300037.SZ,X600516.SH,X600486.SH,X600299.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.283435800471438,0,0,0,0,0,0,0,0,0.01197104218884,0,0,0.0108054864340178,0,0.093514188403686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,-0.00014239687246701,0.0364073277104126,0,0,0,0,0,-0.000758702745837066,0,0,0,0,0,0.0646965290713942,0,0,0,0,0,0,0.00777425080156694,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00408533935216226,0,0,0.153069475015582,0,0,0.0277752125339434,0,0,0,0,0,0,0,0.19302043349885,0.0108217084862917,0,-0.0200724700453701,0,0,0,0,0,0.00519200791310837,0.1406688147801,0,0,0,0,0,0,0,0,0.0106261788309623,-0.0234255469544097,0,0,0,0,0,0,0,0.077118489894132,0,0,0,0,-0.0175602605297359,0,0
X601088.SH,0,0,0,0,0,0,0.0100608288144462,0,0,0,0,0,0,0,0.0401326518268676,0,0,0,0,0,0,0.161533813763555,0,0,0.0292926512505157,0,0,0.0668954626466004,0,0,0,0,0.0511114402652403,0,0,0,0,0,0.0777159550583981,0.026900749173536,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.00234866522340689,0,0
X600309.SH,0,0,0,0,0,0,0.0332650259336961,0,0,0,0,0,0,0,0,0,-0.0294018454464053,0.213959200802165,0.165360279873087,0,0,0,0.0698135151891456,0.123263596440697,-0.00402239005034612,0,0,0.0770068173452948,0,0,0,0,0,0,0,0,0,0.0341614563552061,0,-0.033765870254377,0,0,0,0,0,0.19534098565093,0,0.0633629434688033,0,0,0,0,-0.0533461905336064,0,0,0,-0.0309721087444664,0,0
X600585.SH,0,0,0,0,0,0,0.0447943616906828,0,0,0,0,0,0,0,0,0,-0.00250579606579786,0,0,0,0,0.00333447582512153,0,0,-0.0191419680099676,0,0,0,0.228873555402562,0,0,0,-8.67361737988404e-19,0,0.0493493575322886,0,0,0,0.0621261602639313,0.0399295616030135,0,0,0,0,0,0,0.0196323532045551,0,0,0,0,0,-0.0537288270598227,0,0,0,-0.00319763458981325,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0105272052684488,0,0,0,0.0147790075837138,0,0,0,0,0,0,0,0,0,0.0827901466663237,0,0,0,0,0,0,0,0.0149034052663244,0.45750158704783,0,0,0.203991242026739,0,0,0,-0.00360242526893733,0,0,0,0,0,-0.0448079892656083,0,0,0,0,0,0,0,0,-0.0237669641506623,0,0
X002460.SZ,0,0,0,0.0106177723433801,0,0,0,0,0.240240655338725,0,0,0,0,0.00712803570684335,0,0.582497457483001,0,0,0.0225347848178309,0,0,0,0,0.0366611268402883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331904720507675,-0.0280546874023819,0,0,0,0,0,0,0.0936278750035921,0,0,-0.00298810213809703,0,0,0,-0.0189857410696636,0,0
X002271.SZ,0,0,0,0,0,-0.142130652777436,0,0,0.0568509713786913,0,-0.0960430990083795,0,0,0,-0.0351340384509424,0,0,0,0,0,0,0,0,0,0.0094232689392509,0,0,0.00356345617435074,0,0,0,0,0.083869719819757,0,0,0,0,0,0,-0.0843547581093747,0,0,0,0,0,0.0688255854547523,0.0550627584553455,0.120003580264891,0,0,0,0,-0.135291284766412,0,0,0,-0.0132932135338496,0,0
X600660.SH,0,0,0,0,0,0,0.171330053818511,0.188287352445192,0,0,-0.0758197351073567,0,0,0,0,0.00963926551361294,0,0,0,0,0,0,0,0,-0.0435165115191552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935701747974354,0,0,0,0,0.139675149319367,0,0,0,0,-0.0221693894315961,0,0,0,-0.0178275431631138,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769084563753486,0.290539355624317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00424222284531193,0.359591639856258,0,0,0.170435956337078,0,-0.0092681323794334,0,0,0.233497672631782,0,0,0,0,0,0,0.00459022775136273,0,0,0,-0.168398208701521,0,0,0,-0.00779721006561939,0,0
