,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X601600.SH,X600585.SH,X600547.SH,X600011.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X002460.SZ,X600489.SH,X000708.SZ,X600803.SH,X002466.SZ,X000301.SZ,X600027.SH,X600160.SH,X600426.SH,X601991.SH,X000983.SZ,X000786.SZ,X000807.SZ,X601699.SH,X600219.SH,X000630.SZ,X600176.SH,X600985.SH,X000408.SZ,X601168.SH,X000933.SZ,X000877.SZ,X002128.SZ,X600096.SH,X002271.SZ,X002353.SZ,X000027.SZ,X600378.SH,X600995.SH,X600352.SH,X000883.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.385542445083249,0,0,0.289239857412363,0,0,0,0,0,0.0325726075743658,0,0,0,0,0,0,0,0,0.0900864119669583,0,0,0,-0.0929977835771184,0,-0.00485130037688569,0,0,0,0,0,0,0.278298523283736,0.275870279055701,0,0,0,0.0451998612948262,0,0,0,0,0,0.0725778772870322,0,-0.259360703264443,0,0,0,0,0,0,-0.0498177083414489,0,0,0,0,0,0
X600028.SH,0.478982147052864,0,0,0,0.245510846031636,0,0,0,0,0,0.0511653813931009,0,0,-0.0172290947723444,0.15307460885636,0,0,0,0,0,0,0,-0.0845415306147884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987090469448428,0,0.0487147785124803,0,0,0,0,0,0,0,0,0,0,0,0.0203751933565797,0,0.0129698620609013,0,0,-0.0313096032905967,0,0
X601088.SH,0.24296989850383,0,0,0,0.0913426554994675,0.0166611684524301,0.032023130592483,0,-1.73472347597681e-18,0,0,0,0,0,0.0533581009990512,0,0,0,-0.234314708640091,0,0,0,0,0,0,0,0.0658014498268156,0,0,0,0,0,0,0,0,0.155147582519057,0,0,0.0865372094202227,0,0,0,0,0,0,0,0,0,0,0,0,0.0227745640921369,-0.0535540421970856,0,0,0,-0.0251547813647421,0,0
X600309.SH,0,0,0,0,0,0,0,0.0531706464977731,0,0,0,0,0,0,0,0,0,0,0.178942592828016,0,0,0.0536653474202315,0,0,0,0,0.387934040560379,0,0,0.0395312661685942,0,0,0,0,0,0,0,0,0,0,0.0417640084312521,0,0,0.21207242293954,0.0276983995848453,0,0,0,0,0,0,-0.130504510913362,-0.0306266856419915,0,0,0,-0.0880203058934593,0,0
X601898.SH,0,0.058592264984584,0.769170603816302,0,0,0.0868027429746006,0,0,0,0.0507565844178722,0,0,0,0,0,0,0,0,0,0.078728941037059,0,0.0127114831474764,0,0,0,0,0,0,0,0,0,0,0,0,-0.102469133332975,0,0,0,0,0,0,0.0570691145767329,0,0,0,0,0,0,0.09171176886651,0.0581592658545001,0,0.017875846801445,-0.0405879608686275,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.121504690524786,0,0,0,0,0,0.0466099735136467,0,0,-0.117249491705234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26416068971101,0,0,0,0.503269251824471,0.0412902296306329,0,0,0,0,-0.0626707777840549,0.0740981109268152,0.0117990020897261,0.245183735809139,0,0,0,0,0,0,0.0889238265847768,0,0.00172531113540677,0,0,0.0498758632724707,0,0
X600019.SH,0,0.291260685811884,0.0945497747642184,0,0,0,0,0,0,0,0,0.170601584512072,0,0.136064439732877,0,0,0,0,0,0.141092457541227,0.165228638696871,0,0,0,0,0,0,0,0,0,0,-0.118375874258746,0.0407677294495734,0,0,0,0,0,-0.0271379991379045,0,0,-0.0576654907080565,0,0,0,-0.0485301002473588,0,0,0,0.0444720159155967,-0.18325679080224,-0.0312245895658072,0,0,0,0,-0.0830185625725062,0,0
X600660.SH,0,-0.0747619326747487,0,0,0,0,-0.119857232619045,0,0.157834869545591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891747470814569,0.0231943587712943,0,0,0.229256103341217,0,0,0,0,0,0,0,-0.226189017015219,0,-0.443042474592469,0,0.0553113139165649,0.11009194787468,0,0,0,0,0,0,0.189294550589371,0,-0.0786090231344599,0,-0.0369096941473534,0,0,-0.155882643413908,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149970508783148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472082043067746,0,0,0,0,0,0.0467844807690552,0.399481883919671,0,-0.0325586779523769,0.0108643622914213,0,-0.0561583504185137,0,0,0,0,0,0.204835118898304,0,0,-0.0531845412003085,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.038981149505143,0,0,0,0,0,0,0,0,0,0.0955120133462468,0,0,0,0,0,0,0,0,0,0.103897106706028,0,0,0,0,0,0.0761007790260029,0,0,0,0,0,0,0,0,0,0.143028270091851,0,0,0.0258845905186206,0,0,0,0,0,0,0,0,0.099553499128072,0,0,0,0,0,0,0
