,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X601600.SH,X600019.SH,X600660.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X000786.SZ,X600160.SH,X000301.SZ,X002466.SZ,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X600985.SH,X000630.SZ,X000408.SZ,X002128.SZ,X600096.SH,X601168.SH,X000933.SZ,X600176.SH,X000877.SZ,X002271.SZ,X000883.SZ,X600352.SH,X600995.SH,X600378.SH,X002353.SZ,X000027.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.154062471371684,0,0,0,0.0950199865233552,0,0,0,0,0,0,0,0,0,0,0.197099691462348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282189033764018,0,0,0,0.120231793369166,0,0,0,0,0,0,0,-0.0787580917944939,0.186698837010025,0,0,0,0.0714163903328799,0,0,0,0,0,0,0
X601088.SH,0.00591124237221896,0,0,0,0.308045109841029,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,-0.0288054483888865,0,0,0,0,0,0,0.128410517601755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027886245321852,0,0,-0.0160335204956764,-0.0245688209120542,-0.00653471102755404,0,0,0,0
X600028.SH,0.484880286039311,0.000871212006854555,0,0,0.2238320383002,0.0966801195409227,0,0,-0.0451425039021853,0,0,0,0,0,0.104599379838922,0,0,0,0,0,-0.00782159733596601,0,0,0,0,0,-0.0745406574094118,0,-0.0261025322530179,0,0,0,0,0,0,0,0,0,-0.142782144481182,0,0,0.0991275785080558,0,0,0,0,0,0,0,0,0,0,0.00152664764758186,0.0221872791330175,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0884851371778564,0,0,0,0,0,0,0,0,0,0,0,0.169121487946827,0.0524494883015195,0,0.0855378974872479,0,0,0,0,0,0.317011560868514,0,0,0,0,0,0,0.137708763669331,0,0,0,0,0,0,0,0,0,0,0.180960441230745,0,-0.0275688021518848,0,-0.11250531548309,-0.0193054241554488,0.0521797179131212,0,0,0,0,0
X601898.SH,0.0762079917159872,0,0.247473281893319,0,0,0.107961472981002,0,0,0,0,0.0903719431265404,0,0,0,0,0,0,0.0785795916344704,0,0,0,0.0571208533883749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170695911344415,0,0.00449927216929648,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0976603826274405,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0899737255422888,0,0,0.0573397635965925,0,0,0,0,0,-0.176529758169914,0,0,0,0,0,0,0,0,0.0698205058369749,0,0,0,0,0,0,0,0,0.243340120443346,0.434667506390236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272448782872989,0,0.0570289513212115,0,0,0.0463665346327952,0,0.143341197127437,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281765398621855,0,0,0,0,0,0,0.539153744604262,0,0.281408003456286,0,0,0,0,0,0.0443443186772746,0,0.372297283739092,0.132883196378626,0,0,-0.0732294749968,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0560448125506074,0,-0.0233768898394873,0,0,0,0
X600019.SH,0,0,0.293766102673061,0,0,0,0,0,0,0,0,0,0.189149739438723,0.12395649348091,0,0,0,0.00149898019435455,0,0,0,0,0,0,0,0,0,0,0,0,0.110943935463117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0902086338336377,0,0,0.306149682040706,-0.090379597064881,-0.0995163589083784,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.110530227045251,0,0,0.170228681874124,-0.0523170997095489,0,0,0,0,0,0,0,0,0,0,0.0170832704795934,0,0,0,0,0.304267681059075,0,0,0.00657282810834841,0,0,0,0,0,0,0,0,0,0,0.0246365366385198,-0.12448759116146,0,0,-0.487603392065012,0.226596791295032,0,0,0,0,-0.0356586730804546,0,0,0,0,-0.0314397555421807,-0.0458135601356289,0,0,0,0,0
X600585.SH,0,0,0,0,0.169066880315327,0,0,0.0144754326918097,0,0,0,0,0,0.0759591955050245,0,0,0,0,0,-2.77555756156289e-17,0,0.017426986236685,0,0.0699194128582907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606087572527815,0,0,0.191956793254341,0.00732980162904933,0,0,0,0,0,0,0.309819945405109,0,0.0503884974554528,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0322531361120189,0,0.0729106037397275,0,0,0,0,0,0,0,0,0,0,0,0.712056299874732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.0568051805368303,0,0,0,0,0,0,0,0,0,0.0616530403894351,0,0,0,0,0,0,0,0.334770589902705,0,0
X600886.SH,0.187000679614326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274474743251809,0,0,0.127529841520943,0,0,-0.186533987376599,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0489934527310796,-0.0390886263727138,0,-0.0851230134808662,0,0,0,0,-0.0468436753547962,0,0,0,-0.00406805110859941,0.0684114104938477,0.241576327797758,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00298832312347714,0,0.137780386874997,0,0,0,0,0.230760192894703,0,-8.67361737988404e-19,0,0,0,-0.019911131330056,0,0.0772629315024838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,-0.0733549403983418,0,0.219966893802254,0,0,-0.0959699613278748,-0.0211839430056572,0,0,0,0,0,0
X000792.SZ,0,0,0,0.137811987864327,0,0,0,0.224783316666696,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.259282368698973,0,0,0,0,1.0842021724855e-19,0.0230644478618503,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0157161348537624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432795034377901,0,0,0,0,0,0
X600795.SH,0.0305645783303029,0,0.16923470978741,0,0,0,0.0684408938288149,0,0,0,0,0.423384587347386,0.146129904784058,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,3.46944695195361e-18,2.77555756156289e-17,0,-0.0523586099006657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671924637441174,0,0,0,0,0,0,0,-0.0159557380123964,-0.00793833833777402,0,0,0,0,0,0
