,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X002466.SZ,X601992.SH,X600795.SH,X600660.SH,X600362.SH,X002460.SZ,X600188.SH,X601991.SH,X300072.SZ,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000792.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X600489.SH,X000959.SZ,X600176.SH,X000408.SZ,X000723.SZ,X600219.SH,X002271.SZ,X600808.SH,X000786.SZ,X000553.SZ,X600352.SH,X601158.SH,X600549.SH,X000883.SZ,X000807.SZ,X000983.SZ,X000630.SZ,X600299.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.023933678272211,0,0,0,0.018774194241965,0,0,0,0.0465422173032756,0,0,0,0,0,0,0.0382716330662182,0,-0.028837072097518,0,0,0,0,0,0,0,0,0,0.0283477063145719,0,0,0,-0.00909827509183766,-0.0540438597083216,0.0512235994028826,0,0,0,0,0,0,0,0,-0.0234945132227686,0,-0.00519879883715691,0.00318796851763756,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.185266830984242,0,0,0.0226445595375819,0,0,0,0.0199845694082184,0,0,0,0,0,0,0,0,0,0,0,-0.0257323196820048,0,0,0,0,0,-0.00394930287096708,0,-0.056713607757934,0,0.0125957678183752,0,0,0,0,-0.025981920377746,-0.0688406658826743,0.167790659112685,0,0,0,0,0,0,0,-0.0206989928196467,0,0,0.0019985954566461,0,0,0,0,0,0
X601088.SH,0,0,0,0.128402910271817,0,0,0,-0.0153965496944842,0,0,0,0,0,0.760205469572823,0,0,-0.00372940535576201,0,0,0,0,0.0508437218013805,0,0.0064989268952125,0,-0.0325548610978156,0,0,0,0,0,0,-0.124417509208326,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.114348160649087,0,0,-0.015132146530468,0,0,0,0,0,0
X600019.SH,0,0,0.0496118487225502,0,0,0,0,0.201962054756181,0,0.294625131995794,0,-0.0186319720931719,0,0,0,0,0,0,0,0.0565133316464906,0,0,0,-0.00975855040704017,0.121603982290094,0,0,0,0,0,0,0,0,-0.00107545867541152,0,0,0,0.260014414397634,0,0,0,0,0,0,0,0,0,0,0,-0.0455710651232869,0,-0.0112393043716904,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.013745082419962,0.0866975809631711,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.00786461758261432,0,-0.0960936479700935,0,-0.0964321569450457,0,0,0,0,0,0,0,0,0,0,0,0,0.0877841759923229,0,0,0,-0.0172846106005126,0,0.136039541797796,0,0,0,0,-0.112790282308929,-0.00259795063778679,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.0506113120045787,0,0,0.000677884900277712,0,0,0,0,0,0,0,0,0.0534654162473393,0,0,0,0,0,0.100012210892365,0,-0.0165893478978647,0.124490678498468,0,0.147447083346829,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0317293935379245,0,0,0,0.138202436886782,0,0.0566885553129149,0,0,0,0.176009804409036,0,0,0.0162581405564383,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.394240720553934,0,0.101925623229864,0,0.0819908856393884,0,0.0903264630874827,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826434608717922,0,0,0,0,0,0,0.0914308032042032,0.0622753316938411,0,0,0,0,-0.0439672534279289,0.00559270437600777,0,0,0,0,0,0
X600309.SH,0,0,0,0.00319091920614198,0,0,0,0,0,0,0,0,0,0,0.262955470145493,0.1533199115254,0,0,0,0,0,0,0,0.103279842852101,0,-0.131334444853313,0,0,0,0,0,0,0,0,0,0,0,0,0.065633106430289,0,0,0,0,0,0.0813867193981422,0.0188259007287026,0,0,0.20578072819385,0,-0.000385882235212363,0,0.194694888541216,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0225617443744148,0,0,0,0,0,0,0,0,0,0.0127250502002791,0,0,0,-0.0136288427745629,0,-0.0611080633286056,0,0,0.0782029857203855,0,0,0,0,0,0,0,0,0,0,0,0,0.0538592646742608,0.150628661334513,0,-1.73472347597681e-18,0,0,0,0,0,0.00125222957704846,0,0,0.00729196542555885,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0283858929757343,0,0,0,0,0,0,0,0,0.12708378292576,0,0.166632159122848,0,0,0,0,0,0,0.158660190268865,0,0,0,0,0,0,0,0,0,0.034236206929769,0.102041527599305,0,0,0,0,0,0,0.120088771320833,0,0,0.0193233994481488,0,0,0,0,0,0.00617229819269489,0,0,0,0,0,0
