,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600188.SH,X600886.SH,X600352.SH,X600795.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X000709.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X601158.SH,X000553.SZ,X600808.SH,X000630.SZ,X600583.SH,X600985.SH,X000027.SZ,X600426.SH,X600339.SH,X601699.SH,X000825.SZ,X000401.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0806687111464946,0,0,0,0,0.00143669701922361,0,0,-0.00983807578894903,0,0,0,0,0,0,0,0,0,0,0,0.0199100824707374,0.0222360570732525,0,0.0386317413871349,0,0,0,0,0,0.0932180766555662,0.0664270399894223,0,0,0,0,0.0376133063990232,0,0,0,0.000565823478033617,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0550497113210471,0,0,0,0,0,0,0.149713040693984,0,0.000842135099577073,0,0,0,0,0.0309486364037358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221214164282472,0,0,0.0254117592524959,0,0,0.0956334468778933,0,0,0,0,0,0,-0.0118298540592513,-0.0222522500451218,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.00849034913236908,0,0.142780263058512,0,0,0,0,0,0.260284034608902,0,0.0240513669181472,0,4.33680868994202e-19,0.00470543835397823,0,0,0,0,0.0163492475074314,0,0,0,0,0,0.0882053541946954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417884567615365,0,0,0.0292913756345806,-0.0176457193451441,0,0,0,0.0298541776641425,0,0
X600585.SH,0,0,0,0,0,0.165581503237507,0,0,0,0,0,0,0,0,0,0,0.0956158670011073,0.00981752780008038,0,0,0.0291216355442641,0.377870974467429,0,0,0,0,0,0,0.0196828313211391,0,0,0,0.0262651863964609,-0.104165227538747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594835609845527,0.0426772748827037,0,-0.00836580024721182,0.00498772742769088,0,-0.0385413931031334,0,0.0119253410275558,0,0
X600019.SH,0,0,0,0,0,0,-0.00918215968912244,-0.0194023861756241,0,0,0,0,0,0,0,0.106625000204517,0,0,0,0,0.0407891728274397,0.245512522447527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076225973257552,0,0,0,0,0,0,0.0104858056693546,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0309723276444315,0,0,0,0.0178695351088893,0,0
X600309.SH,0,0,0,0.328129617254381,0,0,0,0.0774143020924363,0,0,0,0,0,0,0,0,0.0594543229633872,0.18218676900186,0,0,0,0,0,0,0,0,0,0,0.280413799120689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278941055133059,0,0,0,0,-0.0251127009490114,0.162843383006073,0,0,0.0402442787512906,-0.0130629894636124,0,0,0.0752525129138302,0,0
X600011.SH,0,0,0,0,0,0.0477918641076469,0,0.0989463380451582,0.0716099537442989,0,0,0,0,0,0,0,0,0.0918932328685991,0,0,0.00412055131646966,0,0,0,0.225248946908389,-0.1245592442723,0,0,0,0,0,0,0.217343969772162,0,0,0,0,0,-0.0750856409047755,0,0,0,0,0,0,0.100475238773726,0,0,0,-0.00619001600700154,0,0,0,0,-0.236260223441628,0,-0.0210423706468335,0,0
X600547.SH,0,0,0,0,0,0,0.134723124244238,0,0,0,0,0,0,-0.122785767548988,0,0,0,-0.0260587914544443,0,-0.0383441318345742,-0.0151040313367474,0,0,0,0,-0.0712322137906732,0.936629970980454,0,-0.0230645967100881,0,0,0,0,0,0,0,0,0,0.165410332057457,0,0,0,-0.0335654765428865,0,0,0,0,0,0,-0.000591443149213716,0,-0.0142656800343986,0.0241335058107839,0,0.0588586941688765,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.248094631161499,0,0,0,0,0,0,0,0.258815628105196,0.126550326834581,0,0.107562860662661,0,0,0,0.154039523323296,0,0,0,0,0,0,0,0,0,0,0.0693555199221452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806366665321341,0,0,0.00783037343189122,-0.0747184696274282,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.127782867375185,0,0,0,0,0,0.204882449617503,0.00435642222614601,0,0,0,0,0.0286129379232332,0.0648146290300207,0,0,0,0,0,0,0.00448673829575512,0,0,0,0,0,0,0,0.0578746924335609,0,-0.036855165125344,0,0,0,0,0,0.211504934920377,0,0,0,0,0.0811783368867845,0,-2.71050543121376e-20,-0.0578045945325545,0,0,0,-0.0166819272126411,0,0
