,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600111.SH,X601992.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000723.SZ,X601158.SH,X000792.SZ,X002075.SZ,X000709.SZ,X000959.SZ,X002466.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600219.SH,X000883.SZ,X600352.SH,X600623.SH,X000983.SZ,X600098.SH,X000060.SZ,X600021.SH,X000539.SZ,X000027.SZ,X002470.SZ,X000937.SZ,X601699.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.356264601786096,0,0,0,0,0,0,0,0.00215026390878319,0,0,0.0284752688457371,0,0,0,0,0,0,0,0.0669596257781711,0,0,0,0.0567096541669959,0,0,0,0,0,0,0,0,0.0477069447963681,0,0,0,0,0,0.089824084432136,0,0,0.00268677823200719,0,0,0,0,0,0,0,0,0.00464200916822425,-5.42101086242752e-20,0,0,0,0,0,0
X600028.SH,0.225611059336903,0,0,0,0,0,0,0,0,0.0225398270042975,0,0.0753984734863629,0,0,0.0649273596633091,0,0,0,0,0,0,0.0745493670030896,0,0,0.0596063477820672,-0.0666522995239612,0,-0.0205076841194565,0,0,0,0,0,0.204591524918886,0,0,0,0,0,0,0,-0.0329195217318403,0,0,0,0,0,0,0,0.0235761547269238,0,0.0107195338577386,0.000515922838946567,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.289534616699952,0.139889943042053,0.0678496396915312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552748778258948,0,0.0242899074996312,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,-0.116422760665586,0,0,0,0,0,0,-0.0674629768931512,0.10555223585437,0,0,0,0,-0.0394651933353836,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.438490552241537,0,0,-0.212078282069587,0,0,0,0.0403223279891875,0,0,0,0,0,0,0,0,0,0,0,0.0413035570274141,0,0,0.087200228447921,0,0,0,0.151222439726368,0,0,0,0,0,0,0,0,0,0,0,0.228335759364611,0,0,0,0,0.0662758133292374,-0.0127045082560438,0,0.0137986352564852,0.024050630305096,-0.371547864697548,0,0,0,0,0
X600011.SH,0,-4.33680868994202e-19,0,0,0,0,0,0.041908077845434,-0.0417456515954095,0.0874977768955964,0,0.162200056573992,0,0,0.0462290392687368,0,0,0,0,0,0,0,0,0,-0.0693596582688407,0,0,0.0385677802936594,0,0,-0.0328514073381248,-0.0102848943328015,0,0.0166540891826356,-0.0561304029947499,0,0,0,0,0,0,-0.0216353096574792,0,0,0,0,0,0,0,0.0369933218517627,0,-0.0486989374872451,0.0701441305283112,0,0,0,0,0,0
X600585.SH,0,0,0,0.0758806088219884,0,0,0,0.0820101882585749,-0.0483529460696636,0,0,0,0,0,0,0,0,0,0,0,0,0.02005402542991,0.0988138690252862,0,0.0900446791078938,0,0.00256376974947259,0,0,0,0,0.140213129505786,0,0,0,0,0,0,0.0118670318697396,0,0,0,0,0,0,0,0,0.00103249735078714,0,0,0.140593266887217,0.00425641079475501,0,0,0,0,0,0,-0.0918565715599886
X600010.SH,0,0,0,0,0,0,0,0,0.00777358879281873,0.0424203434782414,0,0,0,0.0233824188961076,0,0,0,0,0,0,0,0,0.117804871675701,0,0.241182067157238,0,0.0156857173418169,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0818152127250499,0,0,0.042819563049353,0,0,0,0,0.0567535321243197,0,0,0,-0.00503149729000169,0.00515145126956995,0,0,0,0,0,0
X601898.SH,0,0,0.292685687702607,0,0,0,0,0,0,0,0,0,0,0.0892674089632856,0,0,0.00755505035357647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125065888401275,0,0,0.242194530602032,0.0176220220853103,0.270856229352992,0,0,0,0,0,0,0.0772914795583705,0,0,0,0.018365605613938,-0.0790523648620929,0,0,0,0,0,0
X600547.SH,0,0,-0.00504374124504327,0,0,-0.20595090727608,0,0,0,0,0,0,0,-0.151151707555185,0,0,-0.0405721019581623,0,0,0,0,0.072978482705473,0,0.98850837007402,0,0,0,0,0,0,0,0,0,0,0.0359701133395511,0,0,0,0,0,0,0.0564859419589318,0,0,0,0,0,0,0,0.128206631649644,0,0,-0.0279624056319601,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0771068068015464,0.0194985703403082,0,0,0.0548563919113818,0,0,0,0,0,0,0,0,0,0,0,0,0.0351652627494717,0,0,0,0,0,0,-0.0265729968395811,0,0,0.266535493418272,0,0.0120619905555696,0,0,0,0,0,0.421786529447777,0,0,0,0,0,6.93889390390723e-18,0.172219154025226,0,-3.46944695195361e-18,0.0446875425921874,0,0,0,-0.0984249887838711,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0220721740514524,0,0,0,-0.00158772062290084,0,0,0.0446150304903787,0.214617521796409,0,0,0,0,0.247684065231616,0,0,0.0581652174724047,0,0,0.00414213509441825,0,0,0,0,0,0,0.117241416398359,0,0,0.0641938198361829,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0537278027082032,0,0,0,0,0,0,-0.0968834900013973,0,0,0,0.00926684808314319,0,0,0.0100701893625659,0,0,0,0,0,0,0,0.0504166438154594,-0.0993958308254934,0,0,0,0,0,0,0,0,2.78280954371969e-05,0,0,0,0,0,0,0,0.0792127610775626,0,-0.00804025616525309,0.0258814926727112,0.145788244778373,0,0,-0.061783099597091,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.268254281902793,0,0,0,0.21816997436864,0,0,0,0,0,0,0,0,0,0,0,0,0.232279960258978,0,0,0,0,0.0149430998663084,0,0,0.169480223102094,0,0.310260679731302,0,0,0.0531734131929505,0,0,0,-0.0419530729062878,0,0,0,0,0,0.093012171666915,0,-0.00726658669716709,-4.33680868994202e-19,0.0903986085677319,0,0,-0.231403964999747,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.210840387461944,0,0,0,0,0,0,0,0.322058328356938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174332550704008,0.352195771811947,0,0,0,0,0,0,0.296023415540463,0.0469822935013583,0,0,0,0,0,0,0,0,0,-0.0548633123486657,0,0.0255572032723253,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337094934898654,0,0,0.0477002690523613,0,0,0,0,0,0.672419257689495,0,0.164571940885282,0,0,0,0,0,0,-0.145914072207506,0,0,0,-0.865712502574257,0,0,0,0,0.479145437751751,-0.514920211136681,0.431044250648464,0,0.0140632956180978,0,0.269074411625721,0,0
X601991.SH,0,0,0,0,0,0,0,0.0432438131311758,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00968715305815551,0.0374684005905114,0,0,0.0198362396379666,0,0,0.043324089021221,-0.0282354532375014,0,0.171950448023215,0,0,0,0,0,0.143225279351787,0,0,0,-0.0233495343939616,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0346730713902756
X600157.SH,0,-0.0761592453557825,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.535872863372893,-0.0595547190665739,0,0,0,0,0,0,0,-0.0495105994343099,0,0,0,-0.0202292970389727,0,0,0,0,0.0761084193237314,0,0,0,0.0769421077989537,0,0,0,0,0,0,0.0134407489876085,0,0,0,0,0,0,0.0534660763410883,0,0.0480937174278119,0,0,0,0,0,0,0.293838899178452
X600027.SH,0,0,0.0102683486896368,0,0,0,0.0518379680597319,0,0,0,0,0.0413273323884563,0,0,0.0246586169404632,0,0,0,0.0345081694579321,0,0,0,0,0,0,0,0,0,0.074927018434635,0,0,0,0,0,0,0,0,0,0,0,0,0.0340865658861959,0,0,0,-1.73472347597681e-18,0.0202721136385798,0.0347931464048088,0,0.00150837477094309,0,-0.0191396136596622,0.0285692268393984,0,0,0,0,0,0
X600886.SH,0,0.0419734697305067,0,0,0,0.00689065437818208,0,0,-0.0195012032547949,0.0085286638924999,0,0,0,0,0.0941412626635273,0,0,0,0,0,0,0,0.127304302026981,0,0,0,-0.0382060455736425,0,0,0,0,0,0,0.246747381775421,0,0,0,0,0,0.0694978289269331,0,0.132323656092148,0,0,0,0,0,0,0,0,0,0,0.0182248588407285,0,0,0,0,0,0
X600111.SH,0,0,0,0.00873858946939267,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0974652514467386,0,0,0.00872184498124922,0,0,0,0,0.0650845275469125,0,0.0959348806894938,0.0669003097234734,0,0,0,0.0799655524354674,0,0.051708933030779,0,0.0567720692942269,0,0.142599356919499,0,0,0,0,0,0.057496068853771,0,0.0562730863676624,0,0,0,0,0.00686402663174905,0,0,0,-0.0707507751294542,0.079108103445397,0,0,0,0,0,0
X601992.SH,0,0,0.134774046770675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271223326208235,-0.0291194787311524,0,0,0,0,0,0,0.273176944248103,0.0468063161655972,0.119098831639705,0,0,0,0,0,0.00457495293423012,0,0,0,0,0.0120842618015331,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0425162097381083,0,0.0996927836226189,0,0,0,0,0,0,0,0,0.134337440021313,0,0,0,0.0977377151349066,-0.020011647766058,0.0190118323054736,0,0,-0.0442573330774681,0,0,0,0.0784604473184125,0,0,0,0,-0.136049954046232,0.103784610118699,0,0,0.137749121512913,0.056334328171906,0,0,0,0,0.0814480111001095,0,0,0,-0.242700481287049,0.0330938459107574,0.0318899658995903,0,0,0,-0.168769247417936,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0295044179105431,0.266695733230195,0,0,0,0.013770658356275,0.0108423812190091,0,0,0,0.148666154929463,0,0,0,0,0,-0.317979781919663,0,0,0,0.00255945516650479,0,0,0.268169052374859,0,-1.38777878078145e-17,0,0.102360434641128,0,0,0,0,0,0,0,0,0,0,0,-0.0459026515905577,0,0,0.447312551859891,0.0540715262862362,0.0634527477410824,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.835026565546306,0,0,0,-0.0475510535318409,0,0.0388131193421258,0,0.121732345487814,0,0,0,0,0,0,0,0.0484278839054546,0,0,0.00498435692211029,0,0,0,-0.0810646729997426,0.0151570833087994,0,0,0,-0.0176860925057674,0,0,0.0929959308683822,0,0,0,-0.0754212293295963,0,0,0,0,0,0.00338327599980051,0,0,0.0123220587281595,0,0,0,-0.0457093934844175,0,0
X000898.SZ,0,0,0,0.0370409929233594,0,0,0.345312910621388,0,-0.0664540931764122,0.329902655176959,0,0,-3.46944695195361e-18,0,-0.131854190493379,0,0,0,0,0,0,0,-0.0221840516894571,0,0,0,0,0,0,0,0.693683397022553,0.0160893949289145,0,0,-0.107736275733254,0,0,0,0,0,0,0,0,0.0979333539452344,0,0,-0.284413932143141,0,0,0.0444828723775179,0.452839499379358,-0.0552526419207813,0.0622084437087711,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.0487137397292264,0,0,0,0,0,0.0451103573554199,0.0125175770012964,0,0,0.0309216352500651,0,0,0.0997690090839835,0,0,0,0.0249809210560331,0,0,0,0.0863286154369314,0.0796132745599433,0,0,0,0,0,0,0,0,0,0,0,0,0.0182531802334257,1.73472347597681e-18,0,0,0,0.140845357509528,0,0,0,0,-0.125385273651474,0.138216445945982,0,0,0,0,0,0
X000723.SZ,0,0,0,0,-0.888257442855375,0.150428988919073,0,0,0,-0.0548988732540664,0,0,0.179322424961855,0,0,0,0,0,0,0,0,-0.231471822797066,0,0,-0.0222326070400357,0,0,0.110057701062642,0,0,0,0,0,0,0.0192219629091905,0,0,0,0,0.302308967830815,0,0,-0.207153199253712,0,0,0,0,3.46944695195361e-18,0.0512185817693236,0.148028320380244,0,-0.0314475272365227,-0.060953933946375,0,0,0,0,0,0
X601158.SH,0,0,0,-0.0519295672718323,0,0,0,0,0,0,0,0,0,0,0.0443558169131636,0,0,0,0,0,0,0.188442802129992,0,0,0.051968248608551,0.0428395843037951,-0.0703851636010207,0,0,0,0,0,0,0,0.105186555550467,0,-0.0407785171597968,0,0.181352536960838,0,0,0.0121792580047018,0,0,0,0,0,0,0,0.0272820155585229,0,0,0.0363787882606946,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0486016700354781,0,0,0,0,0,0,0,0,0,0.079579188337767,0.0361529817675511,0,0,0.010762105660381,0.048406248029109,0,0,0.110162596635057,0,0,0.164424104264931,0,0,-1.73472347597681e-18,0,0,0,0,0,0.277406992214557,0,0,0,0.143771426925312,0,0,0,0,0.0614611127498495,0,0,0,0,0,0,0
X002075.SZ,0,0,-0.0475772019916596,0,0,0,0,0,0.0714598896472515,0,0,0,0,0.0174261757067582,-0.0398728034885024,0,0,0,0,0,0,0,0,0,0,0.15406219768866,0,0,0.109447214833016,0,0.0154162465959831,0,0.0086250710280759,0,0,0,-0.0278334833498605,0,-0.00289563072620656,0,0.0822941956623569,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0367533912135817,0,-0.0227795467058039,0,0,0,0,0,0,0
X000709.SZ,0,0,0.0596599156121288,0,0,0,0,0,0.00464205480379645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863577476084047,0,0.41599050842423,-0.0400850145470603,0,0,0.09412044298633,0,0,0,0,0,0,0.10727146442619,0.0753114876551389,0,0,0,0,0.0202788086725207,0.00393950154757714,0,0,0,0.141273078981145,0,0.0857299510348301,0,0,0,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0.132402148735988,0,0.298669040572354,0,0.106934525588221,0.051190031795282,0.360953127040294,-1.48089497991863,0,0,-0.582290844730935,0,0,0,0,0,0,0,0,0,0,0.302685835978667,0,-0.372442809921178,0,0,0,0,0,-2.77555756156289e-17,0,0.0417795246463997,0,0,0,0,0.13235472926661,0,0,0,0,0,0,0,0,0,-0.0516491754758772,0,0.0450905484620467,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0651074789604686,0,0,0,0,-0.000893893312160394,0,0,0,0.0635532919509337,0.0585381871309196,0,0,0,0,0,0.0429278187835099,0,0,0,0,0.062842860874768,0,0.0374518177951823,0.0527942179011059,0.121023061620952,0,0,0,0,0,0,0,0,0,0,0.193008130473693,0,0,0,-0.121195148834041,0,0,0,0,0,0.0119539335104435,0,-0.0350376311535203,0,0,0,0,0,0,0
X600583.SH,0.155210754540311,0,0,0,0,0,0,0,-0.0665968584607294,0,0.540174430593224,0,0,0.0838783785977591,0,0,0,0,0,0,0,0,0.0363723081992098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107952434969418,0,0.0125315905647914,-0.020665123667088,0,0,0,0,0,0
X000630.SZ,0,0,0.169250618385067,-0.0995144887565113,0,0,0,0,0,0.471474217457141,0,0,0.301320612693166,0,-0.0389709837512652,0,0,0,0,0.0199579030794938,-0.101588552547058,0,0,0,0,0,0.116798392881923,0.101274603360346,0,0,0,0,0,0,0,0,0.0798254846582617,0,0,0.192600041075839,0,0,0,0,0,0,0,-0.179419034733717,0,0.0233688517394958,0,-0.0387334865304221,-0.0446974890224076,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199238999447991,0.118642240891953,0,0,0,0,0.0875418418028115,0,0,-0.0156652143660107,0,0,-0.0340224462728186,0,0,0,0,0,0.0436758493376463,0.08054510253868,0,-0.0459912418931913,0,0,0.10921174403204,0,0,0,0,0,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0.0341587991337009,0,0.129802283107708,0,0,0.093457350756634,0,0,0,0,0,0,0,0,0,0.0104922011328199,0,0,0,0,0,0.236439583303041,0,0,0,0,0,0.270127339893932,0,0,0,0,0,0,0.19864402175735,0,0,0,0,0,0,0.0326373317194048,-0.0417898943228986,0,-0.0467982807020067,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556113739683852,0.0311299949712622,0,0,0,0,0.035595261816337,0.117200762529195,0,0.0144808233837697,0,0,0,0,0,0,0,0,0.113961836606228,0,0.056533927489219,0.01565755237225,-0.0617071411665538,0,0,0,0,8.67361737988404e-19,0.0122142395375611,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0.0368219365741625,0,0,0,0,0.101788249009271,0,0,0,0,0.0324034988631223,0,0,0,0,0,0,0,0,0.0344891582186195,0,0,0,0,0,0.0628542998039561,0,0,0,0,0,0,0,0,0.0174265591565707,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.181841403001737,0.0538624410712175,0,0,0,0.0309858614695723,0.0207087751582544,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964179734029488,0,0,0,0,0,0.16313339447231,0.0775552580996189,0.0829058200224168,0.0660410918670583,0,0,0.162121506069642,0,0,0,0,0.147142741824269,0,0,0.00805663183866977,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.143874024528977,0,0.666433519645736,0,0,0,0,0,0.26952806609975,0,0,0,0,-0.666784312633091,0,0
X000983.SZ,0,0,0,-0.0701776126538371,0,0,0,0,0,0,0,0,0,0.0536739936848759,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264057389719638,-0.10360681326318,0,0,0,-0.0224285706436571,0.0707302129565016,0,0,0.0404256283257616,0,0,0,0.0244831455579144,0,0,0,0,0,0,0,0.244367433342425,0.528120415828064,0,0,-0.00925137889899712,-0.0268627948810588,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0.183149300665069,0,0,0,0,0,0.0438682735897099,0,0,0,0.370122138872712,0,0,0.089966756170848,0,0,0,0,0,0.0756826143931113,0.044291953234185,0,0,0,0,0,0,0,0,0,0,0,0.133082414791187,0,0,0,0,0,0.0455394568052242,0,0,0,0,0,0.0466980698992934,0,0,0,0.00951709337170768,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0.103064981207962,0.0266932707655281,0,0,0,0.117519885308065,0,0,0,0,0,0.0321774073636948,0,0,0,0,0.0637171292531761,0,0,0,0.10940922917759,0,0.150984319069211,0,0,0,0.230016859307904,0,0.0825290089838321,0,0,0,0,-0.0934245638580887,0,0,0,0,0,0.286681039856648,0.0562336093840681,0.0129085004034194,0,0,-0.00116854633745538,0,0,0,0,0,0
X600021.SH,0,-0.00611682995838604,0,0.00809767512720825,0,0,0,0,-0.0696131323310537,0,0,0,0,0,0.0763614999556747,0,0,0,0,0.21414157916148,0,0,0,0,0.105526562691865,0,0,0,0,0,0,0,0,-0.111879317201942,0,0,0.042127589839467,0,0,0,0,0,0,0,0,0,-0.235060407226666,-0.0409421064623803,0,0,0,-0.0787644335167511,0.0352837477318508,0,0,0,-0.0180998826120624,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0.0084314382338895,0,0,0,0.00684498470255656,0,0,0,0,0.037966131802447,0,0.121876457115636,0.154877846389227,0,0.0225468524873001,0.0492400398799359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685461848126257,0,4.33680868994202e-19,0,0,0,0,0,0.0149287227853953,0,0,0,-0.0281733256718751,0.00638062615832842,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0.0219064037256595,0,0,0,0,0,0,0,0,0.0375028384174524,0,0,0.168300742775689,0.0245399866212425,0,0,0,0,0,0.190987589341572,0,0,0,0,0.0178695876023414,0,0,0,0,0,0.0823309953817335,0.00591525702630613,0,0,0,0,0,0.039607934707839,0,0.023088557053044,0.043538769908081,0,-0.00743877205034957,0.0238342904306353,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0.0633248695604483,0,0,0,0.0382665909927518,0,0,0,0,0,0,0.0950713197901067,0.0383934948518287,0,0,0,-0.152869487251588,-0.0102627767002068,0.465469219345138,0,0,-0.105585735541205,0,0,0.104123603864138,0,0,0,0.124675402145026,0,-4.33680868994202e-19,0.0215560620699734,0,0,0,0,0,0,0,0,0,0.0366213223788723,-0.0622474052278377,0,0,0,0,0,0
X000937.SZ,0,0,0.124812948510068,0,0,0,0,0,0.042060767711211,0,0,0,0.0192364542076935,0,0.0138384314357114,0,0.0164809446370046,0,0,0,0,0,-0.0350136530679862,0,0,0,0.0137940123536903,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773842179269792,0.279047475268488,0,0.278176291913616,0,0,0,0,0,0.528241364900593,-0.0203152885430865,0,0,0,0,0,0,0,0,0
X601699.SH,0,0,0,0.055330570780714,0,0,0,0.123906023874964,0,0.0914848833627511,0,0,0,0.175154407119913,0,0,0,0,0,0,0,0,0,0.0286678323304719,0,0,0.0123555199075465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193302040099646,0,0,-0.0388330872522422,0,0,0,0.470893928426168,0,0.0376975850681877,0,-0.0447747414078488,0,0,0,0,-0.00199047243972478,0,0
X002092.SZ,0,0,0,0,0,0,0,0,0,0,0.33140894674935,0,0.262993576398093,0,0.0784134842226577,0,0,0,0,0,0,0,0,-0.0251347089725423,0,0,0,0,0.234037062405724,0,0,0,0,0,0,0,0,0,0,0.225403643520588,0,0,0,0,0,0,0,0.0334371346697502,0,0,0,-0.200222207263733,-0.00999072559226506,0,0,0,0,0,0
Change_TY3M,0,0,0,0.0656852620605271,0,0.176110661547655,0,0,-0.0623051643210002,0,0,0,-0.071876654987694,0,0.101032503622588,0,0,0,0,0,0,0,0,0,0.0857634106761369,0,-0.0285098681799769,0,0,0,0,-0.113212602341924,0,0.0268584408474729,0,0,0,0,0,-0.0281424838279773,0,0,0,0.113148570626536,0,0,0,0,0,0.0888417227515794,0,0,0.0171855899326701,-0.0155482529149499,0,0,0,0,0
Slope,0,0,0,-0.193973040439042,0,0,0,-0.378364696460651,-0.0887172612524268,-0.350696711645118,0,0,0.509959346447811,0,-0.0312264590930665,0,0,0,0,0,0,0.535835245955755,0,0,0,0,0,0,-0.145304375653052,0,0,0.0705907311664823,0,0,0,0,0,0,0,0.165817014414448,-0.196111872086704,0,0,0,0,0,0,0.250043408917493,0,-0.257574168167137,0,0,0.464588968758929,0,0,0,0,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674750232516822,0,0,-0.0495609410909244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0902551519117257,0,0,0,-0.151348335306453,0,0,-0.360067689593725,0,0,0,0,0.579861616571522,0,0,0,0,0,0,0
RealEstate_excess,0,0,0,-0.0336846819704762,0,0,0,0,0,0,0,0.0599328738600038,0.0147253414832285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485309611133604,0,0.0905101751309458,0,0,0,0,-0.19439337092732,0,0,-0.0533209104204174,0,0,-0.00416633663832638,0,0.0938335257548381,0.0389514209176202,0,0,0,-0.0861812119033035,0,0
MKreturn,0,0,0,0,0,0,0,0,0.0886878201962204,0,-0.116108185278485,0,0,0,0.0791184436597859,0,-0.0573013321733123,0,0,0,-0.0620534235021846,0,-0.015399142665859,0,-0.00299536622432053,0,0,0,0,0,0,-0.0271210399493045,0,0,0,0,0,0,0,0,0.0421153667918035,0,0,-0.00345162401397398,0,0,0,0,0.0163900473243373,-0.0913590919997985,0,0,0.0301403536138863,0.178330798114738,0,0,0,0,0
