,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X002466.SZ,X600795.SH,X000786.SZ,X600352.SH,X002271.SZ,X601991.SH,X600688.SH,X002353.SZ,X600176.SH,X600111.SH,X601992.SH,X600027.SH,X600583.SH,X600426.SH,X000723.SZ,X600299.SH,X600516.SH,X600489.SH,X000898.SZ,X601158.SH,X600219.SH,X000883.SZ,X600612.SH,X000709.SZ,X000792.SZ,X002080.SZ,X000553.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000818.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0251793149711578,0.0543800647538939,0,0.067753556084705,0,0,0,0,0,0.0193926754886215,0,0,0,0,0,0,0.244473306728408,0,0,0,0.0256186805558218,0,0.0728565954069816,0,0,0.00256955523445534,0,0,0,0,0,0,0,0,0,0.0823060415503505,0,0,0,0,0.0933723011054292,0,0,0,0,0,0,0,0.044070486916617,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0165030658575503,0,0,0,0,0,0,0.0688706408756051,0,0,0.0263767590063181,0,0.0358280563585924,0,0,0,0.277559421022622,0,0,0,0,0,0.0209338337867815,0,0,0,-1.73472347597681e-18,0,0.0102236812112234,0,0,0,0,0,0,0,0,0,0,0,0.0568002449729141,0,0,0,0,0,0,0,0.0157043640821345,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0287161482830032,0,0,0,0,0,0,0.313096518952725,0,0.0163543346174146,0,0,0,0,0,0,0,0,0,0,0,0.0452228187717916,0,0.0984549504084667,0,0.0223907792894702,0,0,0,0,0,0,0,0,0.0557006940095733,0.0486005101901501,0,0,0,0.00317135258580051,0,0,0,0,0,0,0,0.00378594631984751,0,0
X600585.SH,0,0,0,0,0.0838194661095343,0,0,0,0,0,0,0,0,0,0,0,0,0.444774715322781,0,0,0.0165020309550466,0,0.00125143957899164,0,-0.0320926397097581,0,0,0,0,0,0,0.0945959526540441,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0799617245834497,0,0,0,0,0,0,0,0.0285144036476576,0,0,0,0,0.057009293358236,0,0
X600309.SH,0,0,0,0.035616581306793,0,0,0,0,0,0,0,0,0,0,0,0.174245031672059,0.00765788812232137,0.303507071261996,-0.0248291993377799,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219336019428764,0,0.0129417546722069,0.126417810455512,0,0,0,0,0,0,0,0,0,0,0,0,0.0955786681421412,0.00743877395026926,0,0,-0.0336608509061052,0,0,0,-0.00989460395569264,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.13904739968371,0.104164327585681,0,0,0,0,0,0.0351148830901149,0.164490241217607,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0103807732897568,0,0,0,0,0,0.246096375288014,0,0.0252150726179201,0,0,0,0,0,0,0,0,0,0.0938054568391133,0,0,0,-0.00255732665714253,0,0,0,1.73472347597681e-18,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837478132926546,0,-0.0624918153235277,0,0,0,0,0,0,0,0.0963708351089002,0,0,-0.159653653086615,0,0.0459506877291382,0,0.000638161835301342,0,0.89199852926924,0,0,0,0,0.198539393529423,0,0.0259095572614282,-0.0617011867571018,0,0,0,0,0,0,0,0,0.0144384842844246,0,0,0,0.0164410998519719,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260246272682286,0,0,0,0.0795959209792036,0.0844626051161873,0,0,0.128822203517224,0,0,0,0.0824228319929419,0,0,0,0,0,0,0.0664962198217782,0.122223711573999,0,0,0,0.0316192692156936,0,0,0,-0.0026432620452502,0,0,0,0,0,0
X000708.SZ,0,0,0,0.197886258879134,0,0,0,0,0,-0.113075645391873,0,0,0,0.309104372187764,0,0,0,0.0760194556445008,0,0,0,0,0,0,0,0.149432796426258,0,0,0,0,0,0,0.111248419983469,0.203056132668634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697514597564212,0,-0.104966975685391,0.127032409357927,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739697578423153,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.431579881088889,0,0.0680440759017728,0.0862426061251286,0,0,0,0,0,0,0,0,0,0,0.0380526335156074,0,0,0,0,0,0,0.0403062274478714,0,0,0,0,0.0938957074289434,0,0
