,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X600027.SH,X000708.SZ,X600489.SH,X000301.SZ,X002466.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600176.SH,X600426.SH,X000983.SZ,X600219.SH,X000408.SZ,X002128.SZ,X601699.SH,X000877.SZ,X000630.SZ,X600096.SH,X600157.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X002271.SZ,X600995.SH,X000883.SZ,X600378.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0809159245068095,0,0,0,0.110050879005471,0,0,0,0,0,0,0,0.0603523545719605,0,0,0,0,0,0.322848936420561,0,0,0.266542089942261,2.16840434497101e-19,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0162562500446837,0,0,0,0,0,0,0,-0.0229507638639577,0,0,0,0,-0.0190248621080755,0,0
X601088.SH,0,0,0,0,0.450287969028493,0,0,0,0,0,0.0570741737611495,0,0,0,0,0,-0.0973573372254902,-0.0117458646823687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127288084610093,0,0,0,0,0.0619045141871447,0,0,0,0.00744791700078712,0,0,0,0,0,0,0,0.0138513111072483,0,0,0,0,-0.0202046870724153,0,0
X600028.SH,0.0650756455331782,0,0,0,0.073192217738411,0,0,0,0,0,0,0,0,0,0.0146471814869482,0,0,0,0,0,0,0,0.0823202167686052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011013476999553,0,0.260103500321435,0,0,0,0,0,0,0,0,-0.032499628495152,0,0.0160124103153634,-0.0374891894853959,0,0,-0.0397821667883098,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875063324283684,0.0814413067049302,0,0,0,0,0.313898188068656,0.0265352857750823,0,0,0,0,0,0,0,0,0,0,0,0,0.187186987566812,0.0713306402840563,0,0,0,0,0,0,0,0.00995927875806023,0,0,0,0,0,-0.0390722413558065,0,0,0,0,0,0,0
X601898.SH,0,0.692310154182022,0,0,0,0,0,0,0,0,0,0,0,0,0.0510924807677041,0.0243965940147912,0,0,0,-0.026477406436208,0,0,0.154494569443327,0,0.0182582047786317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113609873382993,0,0,0,0,0,0,0,0,0.0335096261833957,0,-0.0227609042221716,0,0,1.73472347597681e-18,0,0
X600660.SH,0.105855081922698,0,0,0,0,0,0,0.177450326983798,0,0,0,0,0,0,-0.059320793507289,0,0,-0.0952783838025511,0,0.241233101994569,0,-0.114268725303751,0,0,0,0,0,0,0.143497454894477,0,-0.0400190501032523,0,0,0,0,0,0,0,0,0,0,0,-0.0905315068048189,0,-0.170502595304967,0,0,0,0,0,0,0,-4.33680868994202e-19,0,3.46944695195361e-18,0,-0.042969296615306,0,0
X600019.SH,0.188533149932867,0.0752906712249617,0,0,-6.93889390390723e-18,0,0,0,0,0.220331589658182,0,0,0,0,0,0,0,0,0,0,0.162418929746307,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0147722918779303,0.10889982877945,0,0,0.112693981429204,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.00326121077385646,0,0,0,0,-0.00623604733274708,0,0
X600188.SH,0,0,0,0.277624821759747,0.224453606274859,0,0,0,0,0,0,0,0,0,0,0,0.0297144726315802,0,0,0,0,0.106004847815517,0,0,0,0.011792501911682,0,0,0,0,0.0359173035956879,1.38777878078145e-17,0,0,0,0,0,0,0,0.0728176503978963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651799971017051,0,0,-0.0756383494777572,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112314033164712,0,0,0,0,0.0138034960971329,-0.0332334819781191,0,0,0.137123553793364,0,0,0,0.104378795907355,0,0,0,0,0,0,0,0,0.194308350186313,0,0,0,0,0.383616776599572,0,-0.0114531147406579,0,0.0327168597757283,0,0,0,0,0,0.0848435263878962,0,0,0,0,0.0406573129650397,0,0
X601600.SH,0,0,0,0,0,0,0.290905288579274,0,0,0,0,0,0,0,0,0,0,0,1.17317776646916,-0.0808806930946657,0,0,0,0,0,0,0,0.105091604592695,0.0812606051191199,0,0,0,0,0,0,0,-0.278165775600144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216640920905151,0,0,0,0,-0.0326464936382304,0,0
X600886.SH,0,0.00911736027615461,0,0,0,0,0,0,0,0,0,0.0404128991464116,0,0,-0.228725172454067,0.443158157638112,-0.0321850163003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942518878265333,0,0,0,0,0,0,0.0175960783078772,0,0,-0.0784830963199185,0,0,0,0,0,-0.00938337130630346,0.0159116002662762,0,0,0,-0.0152506932260593,0,0
X600011.SH,0,0,0,0,0,0,0,0.106288211267996,0,0.031512897388706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261025763936817,0,0,0,0.0711044034432296,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00110345470839557,0.0041461560631342,0,0,0,-0.0235179183342211,0,0
X600547.SH,0,0,0,0,0,0,0.0124901647004223,0,0.0406784392748159,0.040788649468833,0,0,0,0,0,0,0,0,0,0,-0.075985066882075,0,0,0.566461300393932,0,0.0762485059573479,0,0,0,0,0,0,0,0,-0.0602202026385002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636052602960356,0,0,0,0,0,-0.0186438795993027,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299769886497638,0,0.185554426373783,0.249581258363773,0,0.0701838955870978,0,0,0,0,0,0.0082347206190937,0,0,0,0,0,0,0,0.0167068847954002,0,0,0,0,0,0.0479557792947898,0,0,0.197268120006851,0,0,0,0,0,0,0,0,-0.0107386239587955,0.0107947091584176,0,0,0,0,0,0
