,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X000792.SZ,X002470.SZ,X600022.SH,X600098.SH,X601918.SH,X000629.SZ,X600489.SH,X600808.SH,X600863.SH,X600307.SH,X600623.SH,X600578.SH,X600160.SH,X600612.SH,X600547.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.847956387165447,0.0609129556794448,0,0,0,0,0,0,0,-0.0734248325356989,0,0,0,0,0,0,0,0,0,-0.0645187735816851,0,-0.0137469027288905,0,0,0,0,0,0,0,0,0,-0.0114837012222486,0,0.0192907230685251,0,0,0,0,0,0.0245344378856046,0,0,0,0,0,0,0,-0.0133253528042576,0.0445799342622425,0.0448649420090807,0,0,0,0
X600028.SH,0.400013305744633,0,0.177781427633516,0,0.0272510427485284,0,0.149397084315576,0,0,0.0170097641113744,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.10036575522018,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0111575007084065,0,0,0,0,0,0,0,0,0.0031713337804911,0.116681376854681,0,0,0,0,0
X601088.SH,0,0,0,0.101215552882338,0.180644750221597,0.339549373923202,0.094679192180274,0,0,0,0,0,0,0,0,0,0,0,0.16989900645335,0,0,0,0,0,0,0,0,0,0,0,0,0.0749881281933086,0,0,-0.0318706162432882,-0.127091824915397,0,-0.00701252616296429,0,0,0,0,0,0,0,0.000373012493610054,0,0,0.01171461218732,0,0,0,0,0,0
X600011.SH,0,0,0.134772103688223,0,0,0,0,0,0,0,0,0.244290029228388,0.316833922431244,0,0,0,0,0.167049640655278,0,0,0.0954162319921127,0,0,0,0,0,0,0,0,0,0,0.0452884270514776,0,-0.016810884978273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0276438290283431,0,0,0,0,0,0,0,0,0,0,0,0.334832258090446,0,0,0,0,0,0,0,0,0,0.0245689540058616,0,0,0,0.127350261814131,0,0,0,0,0,0,0,0,0.09398280171408,0,0,0,0.111708133392106,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.1816878208986,0.0676936173938805,0,0,0,0,0,0.0583911717040399,0,0.0140440631546889,0,0,0,0,0,0,0.178883530310559,0,0,0,0,0.0557442721765774,0,0,0,0.120691827260401,0.0161908121609632,0,0,0,0,0,0,0,0.021914246538899,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0276321425491779,0,0,0,0,0,0,0
X600585.SH,0,0.0210459405882464,0,0.0099966526497948,0.0536162990912584,0.115591757874229,0,0,0,0,0,0,0,0.0790604144219682,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.31663097763842,0,0,0,0,0,0.258063561189266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0778597112273223,0.31660797996785,0,0,0,0,0,0,0.0678677436098574,0,0.161472160206833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179672407278623,0,0,0,0,0,0.182796488658274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0102278188346403,0.105110888586001,0.0495937766114636,0.0847027257013582,0,0,0,0.00695522665549091,0,0.0169301212536699,0,0.0706372360283703,0.0441235575790235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529582343792038,0,0.199981263784087,0,0,0.242954389106842,0.00826462497953095,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658265909580663,0,0,0,0.125355889598503,0,0,0.142663920191996,0,0,0,0,0,0,0,0,0,0,0,0,0.176068141142872,-0.0239251237318814,0,0,0,0,0.0284487716421489,0,0,0,0,0,0,0,-0.0308381463497922,0,0,0,0,0,0
