,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X000877.SZ,X600010.SH,X601600.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600426.SH,X600886.SH,X600176.SH,X000723.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X000807.SZ,X000786.SZ,X600795.SH,X002080.SZ,X600096.SH,X601699.SH,X000983.SZ,X600688.SH,X600141.SH,X002353.SZ,X600801.SH,X000959.SZ,X601168.SH,X000960.SZ,X600489.SH,X000825.SZ,X000630.SZ,X300073.SZ,X600027.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.170915999279384,0,-0.00448665856471139,0,0,0,-0.0240244636513466,0,0,0,0,0,0,0,0,0.122895282250089,0,0,0,0,0,0,0,-0.0176051657999882,0,0,0,0.00682899949494025,0,0,0,0,0,0.0835880014668496,0,0,0.114152974937006,0,0,0.110290486717772,0,0,0,0,0.0667756681626975,0,0,0,0,0,0,0,0.0622124285525317,0,0
X600028.SH,0.241598036572204,0,0.011048813470018,0,0,0,0,0.020353658719841,-0.0453426356432628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102752553982185,0,0,0,0,0,0.0573169062924626,0.0422704925407078,0,0,0.0361939813325635,0.0395439584673228,0,0,0,0,0.0175478773991519,-0.0069253842290765,0,0,0,0,-0.00239364971655174,0,0,0,0.00616353372371264,0,0
X601088.SH,0.0828966115467232,0,0,0,0,0,0,0.125977983892335,0,0,0,0,0,0,0,0,0,0,-0.282028183456441,0,0,0,0,0,0,0,0,0,-0.0576392237636934,0,0,0,0,0,0,0.0805147540155938,0.274657579725372,0,0,0,0,0,0,0.0669634787123832,0,0,-0.0436977160431097,0,-0.0112823199133155,0,0,-0.0649093458723643,0.0691262831064778,0,0,0,0.0104532878132352,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114181275035344,0,0,0.0385242354208169,0,0,0,0,0,0,0.023098449034454,0,0.0797354926196882,0,0.0429985595807919,0,0,0,0.0126597187293415,0,0,0,0,0,0,0,0,0.0738045520548641,0,0,0,0,0,0,0,0,0,-0.012360096348366,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0997155673439684,0.0622521466863736,0,0,0,0,0.00101650110915626,0,0,0,0.070481831451498,0,0,0,0,-0.0141862189007827,0,0,0,0.105449532264379,0,0,0,-0.00587353909522519,-0.00483665751858542,0,0,0,0.37082000255272,0,0,0,0,0,0,0,0,0,0,-0.0114770475228646,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.107481060956302,0,0.366181223101737,-0.0118940673110761,0,0,0,0.0179720171120043,0.0324787843852837,0,0,0,0,0,0,0,0,-0.233783935894178,0,0,0,0,0,0,0,0.151224069758986,0,0,0,0,0.0505019831725613,0,0,0,0.118234585847356,0,0,0,0,0.275181713503095,0,0,0.0910514746620458,-0.00245178950403774,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.370641423380147,0,0.317006678708974,0,0,0,0,-0.10569015441079,-0.0210628202427612,0,0,-0.0787854003836749,0,0,0,0,0,0.108970915065979,0,0,0,0,0.114868272347063,0,0,0,0.145585687452328,-0.110806224290678,0,0,0,0,0,0,0,-0.0140247266270169,0,-0.400839140771582,0,0,0,0,0,0.00786046606591342,0,0,0,0,0,0,0
X600188.SH,0,0,0.225244081398551,0,0,0,0,0,0,0,0,0.0971448174375558,0,-0.22887270527638,0.118936901518089,0,0,0,0,0.350271301928541,0,0,0,0.0481315809933781,0,0,0,0,0,0,0,0,0,0,0,0.132169411273768,0.116843880704315,0,0,0,0,0.0254885561765864,0.264582396598083,-0.133874423121742,0,0,0,0,0,0,0,0,0.0289465409470774,0,0,0,-0.0261006252018607,0,0
X600111.SH,0,0,0,0,0,0.0209376281074741,0.0548175449169041,0,0,0,0.160198104218084,0,0,0.187839347669706,0,0,0,0.167987015345856,0,0,0,0,0,0,0,0,0,0,0,0,0.0607099094743846,0,0,0,0,0,0.0744896998628051,0,0.183505271039599,0,0,0,0.0322523060090704,0,0,0,0,0,0,0,0,0.0141664717310761,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981681945366992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.214671541669198,0.168378050923873,0.0467208048855999,0,0,0.215880530412332,0,0,0.0841923072967379,0.0180033122300246,0,-0.00121277659622216,0,0,0,0,0,0,0
