,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X600795.SH,X000723.SZ,X600688.SH,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X002271.SZ,X600516.SH,X600489.SH,X000786.SZ,X000898.SZ,X600176.SH,X600299.SH,X002460.SZ,X002466.SZ,X000709.SZ,X601158.SH,X000883.SZ,X600426.SH,X600612.SH,X600219.SH,X000629.SZ,X002353.SZ,X000630.SZ,X000027.SZ,X600583.SH,X000553.SZ,X000825.SZ,X600985.SH,X601699.SH,X000401.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156286668658234,0,0.034012311637361,0.0876683271622855,-0.00127947373512247,0,0,0,0,0.0350635901740568,0,0,0,0.0130683519046068,0.0912555723538109,0.0119983833882577,0,0,0,0,0.00787776544143022,0,0,0.0686005382263359,0.0626528502402126,0,0,0.0419266205529456,0,0,0,0,0,0,0,-0.00623864479735124,4.33680868994202e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0653792888403502,0,0,0,0,0,0,0,0,0.0640640319169846,0,0,0,0,0.0983653865116456,0,-0.00273188291594404,0,0,0,0,0,0,0,0,0,0.0785490663315905,-1.0842021724855e-19,-0.0273878505198547,0,0,0,-0.0313212898358189,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237911734752332,0,-0.0109435105984546,0.012529702032751,0,0.225788110240505,0,0.000313151953824127,0,0
X601088.SH,0,0,0,0.333472217179558,0,0,0,0,0,0,0,0,0,0.102597003237807,0,0,0.0672344589370346,0,0,0,-0.00992682573542931,0,0,0,0.0739959972655713,0,-0.0120852558772292,0,0,0,0,0,0,0,0,0.10068114446255,0,-0.00158014511282301,0,0,-0.0164816763889827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101635609717246,0,0
X600585.SH,0,0,0,0,0,0,0.0412167721299876,0,0,0,0,0,0,0,0,0,0.133569115413175,0,-0.102597517789004,0,0,0.42643652482321,0,0,0.147953794489775,0,0,0,0,0,0,0,0,0,0,0,0.0951776357651668,0,0,0.0322832453230187,0,0,0,0,0,0,0,0,0,0,0,-0.0143394874874915,0.011701368096444,0,0,0,0.0306458459574341,0,0
X600309.SH,0,0,0,0,0,0,-0.0594555649870066,0,0,0,0,0,0,0.0778257409733878,0,0,0,0,0.0718520498721314,0,0,0,0,0,0,0.234214254670323,0,0,0,0,0,0.0756188219689328,0.00747149360508786,0,0,0.148524226602269,0.0281547776399556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,4.33680868994202e-19,0,0.0368084025599957,0,0,0,0.190299760124734,0,0,0,0.075518986784178,0,0.0392340512223048,0,0,0,0,0,0.000557675196633034,0,0,0,0.0096189926761369,0,6.93889390390723e-18,0,-0.0612802377350648,0,0,0,0,0,0,0,0,0,0,0,0.175833181905299,0,0,0,0,0,0,-0.0132679737689163,0.0262647254677609,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0873217602801383,0,0,0,0,0,0,0,0,-0.294579705743488,0,0,0,-6.93889390390723e-18,0,0,0,0.00139180446421095,-0.0846057537059351,0.153611082881462,0,0,0,0.621384470733182,0,0,4.33680868994202e-19,0,0,-0.0361382118605421,0,0,0,0,0.155427234414039,0,0,0,0,0,0,0,0,0,0,0,-0.382568888433271,0,-0.053173778013807,0,0,0,0,0.106334436266833,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03360535334726,0,0,0,0,0.153374325132466,0.41535849560404,0.0833492389900985,0,0,0,0,0,0,0,0,0.0450300971993047,0,0,0,0,-0.103849403934424,0,0,0.199473108222899,0,0,0,0,0,-0.0934674083786838,0.0327615790491963,0,0,0,0.024097020975819,-0.0468630295931144,0,0,0,-0.00306130833929162,0,0
X600010.SH,0,0,0,0,0,0,-0.0183221161270097,0,0,0.0114841450141575,0,0,0,0,0,0,0,0,0.10711301761178,0.112613638524255,0.0674240381750957,-0.0125439613238613,0,0,0,0.0635583641126996,0,0,0.00637049112935082,0,4.33680868994202e-19,0.0121098552889579,0,0,0,0,0,0,0,0,0,0,0,0,0.0674441750407577,0.0983364497150176,0.153534296231418,0,0,0,0,0,0.00904887234070418,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109684139178862,0,0,0.00556655560592996,0,0.0719795384848843,0,0,0,0,0.136803254576706,0,0.00249221518658333,0,0,0.0558849166320165,0,0.0188342308389505,0.0393938073120314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249736438321664,0,0,0,0,0,0.0402022255957428,-0.0310388693082684,0,0,0,3.46944695195361e-18,0,0
