,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X002271.SZ,X600010.SH,X000708.SZ,X601600.SH,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600096.SH,X600219.SH,X600489.SH,X002080.SZ,X000723.SZ,X600378.SH,X000831.SZ,X000933.SZ,X600348.SH,X000630.SZ,X300037.SZ,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0415831423941256,0.347125607955402,0,0,0,0,0,0,0,0,0,0,-0.000113840215570446,0,0.0586409695521868,0,0,0,0,0,0,0.0562431467979776,0,0,0.0526035885186306,0,0,0,0,0.121332765215561,0.0149030554587209,0,0,0,0,0,0,0,0,0,0,0,0,0.0606307438060935,0,0,0,0,0,0,-0.0158093978285601,0.00554552629821529,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.455107330299269,0,0,0,0,0.0410743019790652,0,0,0,0,0,0,0,0,0,0.0375139464865138,0,0,0,0,0,0,0.0147549833737287,0,0,0.113832638729959,0,0,0,0,0,-0.0537084487406671,0,0,0,0,0,0,-0.0501068091542579,0,0,0,0.0148805571388944,-0.0327826539737929,0,0,-0.0861080588443062,-0.0178914222062267,-8.67361737988404e-19,0,0,0,0,0,0
X600028.SH,0.227897498572512,0,0,0,0.008745695244489,0,0,0,0,0,0,0,0,0,0,0.0223205188687778,0,0,0,0,0,0,0,0,0,0.147214044491941,0,0,-0.0074378261233085,0,0.201417941480815,0,0,0,0,0,-0.028924652781433,-0.0380076256190414,0,0,0,0,0,0.0206693968728721,0,0,0,0,0,0,0,0.0137549081255735,0.00210284991109343,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.106472046751746,0,0,0.210552502733436,0,0.0148494649132213,0.00792926876214113,0,0,0.0993154122317223,0,0,0,0,0,-0.0658866371488653,0.0466204428479381,0,0,0,0,0.273354087075183,0,0,0,0,0,0,0,0,-0.078665263132678,0,0,-0.0424469238542554,0,0,0,0,0,0,0.0169707376314396,0.0256935849187926,-0.0336510146597125,0.01032206079109,0,0,0,0,0
X600188.SH,0,0.830235557960804,0,0,0,0,0,0,0,0,0,0,0,0,-0.22830911591162,0,0,0,0,0,0,0,0,0.0767640052785888,0,0.0424243088806476,0.103544668874791,0,0,0.0837944482390433,0,0,0,0.00187008526104218,0,0,0,0,0,0,0,0,0,0,0.208911062070738,0.0876622014999147,0.016697972750592,0,0,0,-0.071056414704573,0,-0.0124000455286456,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.61022050795094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532440971196679,0,-0.0160873174931824,0.0348688151897269,0,0,0,0,0,0,0,0.0866660757934835,0.0691461262850708,0,0,0,0,0,0,0,0,0,0.0743709290880308,0,0,0.00422233331067261,0.00857638576890507,-0.00125304302813028,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.863586916901771,0,0,0,0,3.46944695195361e-18,0,0,0,0,-3.73042686743104e-05,0,0,0,0,0,0,0,-0.0797699014902307,0,0.111666007136098,0.024554464005593,0,0,-0.0584559975058529,0,-0.187193656573753,0,0.0757939864144103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426011993847329,0,0,-0.0839451779954734,0.000273435902743018,0.00170775840519552,-0.0658790869004718,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016065074489113,0,0,0,0.218954781422061,0,0,0.407216354375891,0,0,0,0,0,0,0,0,0,0,0.15948868357909,0,0,0,0,0,0,0,0,0.0744521508535731,0,0,0,0.0879016957734131,0,0,0,0,0,0.103160572104332,-0.00560689782338086,0.00775512667670082,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0191047834484183,0,0,0,0,0,0,0,0,0.0497633067807743,0,0,0.195464573036277,0,0,0,0,0,0,0,0.0967139751750121,0,0,0,0.0592293457738016,0.204584134267668,0,0,0,0,0,0,0,0,0,0,0,0.0121569454475797,0,0,0.0554971092358092,0,0,0,0,0.00704217854130935,-0.00897605267102723,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.361813070750594,0,0,0,0,0,0,0.0840481168839768,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317277386952428,0,0.00409779772266863,0,0.000127478166431714,0.0423655049329242,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0412378201793137,0,0.135936399759415,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.209241481377483,0,0,0,0,0,0,0,-0.0358789832928377,0,0,0.0679712841040208,0,0.065955443114341,0,0,0.555404189547376,0.102211239912318,0.257769660260778,0.0799390411178504,0,0,0,0,0,0,0,0,0,-0.0187108732852574,0.197089789264636,0,-0.139982683399338,0.121709145948824,0,0,0,0,0,0,0.0251776874921816,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.139156267601935,0,-0.0222170663845504,0,0,0,0,0,0,0,0,0,0,0,0.0287467187967347,0,0,0,0,0,0,0.10822207664973,0.161579881472465,0,0,0,0.104962290881231,0,0,0.0714809211309766,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0762292270197982,0.0973071296891889,0,0,0,0,0,0.0099342841461869,0,-0.0140054207451127,0,0,0,0,0,0
X600111.SH,0,0,0,0.027663012913758,0,0,0.0637437675581533,0.0338707078747524,0,0.215896870033167,0,0,0,0,0,0.120079584534626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803014063428221,0,0,0,0,0,0,0,0,0,0.301615446747986,0,0,0,0.0218954719300434,0,0,0,-0.0185329089960233,0.039878757358651,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0.0142108575765581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188698676268494,0.075227237756035,0,0.0454476531597272,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0907094669846495,0,0.590098594544865,0,0,0,0,0,0,0.350077489294392,0.0632546439563116,0,0,8.67361737988404e-19,0,0,0.0944006267320411,-0.0212076840145181,0,0,0,0,0,0
X600660.SH,0,0,0,0.151884333546731,0,0,0,0,0,0.0397244317372286,0,0,0.0646851728760203,0.0521757223270136,0,0,0,0,0,0,0,0,0,0,0.0369577589487488,0,0,0,0,0.121989945516663,0,0,0,0.104407416308186,0,0,0,0,0,0,0,0.0456536791274032,0,0.0317728964113597,1.0842021724855e-19,0,0,0.00742431928023734,0,0,0,-0.0211114020592379,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.172942513563749,0,0,0,0,0,0,0,0,0,-0.00828999977867001,0,0,0,0,0,0.0400673142482835,0,0,0.0186525258061247,0,0,0,0,0,0.687630287824739,0,0,0,0,0,0,0,0,0,0,-0.0488196016260253,0,0,0,0,-0.00936157176027045,0,0,-0.115132321786474,-0.0100571414986296,0,0,0,0,0,0,0
X600010.SH,0,0.152682543977241,0,0,0,0,0,0,0,0,0,0,0.156432638788356,0.0577968131922107,0,-0.110906104796272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771842161381027,0,0,0,0,0,0,0,0,-0.0633359714676275,-0.0779588230993769,0.134979678127498,0,0.129182037081437,0,0,0,0,0,0.14102695826128,0,-0.0075289150517806,0.0124773340498702,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.084097094102299,0.43363142728644,0,0,0,0,0,0.0311872515296824,0,0,0,0,0,0,0,0,0,0,0,0,0.0774069478135604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100544200075646,-0.0378002540916493,0,0,0,0,0,0,0,-0.021400159659193,0.0154378557488153,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0181941902810292,0,0,0,0,0,0,0,0,0,0.281938993711201,0,0,0,0.142660763784756,0.114708148091831,0,0,0.124135866181405,0,0,0,0,0.0923117736324056,0,0,0,0,0,0,0,0,-0.0275846399603206,0.053587141584215,0.08017479748559,0,0,-0.0256579560713563,0,0,0,0.0186557167130374,0,0,0,0,0,0,0
X600547.SH,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.152387271696343,0.157119575355677,0,0,0,0,0,0,0,0,0.00968740597795252,0,0,0,0.170270045963187,-0.1731942066198,0.0764031938110469,0,0,0.15304746358507,0,0.0606935022690386,0,-0.00108745732775066,0,0,0,0,0,0.529381810199408,0,0,0,0,0,0,0,0.0155467576353784,0,0,0,0.016054039155982,-0.0254939272395788,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0.0447172457345234,0,0,0,0,0,0,0,0,0.108960806614442,0,0.190421578512288,0,0,0,0,0,0,0,0,0,0.17848829635896,0,0,0.34919869664569,0,0,0,0.00928607456291682,0,0,0,0,0.0668937099737775,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0149723948942175,-0.00550966654226081,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0359007703409451,0,0,0,0,0,0.167747818834904,0,0,0,-0.0805550662782147,0,0,0,0,0,0,0,0,0.00932087654164274,0,0,0,0,0.123914241890083,0,0.0434888371811116,0,0,0,0.050449587324018,0,0,0,0,0,0,-0.018839674307444,0.0316990117496886,-0.0363873956949282,0,0,-0.272412717996586,0,0,0,-0.0289187075402098,-0.00673093367596783,-0.016448013817416,0,0,0,0,0,0
X600426.SH,0,0.00606671235075981,0,0,0,0,0,0,0,0,0,0,0,0.0155866221566643,0,0.0604651170409969,0,-0.0631696902605445,0,0,0,0,0,0,0,0.280079583900086,0,0,0,0,0.025411801213978,0,0,0,0,-0.0167643890224935,0,0,0,0,0,0,-0.199967589188348,0,0.0317092617643355,0.176388298222275,0,0,0,0,0,0,-0.0205846271474809,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.063779817913979,0,0.141307981873078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317162352052108,0,0.150050353807363,0,0,0,0,0,0.322529167218819,-0.26906976632449,0,0,0,0,0.145909974169327,-0.228194584457597,0.0203983815782932,0,-0.143390476230692,0,0,0,0,-0.0303590164054465,0.0238279665989707,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0323005833654271,0,0,0,0,0,0,0,0,0.0745898086086213,0,0,0.197798991067489,0,0,0,0,0,0,0,0,0,0.134376224538181,0,0.00367826704974457,0,0.23300530941132,0,0.0257161144234215,0,0,0,0,0,0,0,0,0.0158244779110719,0,0.0461419496259755,0,0,0,0,0.00625467457358396,-0.00256985589438091,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0.210463344041051,0,0,0,0.168957375899806,0,0,-0.0124075437042128,0,0,0,0,0.0214528565390399,0,0,0,0,0,0,0,0.208794804842889,0,0,0.336030692980489,0,0,-0.39924449750589,0.0901243026715693,0,-0.0911732784834346,0,0,0,0,0,0,0,0,0.540786477328727,0,0,0.180912987780942,0,0,0,0.00211401609262515,-0.0214849310167599,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.507768630562833,0,0,0,0,-0.0139681932253769,0,0,0,0,0,-0.00734134009172093,0,0,0,0,0,0,0,-0.0726662953329071,0,0,0,0,0.109050868687298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170158733394631,0,0.140207699609764,0,0,0,0,0,0.0122935691592773,-0.00750197133239505,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0.0220184763392264,0,0,0,0,0,0,0,0,0,0.0231482300721063,0,0,0,0,0,0,0.132024265054636,0,-0.00926534741881059,0,0,0.000366087480297411,0,0,0,0,0,0,0,0,0.249011182586889,0,0,0.0366340293832355,0.203220710496934,0,0.00919461340428807,0.00136454417202357,0,0,0,0.0353262846345207,-0.0215508827693424,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0.644982532757063,0,0,0,0,-0.117754064567672,0,0,0,0,0.160186811438911,0,-0.111682513639787,0,-0.0879402113234548,0,0,0,0,0,0.218413765426302,0,0,0,-0.193872531955162,0,0,0,0,0,0,0,0,-0.000941906122951842,0,0,0,0,0,0,0,-0.0453865759179954,0.0203733228910272,0.195716154636873,0,0,0,0,0
X600803.SH,0,0,0,0,0.372753441250202,0,0,0,0,0,0.282980455120537,0,0,0,0,0,0,0,0,0.126695136667376,0,0,0,0,0,0,0,0,0,0,0.106983493087145,0,0,0,0.0677018301889459,0,0,0,0,0,0,0,0,-0.0686889882617773,0,0,0,0.0169592931471741,0,0,0,0.0305795408188511,-0.0231333608989314,0,0,0,0,0,0
X601991.SH,0.00685065733953248,0,0,0,0,0,-0.257396378283368,0,0,0,0.468662324124882,0,0,0.0113590801881216,0,0,0,0,0,0,0,0,0,0,0,0,-0.084559762628734,0,0,0.00748051042713091,0,0.152072539044247,0,0,0,0,0,0,0,0,0.0702792756750482,0,0,0.0402949496650284,0.18979766904108,0,0,0,0,0,0,-0.0848695645853951,0.113804329268913,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390467114278486,0,0,0,0,0.210731504876699,0,0,0,0,0,0,0,-0.110116021324608,0.0706454520092683,0.0550433944463302,0,0,0.186581312404734,0,0,0,0,0,0,0,0,0.0108379561761991,0,0,0,0,0.0266984010581649,0,0,0.0595245184863624,-0.0111516353390325,0,0,0,0,0,0,0
X600995.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.046234936405898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755266000173301,-0.0253598771358904,0.105233901113688,0,0,0,0.138306422420711,0.00792435386327689,0,0,0,0.00909749407461063,0.177835085973907,0,0.113185442619773,0,0,0.0594504063946748,0,0.029229994012133,0,0,0,0.0350669042277764,-0.013756353729978,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0.0443014568670309,0,0,0.182084351957863,0.0713139848690652,0,0.0227721205308042,0,0,0,0,0.063621160152002,0,0,0,0,0.0144864398251822,0,0,0,0.0556517881727414,0,0,0,0,0,0.0152328218267507,0,0,0,0,0.0522890901365839,0,0,0,0.252251737381073,0,0,0,0,0,0,0.0176676699463942,-0.000803589265878247,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0.106519404368525,0,0,0,0,0.0331941758981281,0,0,0.0560239443079828,0,-0.101598753070661,-0.108161137514457,0,-0.0407975246864453,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737034221359011,0,0,0,0.0285040149728351,0,0,0,0,0,0,0.0631979910193862,0,0,0.00767210589758981,0,0.18074922444015,0,0,0,-0.0399587949438226,0.0423652111425162,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.26679673121409,0.0443502746672979,0,0.136108846171026,0,0,0,0,0,0,0,0,0,0,0.0214769777461615,0,0.0454211855699454,0,0,0,0.187950822243476,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.391379127992583,0,0,0,0,0,0.0414430806251067,0.00244365305858226,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0.139337892836279,0,0,0,0,0,0,0.0709808878427712,0,0,0.0164066666365791,0,0,0,0,0,0,0,0,0,0,0,0.193389753241118,0,0,0,0,0.0032752118016663,0,0,0,0,0,0,0,0,0,0.0158596346035696,0,0.00151848188844241,0,0.0387992339371492,0,0,0,0.00809909686980351,0.00785922261336102,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,-0.0701498994026811,0,0,0,0,0,0,0.00895591649957704,0,0,0.0836661718671462,0,0,0,0,0,0,0,0,0,0,0,0,-0.013347391220922,0.0461091602437031,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0596675247519426,-0.0127795975243784,0,0.425054055586083,0,0.0613288243362386,0.433326812804597,0,0,0.0492086039718256,-0.00661397697031005,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0.143354726007636,0,0,0,0,0,-0.14151699482563,0,0,0,0.0581536073509945,0,0,0,0,0,0.0263653260326619,0,0,0,0,0,0,0,0,0,0.0551220589539395,0,0,0.168027845112592,0,0,0,0,0,0,0.0839800059703494,0.346219178210344,0,0,0,0,0,0,0,0.0183563085250342,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.0175191415869443,0,0,0,0,0,0,0,0.0625878901586681,0,-0.0478802113295128,-0.0228082462515739,0.0823341030192538,0,0,0.523065032529153,0,0,0,0,0.0290556556085234,0,0,0,0,0,0,0,0,0.0119444994695775,0,0,0.0401381086028989,0,0,0,-0.0414159779527398,0,0.0137273121729647,0.0610007886288342,0,0,0,0,0,0,-0.00695365164274409,0.00572901044211024,-0.0023339026780495,0,0,0,0,0,0
