,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X002271.SZ,X601898.SH,X600011.SH,X600111.SH,X000877.SZ,X002466.SZ,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X601600.SH,X000301.SZ,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X600801.SH,X601699.SH,X000723.SZ,X601991.SH,X600096.SH,X000932.SZ,X000408.SZ,X600486.SH,X600219.SH,X600295.SH,X000959.SZ,X600027.SH,X000630.SZ,X000807.SZ,X600985.SH,X000830.SZ,X600141.SH,X600489.SH,X600157.SH,X000825.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.285163032220549,0,0,0,0,0,0,0,0,0.0314966977816925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221234115780486,0,0,0,0,0,0,0,0,0.0805078539708756,0,0,0,0,0,0,0.0697000756476995,0,0,0.0625589428131457,0,0,0.0243210740006338,-0.02949530011491,0.0586717871829912,0,0,-0.00421239315207412,0,0
X601088.SH,0,0,0,0,0,0.065588050691076,0,0,0,0,0.232712449008292,0,0,0,0,-0.111891067297571,0,0,0,0,0,0,0,0,0,0,0.0581361522262068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367856045427522,0,0,0,0,0,0,0,0,0.0204841444932193,0,0,0,0,0,0
X600028.SH,0.0589215639228659,0,0,0,0,0,0,0,0,0,0.0472512840661874,-0.0382792622904193,0,0,0,0,0,0,0,0.019840533103678,0.0277851623836482,0,0,0,0,0.0354503431355269,0,0,0,0.02439501707692,0,0,0,0,0,0,0,0,0.0672826716357657,0,0,0.027679256819516,0,0,0.0108378811971331,0,0,0,0,0,0,-0.0165525241007169,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0528063309460126,-4.33680868994202e-19,0,0,0.0138146020997108,0,0.0325829152240694,0,0.185958851883156,0,0,0.19144681150264,0,0,0,0,0,0,0,0.0705182418521973,0,0,0,0,0,0,0,0.0193966853402919,0,0,0.0592728791771394,0,0,0,0,0,0,0,0,0,0,0,0,0.0107600058106251,0,0,0,0,0,0
X600585.SH,0,0,0,0.0337792991566828,0,0,-0.0317193238410056,0,0,0,0.017092868535078,0,0,0,0,0,0,0,0,0,0,0,0,0.137092494335559,0,0,0,0.0660649612353115,0,0.416688279262025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00960603815564512,0,0,0,0,-0.00738808365054057,-1.0842021724855e-19,0,0,0,0,0,0
X600188.SH,0,0.294846952528967,0,0,0,0,0,0.0940200048649301,0,0,-0.00262758248086171,0,0,0,0,0,0,0,0,0,0,-0.0695373123318783,0.0269223186916699,0,0,0,0,0,0,0,0,0,0,-0.0399931233375917,0,0,0,0,0,0,0,0,0.121936812625404,0.614434165470863,0,0,0,0,0,0,0.0308448298134043,-0.0074320489379357,0.0759139781949796,0,0,0,0,0,0
X000792.SZ,0.0551972164201384,0,0,0,0,0.0288211164050093,0,0,0,0,0,0,0.0789142590971068,0,0.206861548910787,-0.0198544292521457,0,0,0.0300741279922478,0.035207108092921,0,0,0,0,0,0,0,0,0,0,0,0.302108826029802,0,0.227066602992574,0,0,0,0.062752200277139,0,0,0,0.095498263473418,0,0,0,0.116744386275079,0,0,-0.448765335368996,0,0,0.0266001063911628,-0.0280433088942192,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0735806421531344,0,0,0,0,0,0.216888252918401,0,0.425658086378863,0,0,0,0,0,0.00355299243376592,-0.0653587271726873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103601985621182,0,0,0,0,0,0,0,0,0,-0.0408507161887018,0,0,-0.162735502075244,0.303225468803509,0.058472182259539,0,-0.0318359796456759,0,0,0,0,0,0
X600019.SH,0.0782146361053547,0,0,0,0,0.0463167922222879,0,0,0,0,0,0.115227186699258,0,0,-0.0206158999920916,0,0,0,-0.0515610446357226,0,0,0,0,0,0,0,0,0.0867669082150745,0,0.0193971760297432,0,0,0,0,0.534247996048885,0,-0.0716588308681756,0,0,0,0,0,0,0,0,0,0,0,0.0221234865058209,0,0,0,2.16840434497101e-19,0,0,0,-0.0450686079652243,0,0
X002271.SZ,0,0,0,0,0,-0.019068176976345,-0.067318794070753,0,0,0,0,0,-0.0259293272472338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347913705815174,0,0,0,0,0.205903138517024,0,0,0,0,0,0.0502935200570801,0,0.200237984449131,-0.151828691714548,0,0.177334476845101,0,0,0.0652513048499214,0,0,0,-0.101586111850948,-0.0179112346895745,0.040451177099992,0,0,0,0,0,0
X601898.SH,0,0.0642002492974994,0,0,0,0,0,0,0,0,0,-0.0245973259205303,0,0,0,0,0,0,0.0416563023093721,0,0,0,0,0,0,0.224286739166674,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0266727666720412,0,0,0.1304167138259,0,0.315196664545604,0,0,0.0609712699090194,0,0,0,0,-0.0220120144467825,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584830433585481,0,0,0,0,0,0,0,0,0,0,0,0.163722312323213,0,0,0,0,0,0,0,0,0.0203407425686825,-0.0266899240801954,0,0,0,0.56081004356309,0.330546018326123,0.0142647683443567,0.0819348749004846,0.0423274223860278,-0.0625179212030206,0,0,-0.373629776661957,0,-0.115523835265827,1.73472347597681e-18,0.0744166715082112,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.383713977724917,0,0,0,0.0148665350139722,0,0,0,0,0.0917048380005805,0,0,0,0.127845552990107,0,0,0,0,0,0,0,0,0,0,0.11290323508311,0,0,0,0,0,0.0316825959940411,-1.73472347597681e-18,0,0,0,0.114117148959911,0,0,0,0,0,0,0,0,0.0578876907178731,0,0,0,0,0,0,0
