,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X600176.SH,X601600.SH,X600886.SH,X000786.SZ,X601898.SH,X600426.SH,X002466.SZ,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600352.SH,X600111.SH,X300037.SZ,X600489.SH,X600795.SH,X601991.SH,X600688.SH,X600486.SH,X002080.SZ,X600803.SH,X600299.SH,X600027.SH,X002353.SZ,X600219.SH,X601992.SH,X601168.SH,X000932.SZ,X000898.SZ,X600529.SH,X600399.SH,X002409.SZ,X000723.SZ,X000027.SZ,X000630.SZ,X300073.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00421388773869976,0,0,-0.0342921058220252,0,0.0857979321430156,0,0,0,0,0,-0.00107867162072238,0.0254040639849237,0,0.0417521337058884,0,0.00969536337567828,0,0,0,0,0,0,0,0,0.0214508753716344,0,0,0,0,0,0,0,0,0.0306072779800625,0,0,0,0,0,0,0,0,0,-0.00917049748962033,0,0,0,0,-0.00605446736309555,0,0
X600028.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0569026286830155,0.0398679351000575,0,0,0,0,0,0,0.0530342714872779,-0.00746330717066955,0,0,0,0.00635268317690958,0,1.73472347597681e-18,0,0,0,0,0,0,0.0855286410102622,0,0,0,0,0,0,0,0,0.121529060868181,0,0,0,0,0,0,0,0.0322535270828227,0,-0.00770916577909398,0,0,0,0,-0.00871073624532672,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553467391409105,0,-0.0222303720215395,0,0.208220877197847,0,0,0,0,-0.00496216971812345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302017426711988,0,0,0,-0.0117711027912131,0,0,0.00715658030823165,0,0,0,0,-0.012609647967232,0,0
X600585.SH,0,0,0,0,0,0,0.0268030379174831,0,0,0.0877950526495049,-0.0424673282011239,0,0.0148459743212832,0,-8.67361737988404e-19,0,0,0.075533063507437,0.0225729063494966,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0285500388545918,0,0,0.0419472582407061,0,0,0.0177654825427706,0,0,0,0,0.0928305362596244,0,-0.0492731625339585,0,0.0304674360220843,0,0,0,0,0.0019955459028031,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.22908734965991,0.230608740135039,0,0,0,0,0,0,0,0,0.181519129697692,0,0,0,0,0,0,0,0.0397742985952092,0,0,0,0.0572867467541793,0,0.0275172509622903,-0.33815226549126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816116856359842,0.0963645644576696,0,0.0066303126238162,0,0,0,0,0.00683787940358598,0,0
X600019.SH,0,0,0,0,0,0,0,-0.081063776907734,0,0,0,0,0.152710282332332,0,0,0,0,0.115609418761921,0,-0.00747383956335855,0,0,0,0,0,0,0,0,0,0,0,0,0.00958997669444609,0,0,0,0,0,0,0,0,0,0,0.0749644155405299,0,0,0,0.0717991248066249,0,0,0.0618861221257634,0.0275599284860804,0.0499730287245836,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.111345840087679,0,0.295341528756796,0,0,0.226618175543091,0,0,0,0,0,-0.0329047756634689,0,0,0.354806051891713,0,0,0,0,0,0,0.188004392202452,0,0,0,0,-0.100395861445953,0,0,0,0,0,-0.00620909993372647,0,0.130952123069278,0,0,0,0,-0.301778078610134,0,0,0,0.0712367845315344,-0.081128750212392,0,0.0509820896063491,-0.1223268626168,0,0,0,-0.0149043403397161,0,0
X600660.SH,0,0,0,0,0,-0.151873063945874,0,0,0,0,0,0,0,0,0,0,0,-0.0346160622609144,-0.0227759874200135,0,0,0,0.210772925071835,0.0138316205779716,0.0542698817923028,0,0.216048169887964,0,0,0,0,0,0,0,0,0,0.0485898886680106,0,0,0,0,0,0,0.0838484472588435,-0.105247219533022,-0.0205171413824,0,0,0,0,0,0,0.0154926652323135,0,0,0,0.0094125052653621,0,0
X000708.SZ,0,0,0,0,0.0103071017842118,0,0,0,0,0,0,0,0.0101496661297753,0,0,0,0,0,0,0,0,0,0,0,0,0.0498205242640151,0,0,0,0,0,0,0,0.0851588147935665,0.0417074988308343,0,0,0.551558316491386,0,0,0.154240505520271,0,0.0544540136635551,0,0.125958909680517,0,0,0,0,-0.060161851023262,0,-0.0144684190978465,0.00649472016852207,0,0,0,-0.00343346606149335,0,0
X600547.SH,0,0,0,0,0,0.0629163719478757,0.0591372907490225,-0.0546970254495969,0,0,0,0,0,-0.0232369958621717,0,0,0,0,0,-0.0361138075815056,0,0,0,0,0,0,0.043610809437565,0.596074589045152,0,0,0,0,0,0,0,0,0,0,0,0.00215724868044398,0,0,0.0120219587039086,0.047370370129417,-0.0032132361522194,0,0,0,0,-0.0203157860072693,0,0.0118953376423032,0,0,0,0,0.00444546840878752,0,0
