,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600547.SH,X600886.SH,X000877.SZ,X601600.SH,X002271.SZ,X601991.SH,X600426.SH,X600027.SH,X600362.SH,X600803.SH,X000983.SZ,X600176.SH,X600348.SH,X000408.SZ,X600160.SH,X601699.SH,X000629.SZ,X000723.SZ,X600378.SH,X600096.SH,X600219.SH,X600995.SH,X000786.SZ,X600489.SH,X600157.SH,X600985.SH,X002353.SZ,X600399.SH,X000933.SZ,X600688.SH,X002080.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.645942010019867,0,0,0,0,0,0,0.151672973912607,0,0,0,0,0,0,-0.0796495078187338,0,0.0279239146328444,0,0,0.0265299482245733,-0.056665130243013,-0.00197930652776309,0,-0.0123316544832094,0,0.0608040444592301,0,0,0,0,0,0,0,0,0,0,0.101664023897247,-0.00121538069880319,0,0,0,0,0.117935126049644,0,0,0.0189493953731201,0,0,0,-0.00891669933363953,0.00478837669743715,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.252097682338211,-0.0449331371259457,0,0,0,0.157386385923143,0,0,-0.111862917862709,0,0,0,-0.104899089657524,0,0,0,0,0,0,0,0,0,0,0,0.21370304771653,0.0677431199970765,0,0,0,-6.93889390390723e-18,0,0,0,0,0.13427715058233,0,0,0,0,0,0,0.0555468589349232,0,0,0,0,0,0,0.0240336120783802,0,0,0,0,0,0
X600028.SH,0.370895565167641,0,0,0,0,0,0.0153535300673773,0,0,0.0526937745755131,0,0,0,0,0,0,0,0,0,0,0.0115641039675798,0.0962126288960333,0,0,0,0,0,0.0618707315723207,0,0,0,0,0,0,0,0,0,0,0.0103979708435162,0,0,0.0984735939740274,0,0,0,0,0,0,0,0,0,0,0.0124342740723994,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0520078054222514,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414944366919575,0,0,0,0,0,0,0,0.138268466868962,0,0.0863647407347644,0,0,-0.159005140372771,0,0,0.0607395179372515,-0.128520303648681,0,0,0.185134158616046,0,0,0.141563248922,0.283308329602991,0,0,0,0.151796589812802,-0.0179029332478609,0,0,0.0448634032389896,0,0.0368667476932452,0.0159599491155294,0,0,0,0.079965561675018,0,0
X600188.SH,0,0.831494865138665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0568067219172788,0,0,0,0,0,0.0558863108304706,0,0.0153769677040759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111820390268092,0,0,0,0,-0.0496901695352476,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.462287845747439,0,0,0,0,0,0.0366762516385345,0,0,0,0.00997954049343611,0,0,0,0.118077133478225,0,0,-0.0110873534887954,0,0,0,-0.164934390231122,0,0,0,0.0176890342296886,0,0,0.0787882198466117,0,0,0,0.181145163386927,0,0,0,0,0,0.203729490654395,1.0842021724855e-19,0.0506824982182044,0,0.0594702930067809,0,0,0,-0.0250769477954506,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.384638846486999,0,0,0,0,0,0,0,0,0,0,0.0721208650103232,0.0447998692255137,0,0,0.268792172644182,0,0,0,0,0,0,0.0706285699811272,0,0,0.0121198204092288,0.486331480528511,0.0850976877349457,0,0,0,0,0,0,0,0,0,0,0.0186289574748672,0,0,0,-0.177875790886783,0,0,0,0,0.0522342331150142,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0794993492093437,0,0,0,0,0.181307357310788,-0.00629578061278283,0.0826148429110073,0,0,0,0,0,0,0.0244853292795961,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.397715338613425,0,0,0,0.0465116144801284,0,0.0150165771909324,0,0,0,0,0,0.00913216061477843,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.156365309521068,0.115576127346996,0,0,0,0,0,0.109214003236576,0,0,0,0,0,0,0,0,0.0295343517018083,0,0,0,0,0,0,0,0,0,0.118406805942816,0,0,0.0271654121131935,0.00297212458266263,0,0.0596533414883848,0,0.0354622131116267,0.168686000010269,0,0,0,0,0,0.0190714800151639,0,0,0.131761748908024,0,0,0.0486092457885999,0,0,0,0,0,0
X601898.SH,0.0547247288570246,0,0,0,0.0552556788865295,0,0.0682668574276431,0,0,0,0,0,0,0,0,0,0,0.0089032777439987,0,0,0,0,-0.0844300430169119,0,0,0,0,0.191755418748994,0.410148924518693,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.112128159117859,0.093920866269369,0,0,0.0974994772791321,-0.0528602389617819,-0.0779515616494491,0.013526617171592,0,0,0,0,0,0,0,0,0
