,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X300072.SZ,X600688.SH,X600309.SH,X600547.SH,X600795.SH,X601991.SH,X600660.SH,X600362.SH,X600188.SH,X000709.SZ,X600027.SH,X600886.SH,X002466.SZ,X600157.SH,X600111.SH,X600489.SH,X600339.SH,X000959.SZ,X000898.SZ,X600299.SH,X601158.SH,X600008.SH,X000883.SZ,X600583.SH,X600578.SH,X600219.SH,X000630.SZ,X000408.SZ,X002460.SZ,X000539.SZ,X000792.SZ,X000786.SZ,X600352.SH,X000401.SZ,X000983.SZ,X000027.SZ,X002092.SZ,X000723.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0940229015293635,0,0.0609076442364777,0,0,0,0.0114226804670762,0,0.138906097343324,0,0,0,0,0,-0.0104707126311652,0,0,0,-0.00543014526811958,0,0,0,0,0,0,0,0,0,0,0,0.0397186737273459,0,0.0255939215900534,0,0,-0.0267919202072524,0,-0.0310912913342299,0,0,-0.00791421736487454,0,0,0,0,0,0,0,0,-0.0128255771557228,-0.0010472249785852,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0405964419695522,0,0,0.05792555623923,0.157982962289854,0.0346040474997118,-0.0123971667188808,0,0,0,0.01774884862666,0,0,0,0,0,0,0,-0.0535656226491825,0,0,0,0,0,0.0127709741837926,0,0,0,0,0,0,-0.0290927141997132,0,0,0.00883665703890039,0,0,0.0272864123319702,0,0,0.0884751844758286,0,0,-0.0039274425660225,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.123965902522175,0,0,0,0.156604040874628,0,0,0,0,0,0,0.00222144652395644,0,0.00723427037183156,0.0791231472940517,0,0,0,-0.0182645243593327,0,0,-0.0925159943555746,0,-0.0251058887141692,0.162512388524735,0,0,0,0,0,0,0,0.0555587618891312,0,0,0,0,0,0,-0.0402619946569791,0,0,0,0,0,0,-0.00825549709020856,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.471773730565698,0.0455751827167614,0,0,0,0,0,0,0,0,0,0,0,0.099646763703711,0,0.167627633876953,0,0,0,0,0,0,0.180653718725211,0,0,0.0653239945698943,0,0,0.0429219118113268,0,-1.73472347597681e-18,0,0,0,0,-0.00703686386157868,0,-0.274275723902037,0,0,0,0,-0.116774103808889,0.0375745806875255,-0.0169687116023852,-0.0121807324685111,0.0283172420177333,0,0,0,0,0
X600011.SH,0,0,0.214125552667367,0,0,0,0,0,0,0,0,0,0.0706732162965853,-0.251429297289856,0,0.00298367514267679,0,0,-0.10835158328303,0.0538589690305616,0.687025838797526,0,0,0,0,0,0.107410029944498,0.00100144638455888,0,0,0,0.0814659422853306,0,0,0.0262729111380934,0,0,0,-2.16840434497101e-19,-0.0216806315193027,0,0,0,0,0,0,0.0720257352120544,0.00761873002012516,0,-0.163711284799173,0.025001466566885,-0.0133866255063839,0,0,0,0,0,0
X600585.SH,0,0,0.115161941613077,0,0,0,0,0,0,0.0825818425011641,0,0,0,0,0,0,0,0,0,-0.179320044252922,0,0,0.0352067459542656,0,0,-0.152537718871313,0,0,0.278578221435784,0,0,0,0,0,0,0,0,-0.142889585796615,0,0,0,0.133575180880104,0,0.217416676386015,0,0,-0.178352991804085,-0.083511697011395,0,0,0.0122693726328098,-0.0191064073866331,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0135745718237348,0,0,0,0,0,-1.73472347597681e-18,0,0.00330911266264654,0,0,0,0,0,0,0,0,0,0,0.310036846624294,0.0262070310032825,0,0.104326558312167,0,0,-0.118764385304221,0.114306045855622,0,0,0,0,0,0,0,0.00248089896917564,0.113278389977092,0.0164213528650225,0,0.0171527911771647,0,0,0.0006166327357504,-0.0107380107594511,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302693901356523,0,0,-0.209878349497923,0,0,0,0.170074286407312,0,0.219589351509991,0,0,0.201608480067002,0,0,0.0853021502768144,0,0,0,0,0,0,0,0,0.476738463318609,0,0,0,0,0,0.111490514597478,0.0124552548147396,0.0325111595313837,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909828696145543,0,-0.0251038635514665,0,0,0,0,0,0,0.0659933312519205,0.0109552014009223,0,0,0,0.0154323233939819,0,0.36465541486829,0,1.73472347597681e-18,0.0303973974570057,0,0.00676344682472417,0,0,0,0,0,0.173644901899387,0,0,0,0,0,-0.00160835706917467,-0.00268766147006591,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.104097042364113,0,0,0,0,0,0,0,0,0,0.353371144142067,0,-0.225554589719251,0,0,0.0344804857658621,0,0,0,0,0,0,0,0,0.185149215799822,0,0,0,0.149156533599636,0,0,-0.0314023674812984,0,0,0,0,0,0.0601410221503931,0,0.0783680099104113,0,0,0,0.0095923811475944,0.00216230815668409,0,0,0,0,0,0
X300072.SZ,0,0.0277905287030324,0,0,0,0,0,0,0,0,0,0,0.00323984735095832,-0.0106736533592687,0,-0.0523940227908195,0,0,0,0,0,0.258778265385793,0,0,0,0,0,0.126655621061031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033002744258978,0,0,-0.0847562033106208,0,0.339190397073999,0,0,0,0.0744535859399564,0.000132574185477352,0,0,0,0,0,0
