,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601992.SH,X600188.SH,X300072.SZ,X600660.SH,X002466.SZ,X600362.SH,X601991.SH,X600547.SH,X600886.SH,X600111.SH,X600027.SH,X000709.SZ,X600157.SH,X000898.SZ,X000959.SZ,X002460.SZ,X600339.SH,X600489.SH,X601158.SH,X600516.SH,X002271.SZ,X000723.SZ,X000883.SZ,X600299.SH,X600808.SH,X600176.SH,X600219.SH,X000630.SZ,X600352.SH,X000792.SZ,X600008.SH,X600578.SH,X000408.SZ,X002092.SZ,X000983.SZ,X000539.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0156832206839452,0,0,0,0,0,-0.0136618546433924,0,0,0.173060996813841,0,4.33680868994202e-19,0,8.67361737988404e-19,0,0,0,0,-0.0663700876575252,0,0,0.00733388838012112,0,0,0.0175716173947856,0,0,-0.0258352817954818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293651092370454,0.0161159859794276,0,0,0,-0.0151781162984037,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0766310316645163,0,0,0,0,0,0,0,0,0.0269345052107083,-0.0827876842915613,0,0,0,0,-0.127698933693824,0,0,0,0,0,0.0193651823018721,0,0,-0.030796268615073,-0.102869357919522,0,0,0.0444403113633639,-0.0176332408280949,0,0,0,0.0633685321510941,0,0,0,0,0,0,0,0,0,0,0,0,0.000762035615654571,0,-0.105607908855928,0,0,0,0,0
X601088.SH,0,0,0,0.0228575362157893,0,0,0,0,0,0,0.010739741149602,0,0,0,0,0,0,0,0,0.0334941063437585,0,0,0,-0.0625112931320025,0,0.0549686029919099,0.0176087102845131,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.012845658234894,0,0,-0.00547276632600545,0.0244845587315917,0,-0.0109903496252547,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0345095063835374,0,-4.33680868994202e-19,0.0322567603546889,0,0.0314425410226204,-0.0162314995361671,0.108375423635442,0,0,0,0,0,0,0,0.284010248825591,0,0,0.01187456294799,0,0,-0.0858081281604074,0,0,0,0,0.368625419000688,0,0,0,0,0,0.0205724448708965,0,0,0,0,0,0.0637484424522524,0,-0.00971750689718667,0.0291890218859873,0,0,0,0,0,0
X600585.SH,0,0.0474014923811623,0,0.0657043203367711,0,0,0,0.117961112183572,0,0,0,0,0,-0.0627762803601574,0,0.17743930998475,0,0,-0.0570398035272385,0,0.646462581273541,0,0,0,0,0,0,0,0,0,0,0,0.0393154764234728,0,0,0,0,0,0,0,0,0,-0.0265451618409382,0,0.245227060716508,0,0.0563591429548621,-0.040886704153284,0,0,-0.00243592489421199,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0314207989078286,0,0,0,0,0,0.0256233742677174,0,0,0,0.0646428205823002,0,0.187244293357238,0,0,0,0.332409382291918,0,0,0,0,0.0476024246656316,0.0797976381331486,0,0,0,0,0,0,0,-0.107846442205939,0,0,0,0,0,0,0.0922252312304962,-0.0689368128521382,0,-0.104962825193896,0,0,0,0.0118678668115077,0.02958582987669,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0183092756105407,0,0,0.0753835344197515,0,0.00227586281351509,0,0,-0.0757944201961374,-0.0624161559052181,0,0,0,0,0.074409607462983,0,0.032017634455693,0,0.170285473679403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137198594711945,0,0,0.0893685552164532,-0.0166235713283748,0,0,0,0,0,0,-0.00635677334139112,-0.0191947550429185,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.150388993351897,0,-0.0418121329387765,0.450418350871398,0.159348238981933,0.306877453926911,0,0,0,0,0,0,0,0.0746653780736954,0,0,0,0.00868885742516429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00518496073793187,-0.0767088633508794,0,0,0,0,0,0
X601898.SH,0,0,0,0.0665738696726855,0,0,0,0,0,0,0.030124557242319,0,0,0.102210936963448,0,0,0,0,0,0,0,0,0,0,0,0.32572755125372,0,0,0,0,0,0,0,0,0,0,0.107604393503625,0.125733815744755,0,0,0,-0.0258574138200451,0,0.0639327249318898,0,0,0.0626062937661156,0.0211463036454217,0,0,-0.00579978887859301,0.0177731815877649,0,0,0,0,0,0
X600688.SH,0,0,-0.0520264163882877,0,0.189151898923692,0,0,0,0,0,0,-0.0250926045915033,-0.0109293446291657,0,-0.0393004135746065,0,0,0,0,-0.0903036095713242,0,0,0,0,0,0,0,0,0,0,0,-0.0275666318070792,0.0459298430988743,0,0,0,-0.0469414817284153,0,0,0,0,0,0,0,0,0,0,0,0.036376136170892,0,-0.0105087611003058,-0.0234703264500367,0,0,0,0,0,0
