,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600688.SH,X601600.SH,X600660.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X600176.SH,X600111.SH,X002466.SZ,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X000629.SZ,X600808.SH,X600352.SH,X600219.SH,X002075.SZ,X000825.SZ,X600801.SH,X000786.SZ,X300072.SZ,X601158.SH,X000553.SZ,X600489.SH,X002110.SZ,X000883.SZ,X600583.SH,X600339.SH,X000408.SZ,X601699.SH,X000301.SZ,X000027.SZ,X000792.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.144873531798497,0,0,0,0,-0.0621742181929123,0,0.164984818435261,0,0.0772005637314918,0.0765410985287683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252275262034394,0,0,-0.0174871905709672,0,0,0,0,0,0,0,-0.0633634892160235,0,0,0,0,0,0.0405833631771179,0.232760774929723,0,0,0.309705424862275,0,0,0,0,0,0.0562924155855665,0,0,0,0,0,0
X600028.SH,0.380648470874952,0,0,0,0.281657745893725,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.313861513590504,0,0,0,0,0,0,0,0,0,0.023074626388401,0.146000930386469,0.181754513129024,0,0,-0.269182707723796,0,0,0,-0.0233485809678088,0,0,0,0,0,0,0,0,0,0.135646888529916,0,0,0,0,0,0,-0.00089340004918631,0.00366889538632193,0.0543159243458411,0.0655325684862985,0,0,0,0,0
X601088.SH,0.13590200418839,0,0,0,0,0,0,0,0,0.0503307813124353,0,0,0,0,0,0.0969477712436991,0,0,0,0,0,0,0,0,0,0,0,-0.137548763499193,0.0482501216234431,0,0,0,0,0.00032088265473753,0,0,0,0,0,0,0.306986720155969,0,0.063859654719454,0.00498998853885393,0.0446342844369738,0,0,0,0,0,0,0.0280838859910918,-0.0696297727643019,0,0,0,0,0,0
X600585.SH,0,0,0.100803016726576,0,0,0.0587676576989481,0.0981384526275457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128111880963716,0,0,0,0,0.0388085241907165,0.0800282950372633,0,0,0.0732341997337615,0,0.489034289491701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157397439407261,0,0,0.0093075207986526,0.0110977741580005,0,0,0,0,0,0
X600019.SH,0,0.052627720548791,0.0588911878280003,0.0360777906760404,0,0,0,0,0,0,0,0,0,0,0,0.0857372990985679,0,0,0.585692706711959,0,0,0,0,0,0.075731434268164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00649492002301465,0.0109576878744683,0,0,0,0.00281054613396885,0.125409371008321,0
X600011.SH,0,0,0,0.0635410312691655,0,0,0,0.0091923363557989,0,0,0,0,0.000456355004805143,0.0379457684704902,0,0,0,0,0,0.667939587730046,0,0,0,0.121730579668673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2269690867775,0,0,0,0,0,0,0,0,0.022079380990109,0,0,-0.00651880398531471,0.0648092316825203,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.00649123252340726,0,0.233895524110314,0,0,0,0,0,0,0,0,0,0,0,0,-0.361099250845394,-0.081258595595524,0,0.131354124500006,0,0.0788595817226144,0,0.264419279828084,0,0,0,-0.436172057059021,0,0,0,0,0,0,0,0,0,0,-0.213640438563822,-0.0920645261310252,0.139846281474371,0,0.024544440375637,0,0,-0.35399128512704,0
X600010.SH,0.0649947717920432,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287430746450572,0,0,0.2612347705873,0.1622398401153,0,0,0,0,0.0328316139721196,0,0,0,0,0.00571291475999869,0.09139528794056,0,0,0,0,0,0.0685559301389065,0,0,0.0408640132933075,0,0,0,0,4.33680868994202e-19,0,0,0.00609734505850984,-0.0202359967117171,0,0,0,0,0,0
X601898.SH,0.0742568439917857,0,0,0,0,0,0,0,0,0,0.0904305288822701,0,0,0,0,0,0,0,0,0,0,0,0,0.0137339902352596,0,0,0,-0.0580449149326316,0,0,0,0,0,0,0,0,0,0,0,0.235682345290042,0.100975541255735,0,0,0.0655378514307158,0,0.157390112257122,0.131325246767165,0.250956742675853,0,0,0,-0.00182843951682024,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0594519323824764,0.0885269875690902,-0.0275627603966367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01469327844014,0,0,0,0,0,0.269055993054641,0,0,0,0,0,0.535472493029987,0,0,0,0.0257508669184542,0,0,0,0,0,0,0,0.0195839496720617,-0.0111923976330683,0,0.0526505522081078,0,0,0,0
