,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600111.SH,X600027.SH,X600010.SH,X002460.SZ,X600489.SH,X600160.SH,X000301.SZ,X601699.SH,X600426.SH,X002466.SZ,X000983.SZ,X601991.SH,X600803.SH,X000786.SZ,X000877.SZ,X000933.SZ,X000630.SZ,X000807.SZ,X600176.SH,X600985.SH,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X000883.SZ,X600096.SH,X002271.SZ,X600348.SH,X000027.SZ,X600995.SH,X000932.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.463266065521056,0,0,0,0,1.38777878078145e-17,0,0.190137430800797,0,0,0,-0.135780562120013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229924840254709,0,0,0,0.0969274977835301,-0.103125186215082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145628208425495,0.000309571444556331,0,0,0,0,0,0
X601088.SH,0.135577885615769,0,0.0621969173275552,0,0.109897992120161,0.14107023504247,0,0.0315186719832078,0,0,0,0,0,0,0.0123271248204048,0,0,0,0,0,0,0,0,0,0,0,0,0.189935607638142,0,0,0,0,0,0,0,-0.0245671486863659,0,0,0,0,0,0,0,0,-0.0318766868241563,0,0,0,0,0.00703774328362922,0,0,-0.0228385011571595,0,0,0,0,0,0
X600028.SH,0.366301194919371,0,0,0,0.0202844130294118,0,0.0733725276832295,0,0,0,0.021189936870638,0,0,0,0,0,0.00544137873989316,0,0,-0.0168850024542573,-0.126751445445873,0.0624754113748782,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0515598075283753,0,0,0,0,0,0,0,0.0608385141015693,0,0,0,0,0,-0.0298415478740328,0,0.0915097635351701,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.00168527555656543,0,0,0,0,0,0,0,0.0111762376447325,-0.0825004466192931,0.0663292334569538,0,0,0,0,0,0,0,0,0,-0.0105909513766179,0,0,0.0347008282698566,0,0,0,0,0.299499596514734,0,0,0,0.0194505249918164,0,-0.35015576188309,0.0617334273422744,0,0,0,0,0,0,0.148366025655448,0,0,2.16840434497101e-19,0.0367938972262176,0,0,0,0,0
X600188.SH,0,0.0293161593456239,0,0,0,0.28363793044068,0,0,0.0894275364725968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334509853765825,0,-0.0646173555574998,0,0,0,-0.0656357003004607,0,0.0346135390100978,0,0,-0.0222850232021588,0,0,0,0,0,0,0,0,0,0.00200503914907357,0,0,0,0,0,-1.0842021724855e-19,-0.0130871761522701,0,0,0,0,0,0
X601898.SH,0,0.253148472427972,0,0,0.075967722721294,0,0,0.259713853406386,0,0,0,0.141443516648788,0,0,0,0.0488113468093895,0,-0.0249536429175239,0.0507025542595723,0,0,0,-0.0195454990848133,0,0,0,-0.0108113963993387,0,0,0,0,0,0,0,0,0,0.497017633182196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157982349665011,-0.098063283248167,0,0,0,0,0,0
X600019.SH,0,0,0,0.147265466516775,0.0280994092067322,0,0,0,0.127948783407703,0.0420957178988933,0.0204422806991839,0,0,0,0.0136225999618766,0,0.0200554432317752,0,0.0517088685635839,0,0,0,0,0,0.122160585276185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395683849587841,0,0,-0.0476707125669961,0,0,0,0,0,0,0.11151968964088,-0.099036124895125,0,0,0.048970658653207,0,0,0,0,0,0
X600011.SH,0.0586517361776933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460211447613189,0,0,0,0.0772804972867102,0,-0.151459323743251,0,0,0.0208758967823514,-0.00995464111579255,0,0,0,0.245652999341693,0,0,0,0,0,0,0,0,0,0,0,-0.00939978049889066,0,0,0,0,0,0,0.00498716549413222,0,0,0,0.00946644486067866,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.264272088626823,0,0,0,0,0,0.0234507907004078,0,0,0,-0.0138944773176445,0.0878770914823475,0.121453737778047,0,0,0,0,0.627381506702904,0,-0.109238118715232,0,0,0,0,0,0,0,0,0.12176898759402,4.33680868994202e-19,0,-0.0553943975082832,0,0,0,0.0270501205730489,0,0,0,0,0,0,0.0143111701564786,0,0,0,0,0.0231497775624011,0.00418802563374604,-0.095155514754322,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212027809775165,0,0.154188828883648,0,0,0,0.115846703773243,0,0,0,0,0,0,0,0,0,0.0500397764099032,0,0.175579319610872,0,0,0,0.214504213525777,0.010174460405112,0,0.177484586254526,0,0,0,0,0,0,0,0,0,0.000237318082639713,0,0.0376966634099452,0,0,0,0,0
X600660.SH,0.0119690972779256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242640094193568,0,0,0,0,0.0121996059789888,0,0,0.16831344563736,0,0,0,0,0,0,0,0,0,0,0,0.0441663303701572,0,0,0,-0.0740929724225984,0,0,-0.0732487099294623,-0.0123852356843832,0,0.199631466015883,0,-0.00735030988384052,0,0.00956744182592025,0.0184128724235035,-0.0219235379790082,0,0,0,0,0
X600585.SH,0,0,0,0.22057914783133,0,0.110009293827058,0,0,0.0536823717727365,0,0,0,0,0,0,0,0,0,0,0.0833837052840321,0,0,0,0,0,0,0,0,0,0,0.0719359259254523,0,0,0,0,0.0569799110888031,0,0,-0.0302256819665555,0,0,0.0393602490997405,0,0,0.0603322293754724,0,0,0,0,-0.0239116203428972,0.0405796624227227,0.028703942187433,-0.0197109122321631,-0.226661922136422,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403271247759585,0,0,-0.0120140920545217,0.0443636063892765,0,0,0,-0.0105738517454685,0,0,0.0217989521679216,-0.0491655499693221,0,0,0,0,0,0,0.0171786668486891,0,0,0,0,0.0755103904637564,0,0,0,0,0,-0.028038967889713,0,0,0,0,0,-0.111050326818437,-0.0403472717348925,0.0119648965146427,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218765001447778,0,0,0,0.313089819494758,0,0,0,0,0,0.00670306762114809,0,0,0,0,0,0,0,0,0.0382004827093825,0,0,0,0.102916529283175,0,0,0.0344084416583713,0.116344575471181,0,0,0,0,0,0.063723182857305,0,0,0.0371836555830609,0.0451578384867488,0,0,0,0,0
X600795.SH,0.020764625026763,0,0,0,0.0174842982314264,0,0,0.33415772334583,0,0,0,0,0.0778459356704178,0,0,0,0,0,0.308203064431478,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0.113342709591162,0,-0.0620979098384929,0,0.0494371232668004,0,0,0,0,0,0,-0.00959174980873274,0,-0.00959196308036083,0,0,0,0,0,0,0,0,0,0.0519428907176622,-0.0276131413525706,0,-0.0192318050359246,0,0,0,0
X600362.SH,0.0261372005455695,0,0,0,0,0,0,0,0.272365674976376,0,0,-0.0177100383776548,0,0,0,0,0,0,0,0,0,0.0272907003732146,0,0,-0.0373330047732507,0,0,0,0,0,0,0,0,0.350975361275365,0.158879918596416,0.0503199216977731,0,0,0,0.199769502141304,0.0351637689181817,0,0,0,0,0,0,0,-0.0831369683317972,0,-0.00741644732401936,0,0,0.058990830409346,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.110136674037124,0.216513141911416,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.00290859199548655,0,0,0,0,0,0,0.113151739037423,0.135885704146014,0,0,0,0.0414755196123654,0,0,0,-0.0222225349761651,0,0.08218536321685,0,0,0.143162750048245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0256653479109086,0,0,0,0,0.227594765957404,0,0.0645177709093485,0,0,0,0.592994981783214,0.0340774042148314,0,0,0,0,0,0,0,0,0,0,0.0266819125537866,0,0,0.0756826738082241,0,0,0,0,0,0,0,0,0,0.0742527808464715,0,0,0.0370714711790566,0,0,0,0.0523238002700112,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.21044002332674,0,0,0,0,0,0,0.430158239049351,0,0,0,0,0,0,0,-0.0324857092098463,0,-0.126542620053239,0,0,0,0,0,0,0,3.46944695195361e-18,0.160042720819111,0,0,0,0,0,0.0231637672453915,0,0,0,0,0,0,0,-0.0266331678096336,0,0,0,0.0126153220852927,-0.0464540596142501,0,0,0,0,0,0
X600010.SH,-0.106603769732188,0,0,0,0,0.144806117094264,0,0,0,0,0,0.18762356732022,0,0,0,0,0,0.585004359661351,0,0,0,0,0,0,-0.11379241009209,-0.0591295062241783,-0.0261265832772161,0,0,-0.0115630332618459,0,0,0,0.00428058931323073,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.0143920769097952,0,0,0,0.0640972422264989,-0.00389969169323336,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518022922499332,0,0,0,0,0,0,0,0,0,0.0542404508024597,0,0,0.827413176032925,0,0,0,0,0.00499893177177495,0,0,0,0.00711083384263509,0,0,0.011860452761537,0.026908898366828,0,0,0,0.0369036896858082,0,0,0,0,0,-0.021312640440837,0,-0.034779517527604,-0.010620882096481,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.576856067894753,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328279038463306,0.0285566847364481,-0.0488415959226102,-0.0772806938368337,0,0.0341927285714956,0.198749621484751,0,0.0673657390900743,0,0,0,0,0,0,0,0,0,0,-0.0070083227308436,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308216801043597,0,0,0.0570795715947346,0,0,0,0,0,0.0701146560220182,0,0,0,0,-0.415277968655425,0.0791092745295456,0,0,0,0,0,0,0,0,0,0.0563521205466627,0.0838135165738264,0,0.0498824305531288,0,0.231049814707599,0,0,0,-0.0398532878201814,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.106260763157414,0,-0.112144893220173,0,0,0,0,0,0,0.0336604406685486,0,0,0.158813579288666,0,0,0,0,0,0,0,0,0.105073543050114,0.139657031451237,0,0.0343287533385917,0,0,0.03364010622053,0,0,-0.0784930897788649,0,0,0,0.145567017235479,0,0,0.0395935305155321,0,0,0.198880838174027,0,0,-0.0203745096043054,0.00497771376666472,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.331523207009468,0,0,0,0,0.109250118644099,0,0,0,0,0,-6.93889390390723e-18,0,-0.252069010319353,0,0,0,0,0,0,0,0,0.227843744112613,0,0,0,0,0,0,0,-0.199385735537915,0,0,0,1.73472347597681e-18,0,0.132039950404019,0,0,0,0.561005603667409,0,0.0332742915087711,0,0,0,0,0.00272936306511754,0,0,0,0,0,0
X600426.SH,0,0,0,0.115307823042047,0,0.0807253094544183,0,0,0,0,0.0659149456067987,0,0.0298130111250495,0,0,-0.021099727917871,0,0,0,-0.0538620269624125,0.0691559539264189,0,0,0,0,0,0,0.00887318125451703,0,0,0.072673607514755,0,0,-0.0871485774148444,0,0.410588891832133,0,0.0909313538745189,0,0,0,0,0,0,0,0,0,0.0951307761649582,-0.0430963740219761,0,0,0.0206707591848221,8.67361737988404e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435178707629343,0,0,0,0,0,0,0.724927464686261,0,0,0,0,0,0,0,0,0,0.055246444431051,0,0,0,0,0,0,0,0,0,-0.0514251580781336,0,0,0,0,0,0,0,-0.297083854065643,0,0,0.0122646672392603,0.135062681692818,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.16048739536558,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546948770393764,4.33680868994202e-19,0,0,0,0.223779712923701,0,0,0,0,0,0,0,0,0,0,0,0.284280344696028,0,0,0,0,0,-0.0215210212736244,0,-0.0153801454803884,0,0,-0.0888671343165253,0.178110038582174,0,0,-0.0626817900837972,-0.0138124860537141,0.050231163292461,0,0,0,0,0
