,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X600011.SH,X600010.SH,X600188.SH,X000877.SZ,X600660.SH,X002271.SZ,X000301.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000723.SZ,X600176.SH,X600426.SH,X000408.SZ,X002080.SZ,X600219.SH,X601991.SH,X000786.SZ,X600795.SH,X600803.SH,X002326.SZ,X600027.SH,X300037.SZ,X300073.SZ,X600399.SH,X600141.SH,X600688.SH,X000831.SZ,X000959.SZ,X600516.SH,X000825.SZ,X600157.SH,X600096.SH,X600486.SH,X600352.SH,X000027.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.126541237168697,0,0,0,0,0,0.000977856278816279,0,0,0,0,0.0764666641507194,0,0,0,0.00171360907141819,0,0,0,0,0,0,0,0,0.137142226645366,0,0,0,0,0,0,0,0,0.119254296514054,0,0,0,0,0.0383296437792151,0.0272511195542106,0,0.0618527162805664,0,0,0.105947868873643,0,0,0,0,0,-0.0113135132534241,0,0,0,0,-0.0303668155042069,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.104219940976972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583434457684725,1.73472347597681e-18,0,0,0,0,0.0439244387090206,0.0513234119117186,0,0,0,0,0.143925085371292,0,0,0,0,0.0940208555542132,0,-0.02398238431932,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.14420252615941,0,0,0,0,0.213944153860795,0,0,0,1.73472347597681e-18,0,0,0.407864001255666,0,0.0694391285868955,0,0.0391752412109994,0,0,-0.100204287995218,0,0.0962548398032895,0,0,0,0.0293115872100617,-0.0867960021904044,0,0,0,0,0,0,1.62923997287482e-05,0.00109889777471177,0,0,0,0,0,0,0,0,0,-0.0038790143348379,0.0114105094324971,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0929133833445338,0,-0.0495376021511028,0,0,0,0,0,0,0.173939882211443,0,0,0.0419645709879462,0,0,0,0,0.0235022890183523,0.0443756840723918,0.116501614696666,0.0112008432824482,0,0,0,0,-0.0307314594988485,0,0,0,-0.0472495023678221,-0.0438077390077511,0,0,0,-0.115166292258906,0,0,0,0,0,0,0,0,0,0.0207654604945982,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.16954206218841,0,0.433669263254033,0,0,-0.126230301898723,0,0.221651802425972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112940977303019,0,0,0,-0.0215564093418478,0,0,0,-0.0339732118403041,0,0.202648355651621,0,0,0,0,0,-0.0135920539857925,0.0125510004909656,0,0,0,-0.0438096990940272,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.111454200142165,0.108034152031103,0,0,0,0,0,0,0,0,0,0,0.300644617687965,0,0.0202992802875139,-0.122502881897351,0,0,0.109435886180767,0,0,-0.00565393605136882,0,0,0,0,0,-0.0639388099057216,-0.0545614693702454,0,0,0,0,0,0,0,0,0.403642206688937,0,0,0.0134480477522613,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.328475298511343,0,0.286907073249771,0,0,0,0.105201472541454,0.0760331806141602,0,0,0,-0.0577128060148859,0,0,0,0,0.0164660999179,0,0,0,0,0,0,-0.0230149797198299,0,0,0,0.130039604476898,0.218179639993949,0,0,0.0902378304826683,0,0,0,0,-0.103691189031497,0,0,0,0,0,0,0.00429077602802175,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.480776530084982,0,0,0,0,0.0397107891627717,0,0.0969946597114124,0,0,0,0,0.093972331358346,0,0,0,0,0,0,0,0,0.068056815233089,0.109884140336457,0.0961289566236963,0,0,0,0,0,0,0,0,0,0,0,0,0.0646715211674122,0,0.169475088196893,0,0,0,0,0,0,-0.205129175009513,0,-0.0760774586181284,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0852351110795975,0.0598521073605234,0,0,0,0,0,0.0970296363907434,0,0,0,0,0,0,0.0538487914122658,0.0402979063096625,0,0.020108862278983,0.0765036234951708,0,0,0.0223490741104679,0,0,0,-0.0253881711712228,0,-0.106693555390607,0,0,0,0.0210693240553271,0.236172848861372,0.00832366310195651,0,0,0,0,0.206811608894235,0,-0.0118991308997902,0,0,0,0,0,0,0
X002466.SZ,-0.204474740574284,0,0,0,0.322793883291776,0,0,0.30702702781512,0,0,0,0.0954422304576334,-0.0444282772761584,0,0,0,0,0,0,0,0,0,0,0,0,0.109591558133519,0.0757561046520059,0,0.0297424836519426,0,0,0,0,0,-0.090134494719119,0,0.0838299168604463,0,0,0,0.225875089701938,0,0,0,0,0,0,0,-0.0244074222492156,0,-0.0836280669074589,0.0184209056436583,0,0,0,0,0,0,0
