,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X600660.SH,X600010.SH,X600188.SH,X000708.SZ,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X000723.SZ,X000408.SZ,X600176.SH,X600426.SH,X000786.SZ,X600803.SH,X600219.SH,X601991.SH,X002080.SZ,X600795.SH,X600027.SH,X600399.SH,X600688.SH,X300037.SZ,X600801.SH,X300073.SZ,X002326.SZ,X600352.SH,X000825.SZ,X600489.SH,X600157.SH,X002353.SZ,X600516.SH,X600486.SH,X000959.SZ,X000027.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.386984230628205,0,0,0,0.0518477613937638,0,0,0,0,0,0,0,0,0.0139715380874467,0.0339921549911651,0,0,0.00235260237234916,0,1.73472347597681e-18,0,-0.0230382911026717,0.031113751120774,0,0,0,0,0,0,0,0,0,0.0498294167645102,0,0.0957549610071291,0,0,0,0,0,0,0,0,0,0.13062829571372,0,0,0,0,0,-0.0147487425216861,0,0,0,0,-0.121862488286504,0,0
X600028.SH,0.185442802402748,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0432485205343597,0,0,0,0,0.0475755079767764,0,0,0,0,0,0,0,0.0212261152252559,0,0,0,0,0.0129469846376408,0,0.032464978285255,0,0.0223575739899402,-0.0563369883018222,0,0,0,0,0,0.0761408357002577,0.0109702903138778,0,0,0,0,0,-0.017869862177045,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.152972965476602,0.162085301267743,0,0,0,0,0.34070158424342,0,0,0,0,0,0,0,0.0896785831801769,-0.0185031983928221,0,0,0,0,0,-0.0708442337659682,0,0,-0.0240562370917503,0,0.14617533683522,0,0,0,-0.0115229353966479,0,0,0,0,0,0,0,0,-0.158365566826945,0,0,-0.00745977436333537,-0.00303464657707567,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.0689792978252757,-0.0521157300540518,0,0.0613574533177322,0.11155213645976,0.05701084647018,0,0,0,0,0,0,0,0,0,0,0,0.167236324253185,0,0,0,0.13849691117358,0,0,0,0,0,0,0,-0.0582648984832817,0,0,0,0,0,-0.0611550493659109,0,0,0,0,0,0,0,0,0,0,-0.0441875978676526,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165792106400336,0,0.327519649962566,0,0.0293235385014791,0,0,0,-0.125943256641466,0,0,0,0,0,0.208896405442285,0,-0.0542479312457702,0,0,0,0,0,0,0,0,0,0,0,-0.0619878387601111,0.0976282222992628,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.621512616654718,0,0,0,0.233181916138039,0,-0.0892714157020163,0,0,0.0131217238519875,0.360249397928819,0,0,0,-0.126989620367243,0,0.22130157785912,0,0,0,0,0,0.0483223608051404,0,0,0,0,0.0403900464749874,0,0.0853353820320988,0,0,0,0,0,0,0,0,0,0,-0.03775053582267,0,1.35525271560688e-20,0,0,0,0,-0.0802636729887301,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.132976786878993,0.329150184576321,0.178638667544498,0,0,0,0,0,0,0,0,0.126045117992162,0,0,0,0,0.20307931933453,0.200187413090826,-0.120583268441667,0,-0.0537528082675217,0,0,0,0,0,0.042831082839583,0,0.0719038212773986,0,0,0,-0.0276996693028413,0,0,0,0,0,0,0,0,0,0,0,-0.035853771232859,0.0978544274431505,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.023828747519041,0,0.0314272600562851,0,0,0.00589207820671747,0,0,0,0,0,0,0.0225069848117485,0,0,0.0993363499304944,0,0,0,0,0,0.0262363371029115,0,0,0,0,0,0,0,0,0,0.171096223320849,0,0,0,0,0,0.029306692434771,0,0.0316571545327827,0,0,0.0112178508875946,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.521761412950374,0.0444266677296605,0,0.122762693533162,0,0.194111166071299,0,0,0.0395235924935762,0.167809495682749,0,0,0,0,0,0,0,0,0,-0.153346513064988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260842207065826,0.0266301307836252,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.571431237031846,0.447331377147697,0,0.0218389673822996,0,0,0,0,0,0,-0.023640059716494,0.0932336731562708,0,0.0250498085691869,0,0,0,0,-0.100218869139554,0.0257144616358258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692763848412937,0,0,0,0,0,0,0,0,0.119520688647076,0,0,0,0.0239042002872771,0,0,0,0,0,0,0
