,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X002466.SZ,X601898.SH,X600019.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X000301.SZ,X600011.SH,X000708.SZ,X600010.SH,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X000983.SZ,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X000408.SZ,X600803.SH,X601699.SH,X000723.SZ,X000786.SZ,X600141.SH,X600486.SH,X601991.SH,X600295.SH,X002353.SZ,X600219.SH,X000807.SZ,X002192.SZ,X300073.SZ,X002080.SZ,X600157.SH,X600801.SH,X000630.SZ,X600985.SH,X600027.SH,X000683.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00774333429411895,0,0.000323733779221947,0,0,0,0,0,0.00209961914131078,0.0703930426034531,0,0,0,0,0,0,0,0,0,0,0,0.10886103498908,0.182948059979642,0,0,0,0,0,0,0,0,0,0,0,0,0.0294271106927831,0.029475993896057,0,0,-0.0533376625319786,0,0,0,0,0.273850354924671,0.0142828989352424,0,0,0,0,-0.0175050004915504,-0.0472283963308047,0,0,0,0,0,0
X601088.SH,0.124924853961404,0,0,0,0.0849069936838856,0,0,0,0,0.149438330323544,0,0,0,0,0,0,0,0,0,0,0,0,0.096871731001594,0.0169683809403618,0,0,0,0.0323070001280611,0,0,0,0,0,0,0.00616617416123955,0,0,0,0,0,-0.033731969052498,0,0,0,0,0,0.23899754933259,0,0,0,0,0.0264835369870375,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144757216201167,0,0,0,0.0820095099872687,0,0,0,0,0,0,0.0452602335297625,0,0.00703752935741212,0,0,0.01006731602732,0,0,0.0135919797974929,0,0.090239151522776,0,0,0.0372536676831616,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.00998066211772086,-0.00531016869332622,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0717459067716669,0,0.0737759976379716,0,0,0,0,0.160984559386199,0,0,0,0,0,0,0,0,0,0,0,0,0.028453530704358,0,0,0,0,0,0,0,0,0.0668315742029899,0.00945910350293271,0,0,0.0296420646921837,0,0,0,0,0.167035820850044,0.0131173702541024,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.363002916267358,0,0,0,0,0,0.191239598336137,0,0,0,0,0,-0.0974344349289951,0,0,-0.160513668387538,0,0,0,0,0,0,0,0,0,0,-0.188822362768797,0,0,0.290125675242196,0,-6.93889390390723e-18,0,0,0,0.0462950110530545,0,0,0.0819826935744112,0,0,0,0,0,0,0.11696270155784,0,0,0,0.0539860705165573,0.0341152147963195,-0.0896236749242746,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.455715412105418,0,0,0.219977375537877,0,0,0,0,0,0,0,0,0,0,0,0.107276715320315,0,0,-0.0839313981830975,0,0,0.0781038484600738,0.092329558493655,0,0,-0.0603149316295118,0,0,0.0211009077421098,-0.0168465966309345,0,0,0,0.115167977227282,0,0,0,0.0341076322532605,0,0.0717702108161896,0,0,0,-0.00652269987742373,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0383667397369184,-0.0135961573809193,0,0,0,0.163432704292649,0,0,0,0,0,0,0,0.0695745619941271,0,0,0,0.0656868651799479,0,0,0.0771464657612023,0,0,-0.00102922877715757,0,0,0,0,0.0524405587982475,0,0,0,0,0,0,0,0,0.199398316826442,0,0,0.171034590702864,0,0,-0.0333311709615737,-0.0242873767844777,-0.0148084891207151,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.135823103878584,0.0356654351713243,0,0,0.329740670086126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723441178204239,0,0,0,0.0108967741772178,0.081526947841242,0.0806187546715015,0,0,0,0.257469556010728,0,0,0,0,0,0,0,0,0,0,0,0.0427085675522736,0,0,0,0,0,-0.0221760563478455,0,-0.0346378228789817,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0394057920768903,0.780270830383613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122737220039292,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.067516908871505,0,0,0,0,0,0,0.082990835303538,0,0,0,0,0,0,0,0,0,0,0.0136112670152282,0,0,0,0,0,0,0
X601898.SH,0,0.210747749980553,0,0.097402927218504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023538080255333,0,0,0.184145274966958,0,0,0,0.0950311489052601,0,0,0.0288359308034653,0,0,0,0,0,0.109932455932021,0.0190748907514155,0,0,0.00363967857817646,0,0,0,0,0,0.120635584006575,0,0,0,0,-0.0121726574988642,-0.0600851815111873,0,0,0,0,0,0
