,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X600688.SH,X601991.SH,X000709.SZ,X600027.SH,X000539.SZ,X600362.SH,X600583.SH,X600157.SH,X600111.SH,X002075.SZ,X600188.SH,X600309.SH,X601992.SH,X600352.SH,X002353.SZ,X601158.SH,X000898.SZ,X000027.SZ,X000792.SZ,X000878.SZ,X600863.SH,X000629.SZ,X000883.SZ,X600021.SH,X600660.SH,X000959.SZ,X002470.SZ,X600808.SH,X000825.SZ,X600307.SH,X600578.SH,X000060.SZ,X601918.SH,X600098.SH,X600489.SH,X600022.SH,X600547.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.524365199815276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659061987500875,0,0,0.0548491999337004,0.0183700565558695,0,0,0,0.0280008454036737,0,0.0329778999623243,0,0,0.0239182738030246,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.064097095923269,0,0,0,0,0,0,0.0051418772190315,-0.00495022891549329,0,0,0,0,0,0
X600028.SH,0.344195292586347,0,0,0,0,0,0.0825648073566505,0,0.0282846593642758,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0912509964119811,0,0,0,0,0,0,0,0,0,0,0.072474045101388,0,0,0,0,0,0,0,0,0,0.0109590350164696,0,0,0,0,0.102613579508194,0,0,0,0,0,0,0,0.0196721588187992,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.16820778430102,0.0155638790476415,0.0888894779366787,0,0,0,0,0,0,0,0,0,0.0956238769898471,0,0,1.73472347597681e-18,0,0,0.124508007893786,0,0,0.0838011691376297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260385476259267,0,0,0,0,0,0,-0.016441600734088,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.100703110087703,0,0,0.0398782416318141,0,0,0.106422220063264,0,0.158691611370437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418181731749224,0,0.0383612154782556,0,0,0,0,0,0,-0.00530646897795894,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11403531451274,-0.000518722257577955,0,0,0.0940255560692645,0,0,0,0,0.0898055493407699,0,0,0,0.0365945521492849,-0.0343293312220439,0.0474725630910499,0,0,0,0.236310450580111,0,0.0381601209696123,0,0.00516430287752528,0,0,0,0.239979223583898,0,0,0,-0.00551426897868861,-0.00258252885908961,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.116303725531295,0,0,0,0,0,0,0.0544518341542552,0,0,0,0.133510426228017,0.00468008605443719,0,0,0,0,0.16940645051634,0,0,0,0.183222914049596,0,0,0,0,0,0,0.0214741212880342,0,0,0,0.0766062779881391,0,0,0,0,0.0191809889761586,0,0,0.101477535218165,0,0,0,-0.00121811616734547,-0.000958806767767183,0,0,0,0,0,0
X601898.SH,0,0,0.0823427442609391,0,0,0.0157784751932403,0,0,0.105152245775675,0,0,0,0.161728103817959,0,0,0,0.145628821266339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285963797650063,0,0,0,0.0712253218247988,0,0.0266176386322589,0,-3.46944695195361e-18,0.235925545408466,0,0,0,0,0,0,0.00471971740156182,0.0140750560820022,0,0,0,0,0,0
X600585.SH,0,0,0.148701358875383,0,0,0.0597978293457259,0,0,0,0.08154636015867,0.156713800461869,0,0,0,0,0,0,0,0,0,0,0,0,0.100885340560461,0,0,0,0.0449547620106993,0,0,0,0,0,0,0,0.154864250052886,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0175969281221744,-0.0125147824293517,0,0,0,0,0,0
X601600.SH,0,0.0627359128044487,0,0,0,0,0.0748329916598175,0,0,0.112716145985795,0,0,0,0.0228432847780221,0,0,0,0,0,0.237675958103481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0765178532191267,0,0,0,-0.0989697492702475,0.208854020105334,0,0,0,0.213039786820258,0,0,0,0,0,0,0,0,0.00795325598239952,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0463808119162687,0,0,0,0.113114424657832,0,0.0914855098491796,0,0.131658107717803,-1.73472347597681e-18,0,0,0,0.0214910566620516,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.246706750098537,0,0,0.0882918398775603,0,0,0,0,0,0,0.150629914396156,0,0,0,0,0.0269878599159366,0,0,0,0.00219341537985017,0.0151633113935346,0,0,0,0,0,0
