,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X600176.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X002466.SZ,X000883.SZ,X601158.SH,X000629.SZ,X600612.SH,X600219.SH,X600426.SH,X000027.SZ,X000630.SZ,X002353.SZ,X600583.SH,X600315.SH,X000553.SZ,X601699.SH,X600578.SH,X600021.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939741273571646,0,0.0553248341651916,-0.00620688464243187,0,0,0.024646914019342,0,0,0,0.0138270670919355,0,0,0,0,0.0414117721809492,2.16840434497101e-19,0.0288689241128939,0,0,0.07398527941125,0,0,0,0,0,0.0131428440738826,0.11679009491582,0,0,0,0,0,0,0,-0.00681619344952792,0.0141899777901383,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0261550154564422,0,0,0,0,0,0,0,0,0,0.162449200210993,0,-0.0183097258370481,0,-0.00605197029226395,0.0143010004179358,0,0,0,0.0442607376710324,0,0,0,0,0.111337934067771,0,0,0,0,0,0,0,0.0292353125708477,0,0,0.0731342358836104,0,0,0,0,0,0,0,0,-0.0237582472186263,0.00444848820175742,0,0,0,0.022592371280249,0,0
X601088.SH,0,0,0,0.023242688578894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240920547172048,0.0206260468840763,-0.0885584916722997,0,0,0,0.1399640441382,0,0,0,0,0,0,0,0.0296210357869528,0,0,0.183743319469901,0,0.0739155080741018,0,0,0,0,0,-0.123062525731416,0,0,0.0432170577084218,0,0,0,0,0,-0.00206740363997527,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035469644567509,0,0,0,0,0,-0.0132783498011147,0.438842778709399,0.031454600090583,0,-0.0587844073063351,0.221911588159911,-0.0377000532693592,0,0,0,0,0,0.029791952258628,0,-0.0309359772248016,0,0.0582906628247073,0,0,0,0,0,-0.0173006960947694,0,0,0,-0.10653801565557,0,0,0,0,-0.0278295334116838,0.0125563130028526,0,0,0,0.0394292385737346,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.389963370166716,0,0,0,0,0,0,0,0,0,0,0,0,0.197488333486738,0,0,0,0.00977674930599266,0.0886470679763459,0.0653077972636574,0,0,0,0,0,0,0,0,0,-0.0130738074404289,0,0,0,0,-0.0773552139650786,0,0,0.182569545501494,0,0,0,0,0,0,0.015988226591981,0,0,0,0.025496918300186,0,0
X600019.SH,0,0,0,0,0.0255113663525139,0,0,-0.0608419213869544,0,0,0,0,0.133857925243616,0,0,0,0.0230116486826084,0,0.127890352145129,0,0,0,0,0,0,0,0,0.0734864655814357,0,0,0,0,0,0,0,0,0.0599858886806041,0,0,0,0,0,-0.0831053081060484,0,0,0.0266672129747172,0,0,0,0,0,0,0.0133907135694234,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.356089826822768,0,0,0,0,0,0,-0.00882671985828694,0,-0.0402457643157264,0,0,0.742445229926695,0,0,0,0,0,0,0,0,-0.0531084294761683,0.0351925657782738,0,0,0,0,0,0,0,0,0,-0.175812337140824,0.151475513021646,-0.0683571734141317,0,-0.138826017987059,0,0,-0.0578589912587303,0.00831139962715107,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.20881875931314,0,0,0,0,0,0,0,-0.03723731851142,-0.0520037563459854,0.545466544071639,0,0,0,-0.000985990923045444,0,0,0,0,0,0,0,0,0,0,0,0,-0.038933296709955,0,0,0,0,0,0,0,-0.100317553904079,0,0,0,0,0.0471984237335974,-0.0100018255938411,0.000368535425746056,0,0,0,0.0237946133284978,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198063377367053,0,0,0.103314697295343,0,0,0,0,0.194257473647849,0,0.12779714172816,0,0,0,0,0,0,0,0,0,0,0.0250180436921062,0,0,0,0,0,0,0,0,0,0,0.0198267825283228,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503015245629632,0,0,0.024293610415364,0,0.0637017968948949,0,0,0.046804648960688,0,4.33680868994202e-19,0,0,0,0,0.0503683749091602,0,0.083292473498462,0.0179131936003441,0,0,0,0,0,0,0.181476278656783,0,0.0993199698859097,0,0,0,0.0765602341500877,0,0,0,0,0,0.00523797789692462,-6.03428751564885e-05,0,0,0,0,0,0
