,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X000792.SZ,X600795.SH,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X000301.SZ,X600362.SH,X600010.SH,X600111.SH,X000983.SZ,X600027.SH,X600803.SH,X000877.SZ,X600426.SH,X600489.SH,X600160.SH,X601991.SH,X600985.SH,X000408.SZ,X000786.SZ,X000933.SZ,X000807.SZ,X000630.SZ,X002271.SZ,X601168.SH,X600176.SH,X000932.SZ,X600612.SH,X002128.SZ,X600348.SH,X600219.SH,X600096.SH,X601666.SH,X600995.SH,X000027.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.256788583605053,0,0.0542871371735868,0.055830240692492,0,0,0.0203611443100279,0,0,0,0,0.117732961340349,-0.0970053377820014,0,0.115429646012937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065374850880826,0,0,0,0,0,0,0.0592573500941411,0,0.0356314948764347,0.0716464354520022,0.127809012114033,0,0,0,0
X601088.SH,0.0115989717424478,0,0,0,0.269566501677291,0.172817391081071,0,0.0542887831097589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0957298662457359,-0.062663213316458,0,0.00485859603819887,0,0,0,0,0,0,0.0123776834139262,-0.070618921057149,0,0,0,0,0,0,0.167215217521556,0,0,0,0,-0.0130203826710139,0.012073702810855,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.201735191446643,0,0.144407811436936,0,0,0,0,-0.0853894388345423,0,0,0,0,0,0,0,0.108220383584805,-0.0651825874519961,0,0,0,0,0,0,0,0,0,0,0,0,0.0229688526649756,0,0.184464053445767,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.00759944030297649,-0.000524901771037987,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146012551194803,0.0349423742841465,0,0,0,0,0,0,0.114185577209136,0,0.304237498422882,0,0,0,0.0692880271541212,0,0,0,0,0,0.0162270371203226,0,-0.0952855405616331,0,0,0,0,0,0,0,0.0923379220904634,0,0,-0.00461935204915419,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.275439696770402,0,0,0,0,0,0,0,0,0,0.0181107629646999,0,0,-0.040023360917881,0,0,0,0,0.183136086267655,1.73472347597681e-18,0,0,0,0,0.0482999039483579,0,0,0,0,0,0,0,0,0,0,0,0,0.055540166904917,0.198504892524444,0,0,0,0,0,0.0273335379909494,0,0.00322890515553276,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.15656216264537,0,0,0,0,0,0,0,0,0,0,0.253937169460207,0,0,0,0,0,0,0,0.309376038934799,0.392503482705099,0,0,0,0,0,0,0,0,0.0313680599343429,0,0,0,0,0.0471352647322084,0,0,0.00625379574127675,0,0.0160263615968097,0,-0.049969885016857,0,0,0,0,0,-0.00514874904417509,-0.0108953197150077,0.0568985638576089,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0941449370247723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118487250179928,0,0,0,0,0,0,0,0.0052743887173151,-0.110276083450123,0.157132506616542,0,0.125137880463575,-0.0722881859598338,0,0,0,0,0,-0.0121233755438087,0,-0.0176293039643985,0,0.011699294293053,0,0,-0.0837857844673321,0,0,0,0
X600011.SH,0.0831995977230418,0.0463363840913079,0,0,0,0.142738240118229,0,0,0,0,0,0,0,0,0.155096233102812,0,0,0,0,0,0,0,0,0,0.230065149032865,0,-0.119125930921684,0,0,0,0.155009907084753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065273381328854,0,0,0.0595910640141153,0.00155523411369953,-0.00568139028207712,0,0,0,0,0,0
X600585.SH,0,0,0,0.171068572081747,0,0,0,0,0,0,0,0,0.158954126372454,0,0,-0.0202425964770014,0,0,0,0.0689557910034738,0,0.0445401229017372,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0204867437898393,0,0.0956927426593135,0,0,0,0,-0.0290751119993901,0,0,0,0,0,0,0,0,0,0,0.00147069971158872,-0.0721449855125366,0,0,0,0,0
X600660.SH,0.026648962501444,0,0,0,0,-0.159023584874383,0,0,0,0,0.149946029150043,0.140836256277659,0,0,0,-0.111766035308441,0,0,0,0,0,0,0,0.138632682630626,0.0631694994381878,0,0,0,0,0,0,0,0,0,0,-0.08595736915905,0,-0.0801809094978353,0,0,0,-0.0186272240368822,0,0,0,0,0,0.119991287719458,0,0,0,3.46944695195361e-18,0.0220419765427243,0.245582463435268,0,0,0,0,0
X600886.SH,0,0,0,0,0.0292247904005466,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.411877114810368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114155401237641,0,-0.0216595910268213,0,0,0,-0.0164216108074518,0,0,0,0,0.0217077485932946,0.133068626610717,0,0,0,0,0,0,0.0997500143107047,-0.0048789810109634,0,0,0,0,0,0,0
