,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600886.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X002466.SZ,X600688.SH,X000786.SZ,X600795.SH,X600111.SH,X600027.SH,X600126.SH,X601992.SH,X600176.SH,X600299.SH,X600426.SH,X600529.SH,X002075.SZ,X002353.SZ,X600315.SH,X600486.SH,X000723.SZ,X600612.SH,X600219.SH,X002080.SZ,X600516.SH,X601158.SH,X000932.SZ,X000898.SZ,X000959.SZ,X000401.SZ,X000883.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.00706780313647854,0,0,0,0,0,0,0,0,0,0,0,0,0.0928095529349077,0,0,0.190404162087137,0,0,0,0,0,0,0.0559150274520471,0,0,0,0,0.060858590178744,0,0,0,0,0,0,0,0,0,0,0,0.0187398294639689,0,0,0.0125037557895554,0.00237645248351818,-0.0117096251917856,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0123316285386271,0.137046616231541,0.024980769189669,0.0427350457155329,0,0,0.0214839005828691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189327691854134,0,0,0,0,0,0,0.0604135144422757,0,0,0.0868400600657788,0,0,0,0.0563388368660257,0,0,0,0,0,0,0,0,0.00285080671418394,-0.00295887246984521,0,0,0,0,0,0
X600585.SH,0,0,0,0.0066661384252693,0,0,0,0,0,0,0.0263665853029549,0,0,0.427108627478928,0,0,0,0,0,0,0,0,0.0645471641251184,0,0,0,0,0,0.0132060285922456,0,0,0,0,0.0811361988481397,-0.0552159110919041,0,-7.40481839607886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548153430071559,-0.00411174599654828,-0.000895023167632923,0,0,0,0,0,0
X601088.SH,0,0.155963699560038,0.134833176718849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120620038078084,0.343481692331539,0,0.0463471626032019,0,0,0,0,0,0,0,0,0,0.0825855543375994,0.0158872386544984,0,0,-0.152276308344669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154593355974159,-0.00462294367819922,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.100557485320115,0,0.0518397748877138,0,0.0261088346260442,0,0,0,0.108973900187206,0,0,0,0,0.0337261029737304,0,0.00632373834000412,0,0,0,0,0,0,0,0.172640366881375,0.0505006999624178,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0221461225025974,0,0,0,0,0,0,0,0,0.0119895711031356,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.110820570037573,0,0,0,0,0,0,0,0,0,0,0.360315174993104,0,0.0883204787393986,0.018849725779446,0.0533089477111355,0,0,0,0,0,0,0,-0.332482272739716,0,0.054871408464668,0,0,0,0,0.0995632167640886,0,0,-0.0278980614008538,0,0,0,0,0,0,0,0,0,0.00128766111582009,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.208050223700214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525365771324347,0.108516027859567,0.0881860744499931,0,0,0,0,0,0,0,0,0,-0.023178156585368,0.0105033043295004,-0.00924028559377953,0.024048544096832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968975499939596,-0.01382879435438,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475625956101892,0,0.0133909241832451,0.0780550690513777,0.301197906650607,0,0,-0.304567010258216,0.0104963524913764,0,0.169929177801829,0,0,0,0,0,0,0.0345504103019444,0,0,0,0,0,0,0,0,0,0,0,0,-0.111883687765333,-0.01268148664634,-0.00323120955980335,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.00879446348887278,0,0,0,0,0,0,0,0,-0.0143169011691214,0,-0.0621172298434369,0,0,0,0,0.0493544258089218,-0.0556277099300782,0,0,0.136487117784594,0.0751797796498016,0,0,0,0.11541831375866,0.336132125777527,0,0,0,0,0,0,0,0,0,0,0,0,-0.00994824131245366,0.027084056712081,-0.0249540488923285,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0416544410569665,0,0,0.0854256578464529,0,0,0.0587830929896017,0.0474555704207153,0,0,0,0,0,0,0,0,0,0,0.189074196634091,0,0,0,0,0,0.0382074651442369,0,0,0.107826270346086,0,0.0318405208180006,0.0072377978314632,0.165923779777106,0.0964741745409268,0,0,0,0,0.349302796110266,0,0,0,0,0,0,0,0,0,-0.0192076346995299,-0.00248307193416909,0,0,0,0,0,0
