,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600176.SH,X600219.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000933.SZ,X000877.SZ,X601168.SH,X000408.SZ,X600096.SH,X000883.SZ,X000027.SZ,X002353.SZ,X000932.SZ,X002271.SZ,X600995.SH,X600378.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.465373090628174,0,0,0,0.139179992686225,0.00559518406289086,0,0,0,0,0,0,0,0.0499790250693079,0.150254480172303,0,0,0,0,0,-0.0410480437981226,0,0,-0.0417604299114415,0,0,0.00325472321547946,0,0,-0.147202809244653,0,0,0,0,0.0632713733772375,0,0,0.11342858040742,0,-0.0312190754265475,0,0,0.0644119252725546,0,-0.00845121698435374,0,0,0,0,0,0,0,0,0,-0.0796447794958514,0,0
X601088.SH,0,0,0.184136322825822,0,0,0,0.149350883096925,0,0,0.0864936641125681,0,0.0348276213357033,0.246132836990967,0,0,0,0,0,0,0,0.0248030156472996,0,0,0,0,0,-0.0205348304513374,0,0,0,0,0,-0.171440055593544,0,0,0,0,0,0,0,-0.00899695428596254,0,0,0,0,0,-0.0740945200508987,0,-0.0211059514183048,0,0,0,0.0633057582619229,0,0,0,0,0,0
X600028.SH,0.489416175891751,0.0814383924134805,0,0,0,0.125710250537561,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0443808092806796,0,0,0,0,0,0,-0.0580700732368001,0,0,-0.00872732492418608,0,-0.119895231713858,0,0,0,0,0,-0.0341053805322254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060927743753159,0,2.16840434497101e-19,-0.004983219214053,0,0,0,0.0604407807368559,0,0
X600309.SH,-0.128055335262484,0,0,0,0,0,-0.0199569907332922,0,0,0,0,0,0,0,0,0,0.0434734446222182,0,0,0,0.0379678773362072,0,0,0,0,0,0.0759352661623603,0.00496391857830492,0,0,0,0,0.00957347399610679,0,0,0,0,0,0,0,0,0,0,0,-0.0161323612764652,0,0.20098594755032,0,0,0,0,0,-0.0434464033950067,0.0173191694271556,0,0,0.00731078878609874,0,0
X601898.SH,0,0,0.150850002445232,0,0,0,0.138999577141446,0,0,0,0,0,0.111571206321717,0,0,0,0,0,0,0.0572167147064541,0,0.0822212150117661,0,0.0127962616851377,0,0,0,0,0,0.203279502082347,0,0,0,0,0,0,0.134008754690387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192202578773493,0.00303120199944996,0,0,0,-0.0123238961553007,0,0
X600019.SH,0,0,0.103505208784748,0,0.186199910809898,0,0,0,0,0,0,0.0479297082173706,0,0,0,0,0,0,0,0,0,0.220963916905706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584159257461679,-0.0495628333164834,0,0,0,0,0.188286578353683,0.146927843751451,0,0,0,0,0.025608525670555,0,-0.0355518708606843,0,0,-0.00975448521861367,0,0
X600188.SH,0,0.295171625038912,0,0,0.0994463991593268,0,0,0,0,0,0,0,0,0,0,0,0,0.149505784592217,0.0398123891959353,0,0,0,0,0,0,0,0,0,0.254625725804887,0.559633526288057,0,0.00440712520820022,0,0,0,0,0,0,0,-0.0615144387190614,0,-0.086926117304751,0,0,0,0.0517482534002609,-0.165490725133915,0,0,0,0,-0.0378087480750409,0,0,0,0,0,0,0
X600886.SH,0.121856829582676,0,0,0,0,0,0,0,0,0,0,0,0,0.291176660730043,0,0.0918154295064717,0,0,0,0,0,0,0,0,0,-0.0581849835625023,0,-0.0448320265812292,0,0,-0.0305481295152747,-0.183814062891753,0,0,0.244876805917403,0,0,-0.116190044164112,0,0,-0.231380453193265,0,0,0,0,0,0,0,0,0,-0.0834925845835829,0,0,0.131722938271264,0,0,-0.0330627462668041,0,0
X600011.SH,0.0794033800611659,0,0,0,0,0,0,0,0,0,0,0,0,0.182592189104845,0,0,0,0,0,0,0,0.182639537383559,0,0.397694280471098,0,-0.0117645840876069,0,0,-0.098324258498344,-0.0154066728904686,-0.0182203628438257,0,0.107546861502752,0.0793550562916549,0,0,0,0.0125902665330592,0,0,0,0,0.013752356423184,0,0.0245696188360287,0,-0.0542891222624902,0,0,-0.0460288715584263,0,0.0548368242511575,0,0,0,0,-0.0761581888241818,0,0
X600585.SH,0,0.0359113311179892,0,0,0,0,0,0,0,0,0,0,0,0,0.1472466258453,0.0457238590002869,0,0,0,0,0,-0.0183686157017073,0,0,0,-0.0835592878250499,0,0,0,0,0,0.23567898845253,0.0533770003410243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044183702663029,0,0
X600547.SH,0,0,0,0,0.0288349391006767,0,0,0,0,0,0,0,0,0,0,0.492310386794831,0.352539792920885,0,0.106577114627541,0,0,0,0,0,0,0.0364021671050282,0,0,0,0,-0.0093911374180364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522519704041184,0,-0.139763739601401,0,0,-0.00257591690910639,0.113055419162372,-0.0728676953217509,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0449389489309186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183503262306077,0.170559074964243,0,0,0,0.152654640057095,0,0,0.0100157846511504,0,0,-0.0356514127482605,0,-0.0230541578307197,0,0,0.116916095864561,0,0,0,0,-0.114179963076357,-0.00926497104446528,0.0880551552240613,0,0,0,0,-0.105285004724788,0,0,-0.000841005634664284,0,0
X601600.SH,0.280148974620964,0.0205168002244066,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402890715298859,0,0,0,0,0,0,0,0,0,0.292354978418638,0,0,0,0,0,0,0,0,0.296852165354562,0,0,0.390191750662594,0,0,0,0,0.176008159728809,0,0.109601281874247,0,-0.0062939822964562,0,0.000709997161037524,0,0,0,0,0,0,0,0.0340530311618093,0,0
X600795.SH,0,0,0,0,0,0,0,0.139827873712764,0.187056988794577,0,0,0,0,0,0,0,0,0,0,0,0,0.059945959466327,-0.00630484330833355,0.068431488016757,0,0.0737867430466792,0,0,0,0,0,-0.0520091308103986,0,0,0,0,0,0,0,0,0,-0.0705561015528074,0.298732965571748,0,0,0,-0.0661200758514493,0.0105760885578037,0,0,-0.0736789235689291,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361632895742047,0,0,0,0.0586235403037398,0,0,0.229086840764155,0,0.0992193131522474,0.010215353807211,0,0.00046054493210685,0,0.00353817240472165,0,0,0,0,0,0,0,0,0,0.0902756736709929,0,0,0,0,0,0,0.00418243980079036,0,-0.0767967662656406,0,0,-0.0357167713650445,0,0,0,0,0,0,0
X600489.SH,0,-0.0928600415870943,0,0,-0.0442639500865323,0,-0.0659487773680872,0,0,0,0.760253526310243,0,0,0,0,0,0,0.0857003964533098,0,0,0,0,0,0.043619966332226,0,-0.198183918016924,0,0,0,0,0,0,-0.0563234940581906,0,0,0.379791106023489,0,0,0,0,0,0,0,0,-0.080565010334021,-0.053712395075339,0,0,-0.055913357741023,0,0,0,0,0,0,0,-0.0565353301551362,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00677133521306764,0,0,0,0,0,0,0,0,0.146597667026473,0,0.000826479500829469,0,0,0,0,0,0,0,0,0,0.0187168905223275,0,0.314600912255469,0.00578847192059136,0,0,0.329831159039295,0,0,0,0,0,0,0,0,0.0356573488475807,0,0,0,0,0,0,0,0.0237228879775876,0,0
X600010.SH,0,-0.0351932010337468,0,0,0,0,0,0,0,0,0,0,0.0194724262275644,0,0,0,0,0,0.380849346063134,0.0590822802712131,-0.161677948946325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872364250430089,0,0,0.148525211956442,0,0,-0.0282007170756961,0,0,0,0,0.0351785388092236,0,0,0,0,-0.0195583629241387,0,0,0,0,0.00676714611784698,0,0
X600111.SH,0,0,0,-0.0550657988005352,0,0,0,0,0,0,0.132970459201741,0,0,0,0.155229118016205,0,0.0983405370543206,0.163206043074878,0,0,0,0,0.247177800858279,0,0,0,0,0,0,0,0,0.105534039217359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506174934108752,0.128301379810276,-0.0669883130979616,0,-0.0175854214404044,0,-0.0358076601898405,0,0,0,0,0
X000708.SZ,0,0,0,0,0.0200092559613307,0,0,0,0,0,0.0571812237332163,0,0,0,0,0,0,0.0809020592113938,0,0,0,0,0,0,0,0.0849861448898111,0,0,0,0,0,0,0,0.0929479275825116,0,0.0209910015915302,0,0.00874680997647743,0,0,0,0.139454324753709,0,0,0.152655000072217,0.100491975374741,0,0,0.126039284013476,0,0,-0.033702513389228,0,0,0,0,0.057060370257915,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0570289090975997,0,0.197312872246732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472519262687649,0,0,0,0,0,0,0,0,0,0.133208800854674,0,0,0.0617486122673289,0,0.0410773240551637,0,0.0109956603263593,0,0,0,-0.0890889269579981,0,-0.045185675764997,0.113382142521058,-0.0320027124262445,0,0,0,-0.0455521673472169,0,0
