,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600688.SH,X600010.SH,X600801.SH,X601600.SH,X600886.SH,X002271.SZ,X600362.SH,X000786.SZ,X002466.SZ,X600352.SH,X600188.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600176.SH,X002353.SZ,X600299.SH,X600516.SH,X600489.SH,X000792.SZ,X600426.SH,X000401.SZ,X000898.SZ,X000553.SZ,X601158.SH,X600219.SH,X000932.SZ,X600583.SH,X000883.SZ,X000709.SZ,X600612.SH,X002080.SZ,X600486.SH,X600126.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0470759614497405,0,0,0,0,0,0,0,0,0.182254107009742,0,0.0673399138740317,0,0,0.135736440929543,0,0,0,0,0.051753278476522,0.0414503745769167,0,0,0,0,0,0,0,0,0,0,0,0.140712051395659,0,0,0,0,0,0,0,0,0.0417246727674518,0.0502870894270289,0,0.0964163264494158,0,0,0,0,0,0,0.000403206741360028,0,0,0,0.0296126203613363,0,0
X600028.SH,0.253730430841022,0,0,0,0,0,0,0,0,0,0,0,0.0609726226115606,0,-0.0406637108381651,0,0,0,0,0,0,0.017211025252156,0,0,0,0,0,0,0,0,0.0601292961280043,0,0,0.020045848052768,0,0,0,0,0.0645126762796856,0,0,0,0,0,0,0.0352074238809343,0.0651170878146801,0,0,0,0,0.0158107620578041,0,0,0.10801190802921,0,0.0625283235044858,0,0
X601088.SH,0,0,0,0,0,0,0,0.00678940735952094,0,0.0158331840531007,0,0,0.0641282832326119,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.299351150935899,0,0,0,0,0,0.0553075025988193,0,0,0,0,0,0,0,0,0.166561774480996,0,0,0,0.0115801846811791,0.0272384388044165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.448094848191511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244304930675474,0,0,0,0,0,0,0.0014137208930657,0.163740398868131,0,0,0,0,0.102064812488993,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.000147006703616858,0.0154103397085099,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.121370900115092,0,0.0694302369546044,0,0,0,0.0754076997282386,0,-0.0871918639233406,0.0233970697994163,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.14062296332545,0,0,0.0740962619508585,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.260684334959814,0.0811628392015275,0,0,0.124981658621152,-0.017486025989458,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.115588233046392,0,0.0021857097687703,0.0537235972033707,0,0.0387577616519875,0,0,0,0,0,0.0165088148418012,0.0538496204974892,0.0127171730962103,0,0,0,0,0.124200844117508,0,0,0,0,0,0,0,0,0,0,0.135327345242911,0,0,0,0.169367247172121,0,0,0,0,0.032619687839335,0.113315218266568,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0224173930611393,0,-0.0503408795579293,0,0,0,0,0,0,0,0,0,0,-0.0191465199091948,0,0,0,0,0,0,0,-0.0158203281061348,0,0,0.0298157277617389,0,0.894069428146552,0,0,-0.041148948411132,0,0,0,0,0,0,0,0,0.206864387531466,-0.0295841509857935,0,0,0,0,0.0118061027458616,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.00727212114378655,0,0,0,0,0,0,0,0,0,0,-0.102402801045293,0.214923871882399,0,0,0,0,0,0,0,0,0,0.296984220408598,0,0,0,0,0.119930946857972,0,0,0,0,0,0,0,0,0,0.117058524916795,0.209244751149421,0.169090370448499,0,0,0.0362650633475129,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00211711834480613,0,0,0.14388230151481,0,0,0,0,0,0,0,0,0,0,0.196968807524946,0,-1.73472347597681e-18,0,0,0.0990460229117481,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0185562919226687,0.28943637465665,0,0,0,0,0.0553052943953583,0,0.0454436229124318,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.838798123397141,0,0,0,0,0,0,-0.0148411409813105,0,0.124966008706153,-0.114646769423469,0,0.0747057152995695,0,0,0,0,0,0,0,0,0.266548780047347,0,0,0,0,-0.302930664643903,0,0,0,0,0,0,0,0.258637181262393,0,0,0,0.0717584361143417,0,0,0,0,-0.0404508097923674,0.0718702192688992,-0.368398424141295,0,0,0,0,0
