,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X600795.SH,X000708.SZ,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600516.SH,X002271.SZ,X002466.SZ,X000786.SZ,X600489.SH,X002460.SZ,X000898.SZ,X600176.SH,X600299.SH,X600426.SH,X601158.SH,X002353.SZ,X000883.SZ,X000709.SZ,X600612.SH,X000629.SZ,X600219.SH,X600583.SH,X600315.SH,X000630.SZ,X000027.SZ,X000553.SZ,X600985.SH,X601699.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0110158902866294,0,0,0,0,0,0,0,0,0,0,0,0.00583666729431428,0.0808835887083531,0,0,0.0539912838777784,0,0,0.0563540673858055,0,0,0,0,0,0,0,0.0902438106886129,0.0350990070760067,0,0.0770047569757584,0,0,0,0,0,0.0265735928071926,-0.026529259645023,0,0,0,0,0,0,0,-0.00967137874056266,0,0,0,0,0.0123739767194693,0,0
X600028.SH,0,0,0.0464775054571193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010062567745266,0.0195579135882423,0,0,0,0.112256348727091,0,0,0,0,0,0,-0.00999594283229882,0,0,0,0,0,0,0.0680033248812959,0,0,-0.0118672912394513,0,0,0,-0.0580959192806297,0,0,0,0,0,0,0,-0.00582667856193351,0,0,0.267348140813224,0,0,0,0
X601088.SH,0,0,0,0.298282219322061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126199949348518,0.0862121914742304,0,0,-0.0513287031628307,0,0,0,0,0.00346033814451708,0.0272099538116203,0.074862293229123,0,0,0,0,0.0206207031858032,0,0,-0.124464987849549,0.0801789100815458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229903335758927,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925161658932151,0.0129946183722157,0,0.657330930746151,0,0,0,0,0,0,0,0,0,-0.0853367552953017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002426274515216,0,0,0,0,-0.0106878478388348,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876081067116125,0,0,0,0,0.050530711573599,0,0.0395025376071067,0,0.0498524373511696,0,0,0.115775107253079,0,0,0,-0.1060309147434,0.0933080129812808,0,0,0,0.097391575229163,0,-0.0274043493514156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.186786970565781,0,0,0,0,-0.0719277630586728,0.108225025633907,0,0,0,0,0,0,0,0,0,0.00747704047419648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649275146302141,0,0,0,0,0.00419211647664762,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.044907971570749,0,0,0,0.106739973964731,0,0,0,0,0,0,0.784108097227324,0,0,0,-0.00724758121368884,0,0,0.197721317628937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143671345982065,0,0,0,0,0.127876736883248,0,0
X600011.SH,0,0,0.0894743128315264,0,0,0,0,0,0,0,0,0,0,0,0,0.0899429601199001,0,0,-0.0912454152415634,0,0.171738743540857,0,0,0.26469420177494,0,0,0.0381884804294424,0.0451387186941755,0,0,0,0,0,0,0,0.0741211855757628,0.11377917128934,0,0,-0.124908098819036,0,0,0,0.0357888009890396,0,0,0,-0.0916150214846359,0,0,0,0.00670973789618635,0,0,0,0,0.00946852097052158,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0231533852441025,0,0,0,0,0,0,0,0,0,0.0477766163405708,-0.0204361324390189,0,0.135421642161298,0,0,0.0467329706971401,0,0,0,0,0.0447859499487167,0,0,0.0456609169526952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197733956436609,0,0.0599037122427426,0,0.00640780554929495,0,0,0,0,-0.00679001705673133,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165582598868932,0,0,0,0,0,0,0,0,0.0764393136079982,0,0,-8.67361737988404e-19,0,0.00410875791980062,0,0,0.0115694627784464,0,0.0819801741773035,0.0186054440010079,0,0,0,0,0,0,0,0,0,0,0,0.0503541971003554,0,0.0616527864289541,0,0.234319783641237,0,0.0208442063510342,0,0,0,0,0.011459457818229,0,0
